county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person_1,advance_in_person_2,provisional
Cobb,Vinings 03,Secretary Of State,,DEM,JOHN BARROW,569,33,477,38,20,1
Cobb,Vinings 04,Secretary Of State,,DEM,JOHN BARROW,361,25,301,18,16,1
Cobb,Wade Green 02,Secretary Of State,,DEM,JOHN BARROW,547,41,411,22,72,1
Cobb,Willeo 01,Secretary Of State,,DEM,JOHN BARROW,361,20,293,4,44,0
Cobb,Acworth 1A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,618,58,327,19,213,1
Cobb,Acworth 1B,"Public Service Commission, District 3",3,(REP,CHUCK EATON,601,67,377,10,146,1
Cobb,Acworth 1C,"Public Service Commission, District 3",3,(REP,CHUCK EATON,296,26,199,6,64,1
Cobb,Addison 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,381,38,299,21,23,0
Cobb,Austell 1A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,167,16,134,10,7,0
Cobb,Bells Ferry 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,413,38,347,16,12,0
Cobb,Bells Ferry 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,716,69,572,34,39,2
Cobb,Big Shanty 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,293,29,210,17,35,2
Cobb,Big Shanty 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,471,31,378,17,45,0
Cobb,Baker 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,360,19,286,6,49,0
Cobb,Birney 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,262,23,177,61,1,0
Cobb,Birney 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,325,36,226,58,5,0
Cobb,Bryant 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,36,6,28,0,2,0
Cobb,Bryant 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,29,2,23,2,2,0
Cobb,Blackwell 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,352,25,304,13,9,1
Cobb,Chattahoochee 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,164,6,122,8,27,1
Cobb,Cheatham Hill 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,559,25,365,165,4,0
Cobb,Cheatham Hill 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,675,55,431,188,1,0
Cobb,Chalker 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,434,53,312,33,36,0
Cobb,Clarkdale 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,161,30,105,25,1,0
Cobb,Clarkdale 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,386,20,309,53,3,1
Cobb,Cooper 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,198,19,130,44,4,1
Cobb,Chestnut Ridge 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,685,35,549,5,96,0
Cobb,Dickerson 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,497,28,352,1,116,0
Cobb,Dobbins 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,145,8,103,30,4,0
Cobb,Dowell 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,429,28,261,139,1,0
Cobb,Dodgen 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,426,28,311,6,80,1
Cobb,Durham 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,795,60,550,92,91,2
Cobb,Davis 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,344,17,299,9,19,0
Cobb,Eastside 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,600,37,392,4,167,0
Cobb,Eastside 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,834,42,586,12,193,1
Cobb,Elizabeth 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,182,6,134,32,9,1
Cobb,Elizabeth 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,409,54,304,36,15,0
Cobb,Elizabeth 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,528,44,406,27,51,0
Cobb,Elizabeth 04,"Public Service Commission, District 3",3,(REP,CHUCK EATON,299,19,241,14,23,2
Cobb,Elizabeth 05,"Public Service Commission, District 3",3,(REP,CHUCK EATON,448,35,343,15,55,0
Cobb,East Piedmont 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,259,15,220,15,9,0
Cobb,Fair Oaks 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,351,26,207,117,1,0
Cobb,Fair Oaks 04,"Public Service Commission, District 3",3,(REP,CHUCK EATON,254,28,157,69,0,0
Cobb,Fullers Park 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,583,53,408,12,107,3
Cobb,Ford 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,589,28,429,116,15,1
Cobb,Frey 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,467,42,312,38,75,0
Cobb,Garrison Mill 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,520,38,414,14,54,0
Cobb,Gritters 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,673,46,555,42,26,4
Cobb,Harmony-Leland 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,195,25,125,15,30,0
Cobb,Harrison 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,614,50,373,174,17,0
Cobb,Hightower 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,761,82,532,7,140,0
Cobb,Hayes 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,738,63,475,76,124,0
Cobb,Kennesaw 1A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,225,9,177,10,28,1
Cobb,Kennesaw 2A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,467,42,327,25,72,1
Cobb,Kennesaw 3A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,391,50,257,58,24,2
Cobb,Kennesaw 4A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,411,36,290,19,66,0
Cobb,Kennesaw 5A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,554,18,461,2,73,0
Cobb,Kell 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,342,27,292,10,12,1
Cobb,Kemp 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,443,23,280,138,1,1
Cobb,Kemp 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,659,52,426,179,2,0
Cobb,Kemp 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,837,57,510,260,10,0
Cobb,Lassiter 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,672,40,564,26,41,1
Cobb,Lindley 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,223,22,167,16,17,1
Cobb,Lost Mountain 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,669,39,328,298,4,0
Cobb,Lost Mountain 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,784,76,500,185,23,0
Cobb,Lost Mountain 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,955,58,460,434,3,0
Cobb,Lost Mountain 04,"Public Service Commission, District 3",3,(REP,CHUCK EATON,516,41,349,101,25,0
Cobb,Mableton 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,355,62,224,63,6,0
Cobb,Mableton 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,174,19,122,17,16,0
Cobb,Mableton 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,399,38,303,48,10,0
Cobb,Mableton 04,"Public Service Commission, District 3",3,(REP,CHUCK EATON,246,18,189,29,9,1
Cobb,Mabry 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,343,22,293,4,24,0
Cobb,Macland 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,269,18,182,69,0,0
Cobb,Murdock 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,775,51,605,10,109,0
Cobb,McEachern 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,415,31,289,95,0,0
Cobb,McCleskey 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,327,11,290,8,18,0
Cobb,McClure 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,565,41,398,14,111,1
Cobb,Marietta 1A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,171,20,116,31,4,0
Cobb,Marietta 2A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,418,25,257,136,0,0
Cobb,Marietta 2B,"Public Service Commission, District 3",3,(REP,CHUCK EATON,504,31,317,151,4,1
Cobb,Marietta 3A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,605,58,370,174,2,1
Cobb,Marietta 4A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,505,28,339,138,0,0
Cobb,Marietta 4B,"Public Service Commission, District 3",3,(REP,CHUCK EATON,249,35,156,56,2,0
Cobb,Marietta 4C,"Public Service Commission, District 3",3,(REP,CHUCK EATON,543,34,324,181,4,0
Cobb,Marietta 5A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,178,11,121,42,3,1
Cobb,Marietta 5B,"Public Service Commission, District 3",3,(REP,CHUCK EATON,58,3,41,12,1,1
Cobb,Marietta 6A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,83,7,54,14,8,0
Cobb,Marietta 6B,"Public Service Commission, District 3",3,(REP,CHUCK EATON,396,23,312,29,32,0
Cobb,Marietta 7A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,83,14,54,11,4,0
Cobb,Mars Hill 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,605,57,433,23,92,0
Cobb,Mars Hill 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,354,24,250,12,68,0
Cobb,Mount Bethel 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,774,42,545,3,183,1
Cobb,Mount Bethel 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,548,38,317,0,193,0
Cobb,Mount Bethel 04,"Public Service Commission, District 3",3,(REP,CHUCK EATON,590,54,357,0,178,1
Cobb,North Cobb 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,304,33,204,5,62,0
Cobb,Nickajack 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,144,10,113,16,5,0
Cobb,Norton Park 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,446,47,313,84,1,1
Cobb,Nicholson 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,383,25,332,17,9,0
Cobb,Oakdale 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,348,31,263,51,3,0
Cobb,Oregon 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,326,14,216,96,0,0
Cobb,Oregon 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,327,33,189,101,4,0
Cobb,Oregon 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,225,25,124,72,1,3
Cobb,Oregon 04,"Public Service Commission, District 3",3,(REP,CHUCK EATON,318,39,195,83,0,1
Cobb,Oregon 05,"Public Service Commission, District 3",3,(REP,CHUCK EATON,464,24,347,90,3,0
Cobb,Pebblebrook 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,187,18,134,7,28,0
Cobb,Powers Ferry 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,434,30,314,28,62,0
Cobb,Pine Mountain 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,654,59,459,106,27,3
Cobb,Pine Mountain 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,774,50,553,164,7,0
Cobb,Post Oak 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,739,30,664,7,38,0
Cobb,Pope 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,531,41,396,8,86,0
Cobb,Palmer 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,385,32,314,9,30,0
Cobb,Powder Springs 1A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,320,21,230,69,0,0
Cobb,Powder Springs 2A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,129,6,89,32,2,0
Cobb,Powder Springs 3A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,267,34,193,40,0,0
Cobb,Pitner 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,349,22,300,10,17,0
Cobb,Rocky Mount 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,591,20,537,6,26,2
Cobb,Riverside 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,30,4,20,0,6,0
Cobb,Roswell 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,951,64,700,7,180,0
Cobb,Roswell 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,662,24,536,3,99,0
Cobb,Sandy Plains 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,442,37,356,8,41,0
Cobb,Shallowford Falls 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,612,35,493,5,79,0
Cobb,Simpson 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,286,23,231,5,25,2
Cobb,Sewell Mill 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,550,41,421,5,83,0
Cobb,Sewell Mill 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,530,47,419,11,53,0
Cobb,Smyrna 1A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,144,18,112,12,2,0
Cobb,Smyrna 2A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,234,24,181,24,5,0
Cobb,Smyrna 3A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,441,32,346,59,4,0
Cobb,Smyrna 4A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,671,87,456,119,8,1
Cobb,Smyrna 5A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,267,39,184,42,1,1
Cobb,Smyrna 6A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,630,76,492,58,4,0
Cobb,Smyrna 7A,"Public Service Commission, District 3",3,(REP,CHUCK EATON,376,35,283,37,21,0
Cobb,Sope Creek 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,479,43,308,2,126,0
Cobb,Sope Creek 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,646,50,449,16,131,0
Cobb,Sope Creek 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,521,41,373,4,101,2
Cobb,Sweetwater 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,338,22,250,65,1,0
Cobb,Sweetwater 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,135,28,83,21,1,2
Cobb,Terrell Mill 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,364,20,263,4,77,0
Cobb,Timber Ridge 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,408,26,300,0,82,0
Cobb,Vaughan 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,648,27,446,170,4,1
Cobb,Vinings 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,218,15,186,14,3,0
Cobb,Vinings 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,400,41,302,39,18,0
Cobb,Vinings 03,"Public Service Commission, District 3",3,(REP,CHUCK EATON,326,38,243,34,9,2
Cobb,Vinings 04,"Public Service Commission, District 3",3,(REP,CHUCK EATON,594,65,509,12,8,0
Cobb,Wade Green 02,"Public Service Commission, District 3",3,(REP,CHUCK EATON,491,28,385,13,65,0
Cobb,Willeo 01,"Public Service Commission, District 3",3,(REP,CHUCK EATON,510,43,408,4,55,0
Cobb,Acworth 1A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,484,31,273,16,164,0
Cobb,Acworth 1B,"Public Service Commission, District 3",3,DEM,LINDY MILLER,372,33,221,10,104,4
Cobb,Acworth 1C,"Public Service Commission, District 3",3,DEM,LINDY MILLER,434,30,296,4,104,0
Cobb,Addison 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,358,33,283,20,22,0
Cobb,Austell 1A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,693,29,578,37,40,9
Cobb,Bells Ferry 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,331,13,282,22,14,0
Cobb,Bells Ferry 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,554,38,463,28,23,2
Cobb,Big Shanty 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,190,8,152,10,20,0
Cobb,Big Shanty 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,349,21,279,13,35,1
Cobb,Baker 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,468,20,349,8,91,0
Cobb,Birney 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,300,25,206,64,4,1
Cobb,Birney 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,631,33,459,104,31,4
Cobb,Bryant 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,466,18,303,9,135,1
Cobb,Bryant 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,674,42,470,10,152,0
Cobb,Blackwell 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,365,17,309,26,13,0
Cobb,Chattahoochee 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,596,26,463,35,69,3
Cobb,Cheatham Hill 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,290,13,196,81,0,0
Cobb,Cheatham Hill 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,546,24,357,162,3,0
Cobb,Chalker 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,398,31,289,46,32,0
Cobb,Clarkdale 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,208,12,160,24,12,0
Cobb,Clarkdale 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,793,30,667,62,33,1
Cobb,Cooper 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,625,37,475,75,37,1
Cobb,Chestnut Ridge 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,417,27,310,4,76,0
Cobb,Dickerson 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,384,34,261,4,85,0
Cobb,Dobbins 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,426,18,336,41,28,3
Cobb,Dowell 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,417,14,280,122,1,0
Cobb,Dodgen 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,297,13,224,1,59,0
Cobb,Durham 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,287,14,213,28,31,1
Cobb,Davis 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,256,12,222,9,12,1
Cobb,Eastside 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,469,42,302,2,122,1
Cobb,Eastside 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,600,41,437,8,114,0
Cobb,Elizabeth 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,280,14,220,38,8,0
Cobb,Elizabeth 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,271,20,209,23,19,0
Cobb,Elizabeth 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,341,31,235,39,36,0
Cobb,Elizabeth 04,"Public Service Commission, District 3",3,DEM,LINDY MILLER,401,32,301,29,39,0
Cobb,Elizabeth 05,"Public Service Commission, District 3",3,DEM,LINDY MILLER,402,31,316,7,48,0
Cobb,East Piedmont 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,262,10,220,27,5,0
Cobb,Fair Oaks 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,676,34,447,190,4,1
Cobb,Fair Oaks 04,"Public Service Commission, District 3",3,DEM,LINDY MILLER,348,35,263,46,1,3
Cobb,Fullers Park 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,418,11,310,8,88,1
Cobb,Ford 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,242,8,187,41,6,0
Cobb,Frey 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,216,14,137,9,56,0
Cobb,Garrison Mill 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,402,22,324,11,45,0
Cobb,Gritters 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,440,22,365,28,25,0
Cobb,Harmony-Leland 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,1122,57,819,33,210,3
Cobb,Harrison 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,235,10,156,61,8,0
Cobb,Hightower 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,515,50,373,6,85,1
Cobb,Hayes 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,349,16,265,29,38,1
Cobb,Kennesaw 1A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,173,17,139,3,14,0
Cobb,Kennesaw 2A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,317,14,244,23,35,1
Cobb,Kennesaw 3A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,543,42,396,63,38,4
Cobb,Kennesaw 4A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,341,25,267,9,40,0
Cobb,Kennesaw 5A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,670,37,542,12,79,0
Cobb,Kell 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,212,12,174,9,17,0
Cobb,Kemp 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,176,5,123,47,1,0
Cobb,Kemp 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,437,33,273,124,7,0
Cobb,Kemp 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,306,14,192,96,2,2
Cobb,Lassiter 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,388,16,343,13,15,1
Cobb,Lindley 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,949,42,728,49,129,1
Cobb,Lost Mountain 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,380,26,204,146,3,1
Cobb,Lost Mountain 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,298,12,206,70,9,1
Cobb,Lost Mountain 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,481,17,280,181,3,0
Cobb,Lost Mountain 04,"Public Service Commission, District 3",3,DEM,LINDY MILLER,240,13,159,43,25,0
Cobb,Mableton 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,749,29,576,78,65,1
Cobb,Mableton 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,334,17,262,17,37,1
Cobb,Mableton 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,377,22,317,15,23,0
Cobb,Mableton 04,"Public Service Commission, District 3",3,DEM,LINDY MILLER,235,15,182,18,19,1
Cobb,Mabry 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,169,13,146,2,8,0
Cobb,Macland 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,594,36,421,134,1,2
Cobb,Murdock 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,511,33,403,3,72,0
Cobb,McEachern 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,514,16,392,100,5,1
Cobb,McCleskey 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,209,10,179,10,9,1
Cobb,McClure 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,281,15,204,13,49,0
Cobb,Marietta 1A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,363,30,255,60,16,2
Cobb,Marietta 2A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,275,18,200,55,2,0
Cobb,Marietta 2B,"Public Service Commission, District 3",3,DEM,LINDY MILLER,531,30,333,164,1,3
Cobb,Marietta 3A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,800,65,498,229,3,5
Cobb,Marietta 4A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,220,14,168,37,1,0
Cobb,Marietta 4B,"Public Service Commission, District 3",3,DEM,LINDY MILLER,274,30,206,38,0,0
Cobb,Marietta 4C,"Public Service Commission, District 3",3,DEM,LINDY MILLER,314,23,202,89,0,0
Cobb,Marietta 5A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,359,37,261,55,6,0
Cobb,Marietta 5B,"Public Service Commission, District 3",3,DEM,LINDY MILLER,225,17,169,30,6,3
Cobb,Marietta 6A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,232,23,168,24,16,1
Cobb,Marietta 6B,"Public Service Commission, District 3",3,DEM,LINDY MILLER,438,22,358,33,25,0
Cobb,Marietta 7A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,279,24,195,41,16,3
Cobb,Mars Hill 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,190,19,138,7,25,1
Cobb,Mars Hill 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,253,16,173,5,57,2
Cobb,Mount Bethel 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,523,47,323,0,153,0
Cobb,Mount Bethel 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,387,33,225,0,129,0
Cobb,Mount Bethel 04,"Public Service Commission, District 3",3,DEM,LINDY MILLER,438,44,279,3,112,0
Cobb,North Cobb 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,243,10,176,3,53,1
Cobb,Nickajack 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,642,24,530,48,38,2
Cobb,Norton Park 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,503,34,404,57,7,1
Cobb,Nicholson 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,258,9,229,14,6,0
Cobb,Oakdale 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,556,35,441,60,20,0
Cobb,Oregon 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,179,4,134,40,1,0
Cobb,Oregon 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,817,49,525,234,8,1
Cobb,Oregon 03,"Public Service Commission, District 3",3,DEM,LINDY MILLER,502,44,316,136,4,2
Cobb,Oregon 04,"Public Service Commission, District 3",3,DEM,LINDY MILLER,718,54,475,184,4,1
Cobb,Oregon 05,"Public Service Commission, District 3",3,DEM,LINDY MILLER,537,29,371,131,4,2
Cobb,Pebblebrook 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,781,48,558,19,156,0
Cobb,Powers Ferry 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,398,29,296,13,59,1
Cobb,Pine Mountain 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,267,14,200,37,16,0
Cobb,Pine Mountain 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,248,15,197,32,4,0
Cobb,Post Oak 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,405,28,341,7,29,0
Cobb,Pope 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,395,25,312,7,50,1
Cobb,Palmer 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,270,16,233,13,8,0
Cobb,Powder Springs 1A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,694,45,513,118,15,3
Cobb,Powder Springs 2A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,499,35,366,89,6,3
Cobb,Powder Springs 3A,"Public Service Commission, District 3",3,DEM,LINDY MILLER,539,21,439,70,5,4
Cobb,Pitner 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,287,16,227,14,30,0
Cobb,Rocky Mount 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,406,16,365,3,22,0
Cobb,Riverside 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,251,11,190,7,41,2
Cobb,Roswell 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,744,41,546,8,147,2
Cobb,Roswell 02,"Public Service Commission, District 3",3,DEM,LINDY MILLER,457,32,335,7,82,1
Cobb,Sandy Plains 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,375,24,306,13,32,0
Cobb,Shallowford Falls 01,"Public Service Commission, District 3",3,DEM,LINDY MILLER,441,20,350,10,61,0
