county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,provisional,advance_in_person
Richmond,207,Secretary Of State,,REP,BRAD RAFFENSPERGER,99,6,64,0,29
Richmond,208,Secretary Of State,,REP,BRAD RAFFENSPERGER,153,11,107,1,34
Richmond,210,Secretary Of State,,REP,BRAD RAFFENSPERGER,89,8,51,0,30
Richmond,301,Secretary Of State,,REP,BRAD RAFFENSPERGER,1034,53,577,0,404
Richmond,302,Secretary Of State,,REP,BRAD RAFFENSPERGER,110,8,53,0,49
Richmond,303,Secretary Of State,,REP,BRAD RAFFENSPERGER,672,35,343,0,294
Richmond,304,Secretary Of State,,REP,BRAD RAFFENSPERGER,129,5,93,0,31
Richmond,305,Secretary Of State,,REP,BRAD RAFFENSPERGER,272,10,127,1,134
Richmond,306,Secretary Of State,,REP,BRAD RAFFENSPERGER,658,51,343,1,263
Richmond,307,Secretary Of State,,REP,BRAD RAFFENSPERGER,583,27,326,1,229
Richmond,308,Secretary Of State,,REP,BRAD RAFFENSPERGER,109,9,58,0,42
Richmond,309,Secretary Of State,,REP,BRAD RAFFENSPERGER,168,17,99,1,51
Richmond,310,Secretary Of State,,REP,BRAD RAFFENSPERGER,448,20,277,0,151
Richmond,401,Secretary Of State,,REP,BRAD RAFFENSPERGER,48,7,27,0,14
Richmond,402,Secretary Of State,,REP,BRAD RAFFENSPERGER,103,9,65,0,29
Richmond,404,Secretary Of State,,REP,BRAD RAFFENSPERGER,97,7,46,0,44
Richmond,405,Secretary Of State,,REP,BRAD RAFFENSPERGER,160,5,69,2,84
Richmond,406,Secretary Of State,,REP,BRAD RAFFENSPERGER,114,5,59,0,50
Richmond,501,Secretary Of State,,REP,BRAD RAFFENSPERGER,162,13,90,0,59
Richmond,502,Secretary Of State,,REP,BRAD RAFFENSPERGER,121,13,59,0,49
Richmond,503,Secretary Of State,,REP,BRAD RAFFENSPERGER,264,16,126,0,122
Richmond,504,Secretary Of State,,REP,BRAD RAFFENSPERGER,236,12,155,0,69
Richmond,506,Secretary Of State,,REP,BRAD RAFFENSPERGER,53,1,26,0,26
Richmond,507,Secretary Of State,,REP,BRAD RAFFENSPERGER,100,4,58,0,38
Richmond,509,Secretary Of State,,REP,BRAD RAFFENSPERGER,126,7,64,0,55
Richmond,601,Secretary Of State,,REP,BRAD RAFFENSPERGER,357,22,209,4,122
Richmond,603,Secretary Of State,,REP,BRAD RAFFENSPERGER,843,42,566,1,234
Richmond,604,Secretary Of State,,REP,BRAD RAFFENSPERGER,241,9,182,0,50
Richmond,605,Secretary Of State,,REP,BRAD RAFFENSPERGER,546,34,359,0,153
Richmond,607,Secretary Of State,,REP,BRAD RAFFENSPERGER,40,2,28,0,10
Richmond,608,Secretary Of State,,REP,BRAD RAFFENSPERGER,475,22,333,0,120
Richmond,701,Secretary Of State,,REP,BRAD RAFFENSPERGER,927,32,535,0,360
Richmond,702,Secretary Of State,,REP,BRAD RAFFENSPERGER,680,27,422,0,231
Richmond,703,Secretary Of State,,REP,BRAD RAFFENSPERGER,953,50,547,0,356
Richmond,705,Secretary Of State,,REP,BRAD RAFFENSPERGER,756,51,369,1,335
Richmond,706,Secretary Of State,,REP,BRAD RAFFENSPERGER,1198,51,402,0,745
Richmond,707,Secretary Of State,,REP,BRAD RAFFENSPERGER,393,28,206,0,159
Richmond,708,Secretary Of State,,REP,BRAD RAFFENSPERGER,129,6,43,0,80
Richmond,709,Secretary Of State,,REP,BRAD RAFFENSPERGER,170,5,86,0,79
Richmond,801,Secretary Of State,,REP,BRAD RAFFENSPERGER,172,1,151,1,19
Richmond,801B,Secretary Of State,,REP,BRAD RAFFENSPERGER,196,12,163,1,20
Richmond,802,Secretary Of State,,REP,BRAD RAFFENSPERGER,920,38,718,0,164
Richmond,803,Secretary Of State,,REP,BRAD RAFFENSPERGER,0,0,0,0,0
Richmond,804,Secretary Of State,,REP,BRAD RAFFENSPERGER,384,13,247,0,124
Richmond,804H,Secretary Of State,,REP,BRAD RAFFENSPERGER,769,40,563,0,166
Richmond,805,Secretary Of State,,REP,BRAD RAFFENSPERGER,114,3,75,0,36
Richmond,806,Secretary Of State,,REP,BRAD RAFFENSPERGER,390,10,279,0,101
Richmond,807,Secretary Of State,,REP,BRAD RAFFENSPERGER,150,7,88,2,53
Richmond,808,Secretary Of State,,REP,BRAD RAFFENSPERGER,658,23,439,1,195
Richmond,809,Secretary Of State,,REP,BRAD RAFFENSPERGER,19,0,10,0,9
Richmond,810,Secretary Of State,,REP,BRAD RAFFENSPERGER,139,4,77,0,58
Richmond,101,Secretary Of State,,DEM,JOHN BARROW,279,17,176,1,85
Richmond,102,Secretary Of State,,DEM,JOHN BARROW,523,72,293,0,158
Richmond,103,Secretary Of State,,DEM,JOHN BARROW,631,96,291,1,243
Richmond,104,Secretary Of State,,DEM,JOHN BARROW,1302,163,674,3,462
Richmond,105,Secretary Of State,,DEM,JOHN BARROW,345,38,176,1,130
Richmond,106,Secretary Of State,,DEM,JOHN BARROW,309,36,204,1,68
Richmond,107,Secretary Of State,,DEM,JOHN BARROW,609,68,320,1,220
Richmond,108,Secretary Of State,,DEM,JOHN BARROW,263,24,124,0,115
Richmond,109,Secretary Of State,,DEM,JOHN BARROW,461,44,217,3,197
Richmond,111,Secretary Of State,,DEM,JOHN BARROW,518,56,255,1,206
Richmond,112,Secretary Of State,,DEM,JOHN BARROW,260,54,99,0,107
Richmond,114,Secretary Of State,,DEM,JOHN BARROW,326,28,158,0,140
Richmond,115,Secretary Of State,,DEM,JOHN BARROW,100,7,66,0,27
Richmond,201,Secretary Of State,,DEM,JOHN BARROW,607,41,377,0,189
Richmond,202,Secretary Of State,,DEM,JOHN BARROW,1388,102,786,5,495
Richmond,203,Secretary Of State,,DEM,JOHN BARROW,447,44,283,0,120
Richmond,204,Secretary Of State,,DEM,JOHN BARROW,429,28,258,1,142
Richmond,207,Secretary Of State,,DEM,JOHN BARROW,991,116,528,2,345
Richmond,208,Secretary Of State,,DEM,JOHN BARROW,1032,87,608,3,334
Richmond,210,Secretary Of State,,DEM,JOHN BARROW,715,71,325,3,316
Richmond,301,Secretary Of State,,DEM,JOHN BARROW,633,52,311,1,269
Richmond,302,Secretary Of State,,DEM,JOHN BARROW,373,29,212,2,130
Richmond,303,Secretary Of State,,DEM,JOHN BARROW,284,27,136,0,121
Richmond,304,Secretary Of State,,DEM,JOHN BARROW,107,7,63,0,37
Richmond,305,Secretary Of State,,DEM,JOHN BARROW,83,3,35,0,45
Richmond,306,Secretary Of State,,DEM,JOHN BARROW,1332,107,591,5,629
Richmond,307,Secretary Of State,,DEM,JOHN BARROW,402,36,202,1,163
Richmond,308,Secretary Of State,,DEM,JOHN BARROW,169,19,82,1,67
Richmond,309,Secretary Of State,,DEM,JOHN BARROW,1649,131,601,1,916
Richmond,310,Secretary Of State,,DEM,JOHN BARROW,2046,183,819,1,1043
Richmond,401,Secretary Of State,,DEM,JOHN BARROW,1202,88,492,2,620
Richmond,402,Secretary Of State,,DEM,JOHN BARROW,1227,116,670,3,438
Richmond,404,Secretary Of State,,DEM,JOHN BARROW,861,73,397,2,389
Richmond,405,Secretary Of State,,DEM,JOHN BARROW,2283,164,766,2,1351
Richmond,406,Secretary Of State,,DEM,JOHN BARROW,1777,137,710,1,929
Richmond,501,Secretary Of State,,DEM,JOHN BARROW,1561,173,697,2,689
Richmond,502,Secretary Of State,,DEM,JOHN BARROW,1978,181,875,4,918
Richmond,503,Secretary Of State,,DEM,JOHN BARROW,1704,157,630,0,917
Richmond,504,Secretary Of State,,DEM,JOHN BARROW,673,53,373,1,246
Richmond,506,Secretary Of State,,DEM,JOHN BARROW,152,9,78,1,64
Richmond,507,Secretary Of State,,DEM,JOHN BARROW,371,33,187,0,151
Richmond,509,Secretary Of State,,DEM,JOHN BARROW,1055,76,449,0,530
Richmond,601,Secretary Of State,,DEM,JOHN BARROW,1249,89,628,3,529
Richmond,603,Secretary Of State,,DEM,JOHN BARROW,907,91,480,2,334
Richmond,604,Secretary Of State,,DEM,JOHN BARROW,644,42,367,3,232
Richmond,605,Secretary Of State,,DEM,JOHN BARROW,1213,89,613,4,507
Richmond,607,Secretary Of State,,DEM,JOHN BARROW,958,68,415,1,474
Richmond,608,Secretary Of State,,DEM,JOHN BARROW,324,19,179,0,126
Richmond,701,Secretary Of State,,DEM,JOHN BARROW,625,50,330,1,244
Richmond,702,Secretary Of State,,DEM,JOHN BARROW,454,20,262,1,171
Richmond,703,Secretary Of State,,DEM,JOHN BARROW,1281,91,655,5,530
Richmond,705,Secretary Of State,,DEM,JOHN BARROW,662,33,322,1,306
Richmond,706,Secretary Of State,,DEM,JOHN BARROW,854,63,301,0,490
Richmond,707,Secretary Of State,,DEM,JOHN BARROW,634,30,343,1,260
Richmond,708,Secretary Of State,,DEM,JOHN BARROW,70,2,33,0,35
Richmond,709,Secretary Of State,,DEM,JOHN BARROW,171,9,72,0,90
Richmond,801,Secretary Of State,,DEM,JOHN BARROW,104,7,72,0,25
Richmond,801B,Secretary Of State,,DEM,JOHN BARROW,84,8,59,0,17
Richmond,802,Secretary Of State,,DEM,JOHN BARROW,624,56,396,0,172
Richmond,803,Secretary Of State,,DEM,JOHN BARROW,21,0,14,0,7
Richmond,804,Secretary Of State,,DEM,JOHN BARROW,641,46,285,2,308
Richmond,804H,Secretary Of State,,DEM,JOHN BARROW,814,68,413,1,332
Richmond,805,Secretary Of State,,DEM,JOHN BARROW,291,13,162,3,113
Richmond,806,Secretary Of State,,DEM,JOHN BARROW,268,10,173,0,85
Richmond,807,Secretary Of State,,DEM,JOHN BARROW,556,44,275,0,237
Richmond,808,Secretary Of State,,DEM,JOHN BARROW,656,37,329,1,289
Richmond,809,Secretary Of State,,DEM,JOHN BARROW,483,26,156,1,300
Richmond,810,Secretary Of State,,DEM,JOHN BARROW,103,5,32,0,66
Richmond,101,Secretary Of State,,LIB,SMYTHE DUVAL,16,0,11,0,5
Richmond,102,Secretary Of State,,LIB,SMYTHE DUVAL,12,1,7,0,4
Richmond,103,Secretary Of State,,LIB,SMYTHE DUVAL,8,4,2,0,2
Richmond,104,Secretary Of State,,LIB,SMYTHE DUVAL,28,2,18,0,8
Richmond,105,Secretary Of State,,LIB,SMYTHE DUVAL,4,0,2,0,2
Richmond,106,Secretary Of State,,LIB,SMYTHE DUVAL,7,1,5,0,1
Richmond,107,Secretary Of State,,LIB,SMYTHE DUVAL,19,2,11,0,6
Richmond,108,Secretary Of State,,LIB,SMYTHE DUVAL,4,0,3,0,1
Richmond,109,Secretary Of State,,LIB,SMYTHE DUVAL,20,1,14,0,5
Richmond,111,Secretary Of State,,LIB,SMYTHE DUVAL,16,3,12,0,1
Richmond,112,Secretary Of State,,LIB,SMYTHE DUVAL,11,2,8,0,1
Richmond,114,Secretary Of State,,LIB,SMYTHE DUVAL,3,0,2,0,1
Richmond,115,Secretary Of State,,LIB,SMYTHE DUVAL,0,0,0,0,0
Richmond,201,Secretary Of State,,LIB,SMYTHE DUVAL,5,1,3,0,1
Richmond,202,Secretary Of State,,LIB,SMYTHE DUVAL,25,3,12,0,10
Richmond,203,Secretary Of State,,LIB,SMYTHE DUVAL,8,0,7,0,1
Richmond,204,Secretary Of State,,LIB,SMYTHE DUVAL,30,1,22,0,7
Richmond,207,Secretary Of State,,LIB,SMYTHE DUVAL,13,3,9,0,1
Richmond,208,Secretary Of State,,LIB,SMYTHE DUVAL,25,4,17,1,3
Richmond,210,Secretary Of State,,LIB,SMYTHE DUVAL,15,0,11,0,4
Richmond,301,Secretary Of State,,LIB,SMYTHE DUVAL,40,3,27,0,10
Richmond,302,Secretary Of State,,LIB,SMYTHE DUVAL,6,1,3,0,2
Richmond,303,Secretary Of State,,LIB,SMYTHE DUVAL,22,1,19,0,2
Richmond,304,Secretary Of State,,LIB,SMYTHE DUVAL,13,1,9,0,3
Richmond,305,Secretary Of State,,LIB,SMYTHE DUVAL,4,0,2,0,2
Richmond,306,Secretary Of State,,LIB,SMYTHE DUVAL,37,2,24,0,11
Richmond,307,Secretary Of State,,LIB,SMYTHE DUVAL,29,4,21,0,4
Richmond,308,Secretary Of State,,LIB,SMYTHE DUVAL,6,1,4,0,1
Richmond,309,Secretary Of State,,LIB,SMYTHE DUVAL,37,5,17,0,15
Richmond,310,Secretary Of State,,LIB,SMYTHE DUVAL,53,7,34,0,12
Richmond,401,Secretary Of State,,LIB,SMYTHE DUVAL,20,5,5,0,10
Richmond,402,Secretary Of State,,LIB,SMYTHE DUVAL,9,0,7,0,2
Richmond,404,Secretary Of State,,LIB,SMYTHE DUVAL,13,2,8,0,3
Richmond,405,Secretary Of State,,LIB,SMYTHE DUVAL,26,1,12,0,13
Richmond,406,Secretary Of State,,LIB,SMYTHE DUVAL,26,4,13,0,9
Richmond,501,Secretary Of State,,LIB,SMYTHE DUVAL,17,3,6,0,8
Richmond,502,Secretary Of State,,LIB,SMYTHE DUVAL,22,1,15,0,6
Richmond,503,Secretary Of State,,LIB,SMYTHE DUVAL,21,2,9,0,10
Richmond,504,Secretary Of State,,LIB,SMYTHE DUVAL,9,0,7,0,2
Richmond,506,Secretary Of State,,LIB,SMYTHE DUVAL,3,0,3,0,0
Richmond,507,Secretary Of State,,LIB,SMYTHE DUVAL,11,1,2,0,8
Richmond,509,Secretary Of State,,LIB,SMYTHE DUVAL,17,4,8,0,5
Richmond,601,Secretary Of State,,LIB,SMYTHE DUVAL,32,5,10,0,17
Richmond,603,Secretary Of State,,LIB,SMYTHE DUVAL,37,4,22,0,11
Richmond,604,Secretary Of State,,LIB,SMYTHE DUVAL,12,4,6,0,2
Richmond,605,Secretary Of State,,LIB,SMYTHE DUVAL,31,1,20,0,10
Richmond,607,Secretary Of State,,LIB,SMYTHE DUVAL,17,0,14,0,3
Richmond,608,Secretary Of State,,LIB,SMYTHE DUVAL,11,0,10,0,1
Richmond,701,Secretary Of State,,LIB,SMYTHE DUVAL,36,2,24,0,10
Richmond,702,Secretary Of State,,LIB,SMYTHE DUVAL,36,1,27,1,7
Richmond,703,Secretary Of State,,LIB,SMYTHE DUVAL,66,1,42,0,23
Richmond,705,Secretary Of State,,LIB,SMYTHE DUVAL,36,2,22,0,12
Richmond,706,Secretary Of State,,LIB,SMYTHE DUVAL,44,3,26,0,15
Richmond,707,Secretary Of State,,LIB,SMYTHE DUVAL,32,1,25,0,6
Richmond,708,Secretary Of State,,LIB,SMYTHE DUVAL,3,0,3,0,0
Richmond,709,Secretary Of State,,LIB,SMYTHE DUVAL,15,1,9,0,5
Richmond,801,Secretary Of State,,LIB,SMYTHE DUVAL,1,0,1,0,0
Richmond,801B,Secretary Of State,,LIB,SMYTHE DUVAL,2,0,2,0,0
Richmond,802,Secretary Of State,,LIB,SMYTHE DUVAL,14,1,10,0,3
Richmond,803,Secretary Of State,,LIB,SMYTHE DUVAL,1,0,1,0,0
Richmond,804,Secretary Of State,,LIB,SMYTHE DUVAL,13,2,5,0,6
Richmond,804H,Secretary Of State,,LIB,SMYTHE DUVAL,20,3,12,0,5
Richmond,805,Secretary Of State,,LIB,SMYTHE DUVAL,4,0,4,0,0
Richmond,806,Secretary Of State,,LIB,SMYTHE DUVAL,12,2,10,0,0
Richmond,807,Secretary Of State,,LIB,SMYTHE DUVAL,7,0,5,0,2
Richmond,808,Secretary Of State,,LIB,SMYTHE DUVAL,14,0,11,0,3
Richmond,809,Secretary Of State,,LIB,SMYTHE DUVAL,10,0,7,0,3
Richmond,810,Secretary Of State,,LIB,SMYTHE DUVAL,5,0,1,0,4
Richmond,101,Attorney General,,(REP,CHRIS CARR,262,23,171,0,68
Richmond,102,Attorney General,,(REP,CHRIS CARR,156,15,91,1,49
Richmond,103,Attorney General,,(REP,CHRIS CARR,26,4,14,0,8
Richmond,104,Attorney General,,(REP,CHRIS CARR,86,13,42,0,31
Richmond,105,Attorney General,,(REP,CHRIS CARR,20,1,12,0,7
Richmond,106,Attorney General,,(REP,CHRIS CARR,103,4,69,0,30
Richmond,107,Attorney General,,(REP,CHRIS CARR,541,30,336,0,175
Richmond,108,Attorney General,,(REP,CHRIS CARR,30,2,27,0,1
Richmond,109,Attorney General,,(REP,CHRIS CARR,101,3,59,0,39
Richmond,111,Attorney General,,(REP,CHRIS CARR,115,9,67,0,39
Richmond,112,Attorney General,,(REP,CHRIS CARR,142,37,40,0,65
Richmond,114,Attorney General,,(REP,CHRIS CARR,46,5,29,0,12
Richmond,115,Attorney General,,(REP,CHRIS CARR,84,3,69,0,12
Richmond,201,Attorney General,,(REP,CHRIS CARR,27,2,17,0,8
Richmond,202,Attorney General,,(REP,CHRIS CARR,559,47,348,0,164
Richmond,203,Attorney General,,(REP,CHRIS CARR,9,0,8,0,1
Richmond,204,Attorney General,,(REP,CHRIS CARR,429,22,292,0,115
Richmond,207,Attorney General,,(REP,CHRIS CARR,118,9,74,0,35
Richmond,208,Attorney General,,(REP,CHRIS CARR,188,12,130,1,45
Richmond,210,Attorney General,,(REP,CHRIS CARR,97,9,53,0,35
Richmond,301,Attorney General,,(REP,CHRIS CARR,1119,56,629,0,434
Richmond,302,Attorney General,,(REP,CHRIS CARR,129,13,60,0,56
Richmond,303,Attorney General,,(REP,CHRIS CARR,727,41,374,0,312
Richmond,304,Attorney General,,(REP,CHRIS CARR,148,5,107,0,36
Richmond,305,Attorney General,,(REP,CHRIS CARR,285,11,131,0,143
Richmond,306,Attorney General,,(REP,CHRIS CARR,709,58,372,1,278
Richmond,307,Attorney General,,(REP,CHRIS CARR,660,32,374,1,253
Richmond,308,Attorney General,,(REP,CHRIS CARR,125,12,64,0,49
Richmond,309,Attorney General,,(REP,CHRIS CARR,214,22,123,1,68
Richmond,310,Attorney General,,(REP,CHRIS CARR,507,24,315,0,168
Richmond,401,Attorney General,,(REP,CHRIS CARR,75,11,37,0,27
Richmond,402,Attorney General,,(REP,CHRIS CARR,130,12,85,0,33
Richmond,404,Attorney General,,(REP,CHRIS CARR,111,9,51,0,51
Richmond,405,Attorney General,,(REP,CHRIS CARR,195,4,86,2,103
Richmond,406,Attorney General,,(REP,CHRIS CARR,144,8,69,0,67
Richmond,501,Attorney General,,(REP,CHRIS CARR,193,19,103,0,71
Richmond,502,Attorney General,,(REP,CHRIS CARR,156,15,81,0,60
Richmond,503,Attorney General,,(REP,CHRIS CARR,297,20,143,0,134
Richmond,504,Attorney General,,(REP,CHRIS CARR,265,13,173,0,79
Richmond,506,Attorney General,,(REP,CHRIS CARR,53,1,28,0,24
Richmond,507,Attorney General,,(REP,CHRIS CARR,111,4,59,0,48
Richmond,509,Attorney General,,(REP,CHRIS CARR,139,9,71,0,59
Richmond,601,Attorney General,,(REP,CHRIS CARR,397,23,225,3,146
Richmond,603,Attorney General,,(REP,CHRIS CARR,899,47,601,1,250
Richmond,604,Attorney General,,(REP,CHRIS CARR,275,11,206,0,58
Richmond,605,Attorney General,,(REP,CHRIS CARR,601,35,393,0,173
Richmond,607,Attorney General,,(REP,CHRIS CARR,53,2,36,0,15
Richmond,608,Attorney General,,(REP,CHRIS CARR,501,23,346,0,132
Richmond,701,Attorney General,,(REP,CHRIS CARR,1001,39,592,0,370
Richmond,702,Attorney General,,(REP,CHRIS CARR,749,28,471,0,250
Richmond,703,Attorney General,,(REP,CHRIS CARR,1039,55,599,0,385
Richmond,705,Attorney General,,(REP,CHRIS CARR,830,50,418,1,361
Richmond,706,Attorney General,,(REP,CHRIS CARR,1293,52,447,0,794
Richmond,707,Attorney General,,(REP,CHRIS CARR,416,28,219,0,169
Richmond,708,Attorney General,,(REP,CHRIS CARR,140,7,48,0,85
Richmond,709,Attorney General,,(REP,CHRIS CARR,192,6,98,0,88
Richmond,801,Attorney General,,(REP,CHRIS CARR,185,1,163,1,20
Richmond,801B,Attorney General,,(REP,CHRIS CARR,201,12,167,1,21
Richmond,802,Attorney General,,(REP,CHRIS CARR,992,38,778,0,176
Richmond,803,Attorney General,,(REP,CHRIS CARR,2,0,2,0,0
Richmond,804,Attorney General,,(REP,CHRIS CARR,416,16,262,0,138
Richmond,804H,Attorney General,,(REP,CHRIS CARR,841,47,601,0,193
Richmond,805,Attorney General,,(REP,CHRIS CARR,128,3,82,0,43
Richmond,806,Attorney General,,(REP,CHRIS CARR,421,11,307,0,103
Richmond,807,Attorney General,,(REP,CHRIS CARR,168,10,95,2,61
Richmond,808,Attorney General,,(REP,CHRIS CARR,706,24,475,1,206
Richmond,809,Attorney General,,(REP,CHRIS CARR,22,0,11,0,11
Richmond,810,Attorney General,,(REP,CHRIS CARR,146,4,80,0,62
Richmond,101,Attorney General,,DEM,CHARLIE BAILEY,266,14,164,1,87
Richmond,102,Attorney General,,DEM,CHARLIE BAILEY,505,73,281,0,151
Richmond,103,Attorney General,,DEM,CHARLIE BAILEY,626,99,283,1,243
Richmond,104,Attorney General,,DEM,CHARLIE BAILEY,1279,165,661,3,450
Richmond,105,Attorney General,,DEM,CHARLIE BAILEY,338,38,175,1,124
Richmond,106,Attorney General,,DEM,CHARLIE BAILEY,307,37,202,1,67
Richmond,107,Attorney General,,DEM,CHARLIE BAILEY,557,66,284,1,206
Richmond,108,Attorney General,,DEM,CHARLIE BAILEY,259,24,120,0,115
Richmond,109,Attorney General,,DEM,CHARLIE BAILEY,448,44,213,4,187
Richmond,111,Attorney General,,DEM,CHARLIE BAILEY,516,59,253,1,203
Richmond,112,Attorney General,,DEM,CHARLIE BAILEY,247,52,95,0,100
Richmond,114,Attorney General,,DEM,CHARLIE BAILEY,312,29,147,0,136
Richmond,115,Attorney General,,DEM,CHARLIE BAILEY,94,6,60,0,28
Richmond,201,Attorney General,,DEM,CHARLIE BAILEY,598,39,373,0,186
Richmond,202,Attorney General,,DEM,CHARLIE BAILEY,1323,96,742,5,480
Richmond,203,Attorney General,,DEM,CHARLIE BAILEY,443,43,279,0,121
Richmond,204,Attorney General,,DEM,CHARLIE BAILEY,410,24,251,1,134
Richmond,207,Attorney General,,DEM,CHARLIE BAILEY,962,114,515,2,331
Richmond,208,Attorney General,,DEM,CHARLIE BAILEY,999,88,587,4,320
Richmond,210,Attorney General,,DEM,CHARLIE BAILEY,707,68,326,3,310
Richmond,301,Attorney General,,DEM,CHARLIE BAILEY,573,52,273,1,247
Richmond,302,Attorney General,,DEM,CHARLIE BAILEY,357,25,207,1,124
Richmond,303,Attorney General,,DEM,CHARLIE BAILEY,228,18,108,0,102
Richmond,304,Attorney General,,DEM,CHARLIE BAILEY,100,8,57,0,35
Richmond,305,Attorney General,,DEM,CHARLIE BAILEY,68,3,30,0,35
Richmond,306,Attorney General,,DEM,CHARLIE BAILEY,1303,101,578,5,619
Richmond,307,Attorney General,,DEM,CHARLIE BAILEY,346,33,173,1,139
Richmond,308,Attorney General,,DEM,CHARLIE BAILEY,161,17,82,1,61
Richmond,309,Attorney General,,DEM,CHARLIE BAILEY,1635,130,592,1,912
Richmond,310,Attorney General,,DEM,CHARLIE BAILEY,2010,181,799,1,1029
Richmond,401,Attorney General,,DEM,CHARLIE BAILEY,1188,91,480,2,615
Richmond,402,Attorney General,,DEM,CHARLIE BAILEY,1195,111,650,3,431
Richmond,404,Attorney General,,DEM,CHARLIE BAILEY,852,73,397,2,380
Richmond,405,Attorney General,,DEM,CHARLIE BAILEY,2246,162,751,2,1331
Richmond,406,Attorney General,,DEM,CHARLIE BAILEY,1765,137,704,1,923
Richmond,501,Attorney General,,DEM,CHARLIE BAILEY,1522,168,679,2,673
Richmond,502,Attorney General,,DEM,CHARLIE BAILEY,1940,175,852,4,909
Richmond,503,Attorney General,,DEM,CHARLIE BAILEY,1656,151,606,1,898
Richmond,504,Attorney General,,DEM,CHARLIE BAILEY,636,51,350,0,235
Richmond,506,Attorney General,,DEM,CHARLIE BAILEY,152,9,77,1,65
Richmond,507,Attorney General,,DEM,CHARLIE BAILEY,368,33,185,0,150
Richmond,509,Attorney General,,DEM,CHARLIE BAILEY,1049,75,448,0,526
Richmond,601,Attorney General,,DEM,CHARLIE BAILEY,1221,91,615,3,512
Richmond,603,Attorney General,,DEM,CHARLIE BAILEY,867,91,451,2,323
Richmond,604,Attorney General,,DEM,CHARLIE BAILEY,615,44,345,3,223
Richmond,605,Attorney General,,DEM,CHARLIE BAILEY,1160,83,582,3,492
Richmond,607,Attorney General,,DEM,CHARLIE BAILEY,949,68,413,1,467
Richmond,608,Attorney General,,DEM,CHARLIE BAILEY,299,18,167,0,114
Richmond,701,Attorney General,,DEM,CHARLIE BAILEY,566,45,285,1,235
Richmond,702,Attorney General,,DEM,CHARLIE BAILEY,406,20,233,1,152
Richmond,703,Attorney General,,DEM,CHARLIE BAILEY,1242,86,633,5,518
Richmond,705,Attorney General,,DEM,CHARLIE BAILEY,620,36,293,1,290
Richmond,706,Attorney General,,DEM,CHARLIE BAILEY,781,63,272,0,446
Richmond,707,Attorney General,,DEM,CHARLIE BAILEY,640,32,353,1,254
Richmond,708,Attorney General,,DEM,CHARLIE BAILEY,59,1,29,0,29
Richmond,709,Attorney General,,DEM,CHARLIE BAILEY,161,9,69,0,83
Richmond,801,Attorney General,,DEM,CHARLIE BAILEY,87,7,56,0,24
Richmond,801B,Attorney General,,DEM,CHARLIE BAILEY,73,8,50,0,15
Richmond,802,Attorney General,,DEM,CHARLIE BAILEY,549,55,332,0,162
Richmond,803,Attorney General,,DEM,CHARLIE BAILEY,19,0,12,0,7
Richmond,804,Attorney General,,DEM,CHARLIE BAILEY,609,45,268,2,294
Richmond,804H,Attorney General,,DEM,CHARLIE BAILEY,740,64,370,1,305
Richmond,805,Attorney General,,DEM,CHARLIE BAILEY,281,13,158,3,107
Richmond,806,Attorney General,,DEM,CHARLIE BAILEY,239,11,147,0,81
Richmond,807,Attorney General,,DEM,CHARLIE BAILEY,535,42,264,0,229
Richmond,808,Attorney General,,DEM,CHARLIE BAILEY,608,34,297,1,276
Richmond,809,Attorney General,,DEM,CHARLIE BAILEY,489,28,161,1,299
Richmond,810,Attorney General,,DEM,CHARLIE BAILEY,100,5,29,0,66
Richmond,101,Commissioner Of Agriculture,,(REP,GARY BLACK,281,25,180,0,76
Richmond,102,Commissioner Of Agriculture,,(REP,GARY BLACK,172,16,100,1,55
Richmond,103,Commissioner Of Agriculture,,(REP,GARY BLACK,35,6,15,0,14
Richmond,104,Commissioner Of Agriculture,,(REP,GARY BLACK,97,14,49,0,34
Richmond,105,Commissioner Of Agriculture,,(REP,GARY BLACK,17,0,12,0,5
Richmond,106,Commissioner Of Agriculture,,(REP,GARY BLACK,113,5,78,0,30
Richmond,107,Commissioner Of Agriculture,,(REP,GARY BLACK,556,33,345,0,178
Richmond,108,Commissioner Of Agriculture,,(REP,GARY BLACK,36,2,31,0,3
Richmond,109,Commissioner Of Agriculture,,(REP,GARY BLACK,119,5,69,0,45
Richmond,111,Commissioner Of Agriculture,,(REP,GARY BLACK,127,10,71,0,46
Richmond,112,Commissioner Of Agriculture,,(REP,GARY BLACK,152,41,46,0,65
Richmond,114,Commissioner Of Agriculture,,(REP,GARY BLACK,41,6,22,0,13
Richmond,115,Commissioner Of Agriculture,,(REP,GARY BLACK,87,2,71,0,14
Richmond,201,Commissioner Of Agriculture,,(REP,GARY BLACK,27,2,16,0,9
Richmond,202,Commissioner Of Agriculture,,(REP,GARY BLACK,583,45,362,0,176
Richmond,203,Commissioner Of Agriculture,,(REP,GARY BLACK,16,1,11,0,4
Richmond,204,Commissioner Of Agriculture,,(REP,GARY BLACK,436,22,297,0,117
Richmond,207,Commissioner Of Agriculture,,(REP,GARY BLACK,136,13,84,0,39
Richmond,208,Commissioner Of Agriculture,,(REP,GARY BLACK,199,16,138,1,44
Richmond,210,Commissioner Of Agriculture,,(REP,GARY BLACK,108,9,60,0,39
Richmond,301,Commissioner Of Agriculture,,(REP,GARY BLACK,1150,58,654,0,438
