county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person
Gwinnett,DUNCANS D,State School Superintendent,,(REP,RICHARD WOODS,2654,126,8,1259,101,1160
Gwinnett,PINCKNEYVILLE H,State School Superintendent,,(REP,RICHARD WOODS,1349,77,7,737,32,496
Gwinnett,BAYCREEK B,State School Superintendent,,(REP,RICHARD WOODS,1058,50,3,596,397,12
Gwinnett,LAWRENCEVILLE C,State School Superintendent,,(REP,RICHARD WOODS,993,47,4,554,188,200
Gwinnett,MARTINS D,State School Superintendent,,(REP,RICHARD WOODS,190,24,2,111,14,39
Gwinnett,ROCKBRIDGE B,State School Superintendent,,(REP,RICHARD WOODS,548,30,0,270,221,27
Gwinnett,GARNERS B,State School Superintendent,,(REP,RICHARD WOODS,689,64,2,250,118,255
Gwinnett,CATES F,State School Superintendent,,(REP,RICHARD WOODS,737,37,2,467,206,25
Gwinnett,CATES G,State School Superintendent,,(REP,RICHARD WOODS,1148,67,4,608,395,74
Gwinnett,DULUTH B,State School Superintendent,,(REP,RICHARD WOODS,1008,72,4,523,104,305
Gwinnett,GARNERS C,State School Superintendent,,(REP,RICHARD WOODS,531,18,1,288,14,210
Gwinnett,PINCKNEYVILLE I,State School Superintendent,,(REP,RICHARD WOODS,322,29,2,193,18,80
Gwinnett,PINCKNEYVILLE J,State School Superintendent,,(REP,RICHARD WOODS,175,21,3,86,4,61
Gwinnett,BERKSHIRE G,State School Superintendent,,(REP,RICHARD WOODS,809,48,3,365,11,382
Gwinnett,CATES H,State School Superintendent,,(REP,RICHARD WOODS,638,51,1,311,260,15
Gwinnett,SUGAR HILL C,State School Superintendent,,(REP,RICHARD WOODS,1800,92,16,1083,327,282
Gwinnett,SUGAR HILL D,State School Superintendent,,(REP,RICHARD WOODS,1420,67,17,738,102,496
Gwinnett,DULUTH C,State School Superintendent,,(REP,RICHARD WOODS,630,49,1,353,21,206
Gwinnett,DULUTH D,State School Superintendent,,(REP,RICHARD WOODS,930,80,7,429,71,343
Gwinnett,PINCKNEYVILLE K,State School Superintendent,,(REP,RICHARD WOODS,335,31,2,204,24,74
Gwinnett,PINCKNEYVILLE N,State School Superintendent,,(REP,RICHARD WOODS,286,10,3,188,9,76
Gwinnett,LAWRENCEVILLE D,State School Superintendent,,(REP,RICHARD WOODS,492,21,6,262,184,19
Gwinnett,LAWRENCEVILLE E,State School Superintendent,,(REP,RICHARD WOODS,763,56,2,346,346,13
Gwinnett,PINCKNEYVILLE L,State School Superintendent,,(REP,RICHARD WOODS,1109,86,2,780,29,212
Gwinnett,PINCKNEYVILLE M,State School Superintendent,,(REP,RICHARD WOODS,1249,104,4,835,12,294
Gwinnett,GARNERS D,State School Superintendent,,(REP,RICHARD WOODS,501,25,1,234,67,174
Gwinnett,BERKSHIRE H,State School Superintendent,,(REP,RICHARD WOODS,301,28,1,168,6,98
Gwinnett,PINCKNEYVILLE O,State School Superintendent,,(REP,RICHARD WOODS,347,21,7,178,4,137
Gwinnett,PUCKETTS E,State School Superintendent,,(REP,RICHARD WOODS,1377,84,14,591,58,630
Gwinnett,CATES I,State School Superintendent,,(REP,RICHARD WOODS,1079,65,2,646,276,90
Gwinnett,CATES J,State School Superintendent,,(REP,RICHARD WOODS,860,46,6,517,65,226
Gwinnett,GOODWINS B,State School Superintendent,,(REP,RICHARD WOODS,1345,86,5,741,387,126
Gwinnett,LAWRENCEVILLE F,State School Superintendent,,(REP,RICHARD WOODS,534,28,4,264,218,20
Gwinnett,MARTINS E,State School Superintendent,,(REP,RICHARD WOODS,251,33,7,138,24,49
Gwinnett,PINCKNEYVILLE P,State School Superintendent,,(REP,RICHARD WOODS,628,57,5,458,14,94
Gwinnett,PINCKNEYVILLE Q,State School Superintendent,,(REP,RICHARD WOODS,128,0,1,94,3,30
Gwinnett,ROCKBRIDGE C,State School Superintendent,,(REP,RICHARD WOODS,587,43,1,272,222,49
Gwinnett,ROCKBRIDGE D,State School Superintendent,,(REP,RICHARD WOODS,576,37,5,238,291,5
Gwinnett,GOODWINS C,State School Superintendent,,(REP,RICHARD WOODS,996,84,5,528,307,72
Gwinnett,BAYCREEK K,State School Superintendent,,(REP,RICHARD WOODS,1110,76,4,466,543,21
Gwinnett,CATES K,State School Superintendent,,(REP,RICHARD WOODS,916,40,1,575,239,61
Gwinnett,BAYCREEK C,State School Superintendent,,(REP,RICHARD WOODS,1486,78,4,784,571,49
Gwinnett,CATES L,State School Superintendent,,(REP,RICHARD WOODS,999,56,1,516,415,11
Gwinnett,DULUTH E,State School Superintendent,,(REP,RICHARD WOODS,752,51,4,381,33,283
Gwinnett,GOODWINS D,State School Superintendent,,(REP,RICHARD WOODS,1094,63,7,642,343,39
Gwinnett,LAWRENCEVILLE G,State School Superintendent,,(REP,RICHARD WOODS,416,27,5,239,142,3
Gwinnett,LAWRENCEVILLE H,State School Superintendent,,(REP,RICHARD WOODS,1290,88,5,662,398,137
Gwinnett,MARTINS F,State School Superintendent,,(REP,RICHARD WOODS,297,19,4,189,23,62
Gwinnett,PINCKNEYVILLE S,State School Superintendent,,(REP,RICHARD WOODS,580,66,3,331,23,157
Gwinnett,ROCKBRIDGE E,State School Superintendent,,(REP,RICHARD WOODS,543,18,4,318,142,61
Gwinnett,SUGAR HILL E,State School Superintendent,,(REP,RICHARD WOODS,1103,58,15,593,318,119
Gwinnett,LAWRENCEVILLE I,State School Superintendent,,(REP,RICHARD WOODS,696,45,2,381,205,63
Gwinnett,BAYCREEK D,State School Superintendent,,(REP,RICHARD WOODS,1341,64,5,686,565,21
Gwinnett,BERKSHIRE J,State School Superintendent,,(REP,RICHARD WOODS,1037,52,3,509,34,439
Gwinnett,CATES M,State School Superintendent,,(REP,RICHARD WOODS,1528,84,4,818,548,74
Gwinnett,CATES N,State School Superintendent,,(REP,RICHARD WOODS,1068,73,2,551,427,15
Gwinnett,DULUTH F,State School Superintendent,,(REP,RICHARD WOODS,543,61,5,293,90,94
Gwinnett,DULUTH G,State School Superintendent,,(REP,RICHARD WOODS,985,63,4,551,213,154
Gwinnett,GOODWINS E,State School Superintendent,,(REP,RICHARD WOODS,1382,82,3,811,438,48
Gwinnett,GOODWINS F,State School Superintendent,,(REP,RICHARD WOODS,763,52,4,421,258,28
Gwinnett,PINCKNEYVILLE T,State School Superintendent,,(REP,RICHARD WOODS,613,72,3,363,16,159
Gwinnett,SUWANEE B,State School Superintendent,,(REP,RICHARD WOODS,1407,52,4,500,842,9
Gwinnett,PINCKNEYVILLE U,State School Superintendent,,(REP,RICHARD WOODS,506,29,1,375,15,86
Gwinnett,PUCKETTS B,State School Superintendent,,(REP,RICHARD WOODS,1186,47,8,541,43,547
Gwinnett,BERKSHIRE L,State School Superintendent,,(REP,RICHARD WOODS,405,36,2,242,44,81
Gwinnett,ROCKBRIDGE F,State School Superintendent,,(REP,RICHARD WOODS,656,52,2,200,396,6
Gwinnett,SUGAR HILL F,State School Superintendent,,(REP,RICHARD WOODS,1299,52,6,782,408,51
Gwinnett,SUWANEE C,State School Superintendent,,(REP,RICHARD WOODS,1542,89,19,726,659,49
Gwinnett,CATES O,State School Superintendent,,(REP,RICHARD WOODS,468,22,0,290,58,98
Gwinnett,BAYCREEK E,State School Superintendent,,(REP,RICHARD WOODS,744,39,1,451,242,11
Gwinnett,BERKSHIRE M,State School Superintendent,,(REP,RICHARD WOODS,626,31,1,333,23,238
Gwinnett,MARTINS G,State School Superintendent,,(REP,RICHARD WOODS,324,25,2,214,79,4
Gwinnett,DULUTH H,State School Superintendent,,(REP,RICHARD WOODS,779,91,4,361,58,265
Gwinnett,BERKSHIRE N,State School Superintendent,,(REP,RICHARD WOODS,1188,72,3,387,29,697
Gwinnett,PINCKNEYVILLE V,State School Superintendent,,(REP,RICHARD WOODS,309,22,6,169,6,106
Gwinnett,PINCKNEYVILLE W,State School Superintendent,,(REP,RICHARD WOODS,932,59,6,566,23,278
Gwinnett,MARTINS H,State School Superintendent,,(REP,RICHARD WOODS,827,84,2,445,243,53
Gwinnett,MARTINS I,State School Superintendent,,(REP,RICHARD WOODS,414,54,2,236,62,60
Gwinnett,MARTINS J,State School Superintendent,,(REP,RICHARD WOODS,328,19,0,201,57,51
Gwinnett,GARNERS F,State School Superintendent,,(REP,RICHARD WOODS,511,15,2,246,3,245
Gwinnett,BERKSHIRE O,State School Superintendent,,(REP,RICHARD WOODS,951,68,5,509,80,289
Gwinnett,BERKSHIRE P,State School Superintendent,,(REP,RICHARD WOODS,262,20,2,160,22,58
Gwinnett,PINCKNEYVILLE X,State School Superintendent,,(REP,RICHARD WOODS,1088,99,2,601,33,353
Gwinnett,ROCKBRIDGE G,State School Superintendent,,(REP,RICHARD WOODS,646,47,4,270,287,38
Gwinnett,PINCKNEYVILLE Y,State School Superintendent,,(REP,RICHARD WOODS,270,14,3,160,19,74
Gwinnett,GOODWINS G,State School Superintendent,,(REP,RICHARD WOODS,378,18,3,238,105,14
Gwinnett,PINCKNEYVILLE Z,State School Superintendent,,(REP,RICHARD WOODS,890,50,2,625,22,191
Gwinnett,PINCKNEYVILLE A1,State School Superintendent,,(REP,RICHARD WOODS,1225,95,4,825,24,277
Gwinnett,LAWRENCEVILLE J,State School Superintendent,,(REP,RICHARD WOODS,388,20,1,258,97,12
Gwinnett,GOODWINS H,State School Superintendent,,(REP,RICHARD WOODS,778,49,5,464,238,22
Gwinnett,DUNCANS B,State School Superintendent,,(REP,RICHARD WOODS,2158,92,4,1171,61,830
Gwinnett,SUWANEE D,State School Superintendent,,(REP,RICHARD WOODS,1889,89,8,975,771,46
Gwinnett,SUWANEE E,State School Superintendent,,(REP,RICHARD WOODS,1641,91,14,724,791,21
Gwinnett,LAWRENCEVILLE K,State School Superintendent,,(REP,RICHARD WOODS,934,53,1,549,229,102
Gwinnett,HARBINS B,State School Superintendent,,(REP,RICHARD WOODS,1554,48,2,573,62,869
Gwinnett,BAYCREEK F,State School Superintendent,,(REP,RICHARD WOODS,905,62,1,493,334,15
Gwinnett,PUCKETTS C,State School Superintendent,,(REP,RICHARD WOODS,1100,56,9,545,32,458
Gwinnett,HOG MOUNTAIN C,State School Superintendent,,(REP,RICHARD WOODS,1286,41,4,750,121,370
Gwinnett,ROCKYCREEK B,State School Superintendent,,(REP,RICHARD WOODS,1662,52,2,826,110,672
Gwinnett,DULUTH I,State School Superintendent,,(REP,RICHARD WOODS,1511,154,4,726,406,221
Gwinnett,MARTINS K,State School Superintendent,,(REP,RICHARD WOODS,588,59,4,356,139,30
Gwinnett,SUWANEE H,State School Superintendent,,(REP,RICHARD WOODS,1688,104,17,741,796,30
Gwinnett,SUGAR HILL G,State School Superintendent,,(REP,RICHARD WOODS,1138,46,11,645,370,66
Gwinnett,SUWANEE F,State School Superintendent,,(REP,RICHARD WOODS,1174,53,7,643,446,25
Gwinnett,LAWRENCEVILLE L,State School Superintendent,,(REP,RICHARD WOODS,1140,89,5,591,434,21
Gwinnett,LAWRENCEVILLE M,State School Superintendent,,(REP,RICHARD WOODS,686,39,4,364,220,59
Gwinnett,BAYCREEK G,State School Superintendent,,(REP,RICHARD WOODS,1193,66,2,691,416,18
Gwinnett,BAYCREEK H,State School Superintendent,,(REP,RICHARD WOODS,1876,97,2,991,731,55
Gwinnett,BAYCREEK I,State School Superintendent,,(REP,RICHARD WOODS,1190,70,5,551,543,21
Gwinnett,BERKSHIRE Q,State School Superintendent,,(REP,RICHARD WOODS,568,34,3,308,16,207
Gwinnett,GOODWINS I,State School Superintendent,,(REP,RICHARD WOODS,849,63,2,526,236,22
Gwinnett,DULUTH K,State School Superintendent,,(REP,RICHARD WOODS,214,13,3,118,6,74
Gwinnett,HARBINS C,State School Superintendent,,(REP,RICHARD WOODS,1016,42,3,681,120,170
Gwinnett,ROCKYCREEK C,State School Superintendent,,(REP,RICHARD WOODS,1646,67,4,757,87,731
Gwinnett,LAWRENCEVILLE N,State School Superintendent,,(REP,RICHARD WOODS,549,39,6,303,197,4
Gwinnett,PUCKETTS D,State School Superintendent,,(REP,RICHARD WOODS,1331,79,9,578,55,610
Gwinnett,SUWANEE G,State School Superintendent,,(REP,RICHARD WOODS,1068,52,6,638,337,35
Gwinnett,BAYCREEK J,State School Superintendent,,(REP,RICHARD WOODS,877,47,2,466,347,15
Gwinnett,HARBINS A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1758,118,12,693,473,462
Gwinnett,ROCKBRIDGE A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1766,105,49,652,871,89
Gwinnett,DACULA,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1485,99,5,617,175,589
Gwinnett,SUWANEE A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",420,15,5,170,207,23
Gwinnett,BAYCREEK A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",748,46,10,316,359,17
Gwinnett,GOODWINS A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1192,71,12,642,391,76
Gwinnett,DULUTH A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1524,137,7,617,273,490
Gwinnett,DUNCANS A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",852,54,7,355,68,368
Gwinnett,PUCKETTS A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",940,72,1,342,22,503
Gwinnett,CATES A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",538,59,2,212,258,7
Gwinnett,BERKSHIRE A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",752,66,10,396,32,248
Gwinnett,BERKSHIRE B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1914,115,21,669,56,1053
Gwinnett,DUNCANS C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",499,26,2,213,36,222
Gwinnett,GARNERS A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",884,50,5,356,62,411
Gwinnett,LAWRENCEVILLE A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",846,67,4,384,381,10
Gwinnett,LAWRENCEVILLE B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1792,121,8,617,1011,35
Gwinnett,MARTINS A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1184,81,10,634,257,202
Gwinnett,MARTINS B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",997,61,16,543,300,77
Gwinnett,MARTINS C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",778,40,8,471,145,114
Gwinnett,PINCKNEYVILLE A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1000,64,12,538,52,334
Gwinnett,PINCKNEYVILLE B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1079,82,28,493,22,454
Gwinnett,PINCKNEYVILLE C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",588,57,3,339,20,169
Gwinnett,PINCKNEYVILLE D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",706,47,14,395,33,217
Gwinnett,SUGAR HILL A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",876,75,9,392,107,293
Gwinnett,SUGAR HILL B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1156,78,5,605,263,205
Gwinnett,HOG MOUNTAIN A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1442,104,15,717,377,229
Gwinnett,HOG MOUNTAIN B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1086,81,5,498,186,316
Gwinnett,ROCKYCREEK A,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1323,63,3,584,111,562
Gwinnett,CATES B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",355,25,0,181,82,67
Gwinnett,CATES C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1018,48,7,432,514,17
Gwinnett,HOG MOUNTAIN D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",707,64,3,357,167,116
Gwinnett,BERKSHIRE D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",838,70,6,358,44,360
Gwinnett,BERKSHIRE E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",555,47,1,234,15,258
Gwinnett,BERKSHIRE F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",662,41,10,376,47,188
Gwinnett,CATES D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",782,51,4,373,266,88
Gwinnett,035 Cates D - 04,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",186,19,1,79,41,46
Gwinnett,CATES E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",873,65,7,404,157,240
Gwinnett,PINCKNEYVILLE E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",818,45,10,531,16,216
Gwinnett,PINCKNEYVILLE F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",758,61,2,439,29,227
Gwinnett,DUNCANS D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1153,88,6,558,65,436
Gwinnett,PINCKNEYVILLE H,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1396,146,5,637,47,561
Gwinnett,BAYCREEK B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2286,157,21,1045,1024,39
Gwinnett,LAWRENCEVILLE C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",671,51,1,329,172,118
Gwinnett,MARTINS D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",802,50,12,482,81,177
Gwinnett,ROCKBRIDGE B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1611,78,12,695,737,89
Gwinnett,GARNERS B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1204,63,4,448,258,431
Gwinnett,CATES F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",394,31,2,205,130,26
Gwinnett,CATES G,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",662,52,3,295,273,39
Gwinnett,DULUTH B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",880,100,5,381,47,347
Gwinnett,GARNERS C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",613,41,4,252,32,284
Gwinnett,PINCKNEYVILLE I,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",917,52,15,475,52,323
Gwinnett,PINCKNEYVILLE J,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",908,51,22,451,31,353
Gwinnett,BERKSHIRE G,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",701,40,2,274,19,366
Gwinnett,CATES H,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1395,75,12,673,602,33
Gwinnett,SUGAR HILL C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1005,79,12,506,241,167
Gwinnett,SUGAR HILL D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",952,62,13,466,49,362
Gwinnett,DULUTH C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",687,49,3,331,49,255
Gwinnett,DULUTH D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1466,121,14,612,74,645
Gwinnett,PINCKNEYVILLE K,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1245,82,22,668,65,408
Gwinnett,PINCKNEYVILLE N,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1460,62,14,871,46,467
Gwinnett,LAWRENCEVILLE D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1672,101,18,790,698,65
Gwinnett,LAWRENCEVILLE E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",616,46,1,283,277,9
Gwinnett,PINCKNEYVILLE L,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",550,49,0,321,8,172
Gwinnett,PINCKNEYVILLE M,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",548,69,3,307,6,163
Gwinnett,GARNERS D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1394,88,6,623,226,451
Gwinnett,BERKSHIRE H,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",578,29,10,281,29,229
Gwinnett,PINCKNEYVILLE O,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1180,57,24,585,24,490
Gwinnett,PUCKETTS E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1351,99,13,556,103,580
Gwinnett,CATES I,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1092,78,6,519,380,109
Gwinnett,CATES J,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1233,77,7,598,150,401
Gwinnett,GOODWINS B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",905,67,2,451,304,81
Gwinnett,LAWRENCEVILLE F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1629,121,11,627,835,35
Gwinnett,MARTINS E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2131,154,49,1059,225,644
Gwinnett,PINCKNEYVILLE P,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",687,61,2,424,10,190
Gwinnett,PINCKNEYVILLE Q,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",739,35,11,500,33,160
Gwinnett,ROCKBRIDGE C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2442,156,15,930,1225,116
Gwinnett,ROCKBRIDGE D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1555,105,21,579,819,31
Gwinnett,GOODWINS C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1714,126,14,827,540,207
Gwinnett,BAYCREEK K,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1189,80,8,472,614,15
Gwinnett,CATES K,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",725,30,6,386,244,59
Gwinnett,BAYCREEK C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2240,115,8,842,1224,51
Gwinnett,CATES L,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1339,86,8,606,604,35
Gwinnett,DULUTH E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1675,109,18,778,74,696
Gwinnett,GOODWINS D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1209,80,13,632,417,67
Gwinnett,LAWRENCEVILLE G,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1073,66,16,545,413,33
Gwinnett,LAWRENCEVILLE H,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1101,72,6,541,381,101
Gwinnett,MARTINS F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",899,68,9,483,78,261
Gwinnett,PINCKNEYVILLE S,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1055,83,8,617,38,309
Gwinnett,ROCKBRIDGE E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1726,102,34,807,683,100
Gwinnett,SUGAR HILL E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",765,62,7,344,271,81
Gwinnett,LAWRENCEVILLE I,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1032,80,7,539,325,81
Gwinnett,BAYCREEK D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1342,100,6,521,699,16
Gwinnett,BERKSHIRE J,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",750,41,4,301,41,363
Gwinnett,CATES M,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1058,110,4,465,429,50
Gwinnett,CATES N,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",537,35,3,259,230,10
Gwinnett,DULUTH F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1958,119,21,982,337,499
Gwinnett,DULUTH G,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",725,45,7,365,133,175
Gwinnett,GOODWINS E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1467,143,14,689,503,118
Gwinnett,GOODWINS F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",892,78,7,452,319,36
Gwinnett,PINCKNEYVILLE T,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",916,73,7,494,28,314
Gwinnett,SUWANEE B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1095,81,2,355,636,21
Gwinnett,PINCKNEYVILLE U,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",709,43,6,441,17,202
Gwinnett,PUCKETTS B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",608,38,3,268,19,280
Gwinnett,BERKSHIRE L,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1151,84,15,658,139,255
Gwinnett,ROCKBRIDGE F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2738,154,17,828,1706,33
Gwinnett,SUGAR HILL F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",866,56,9,458,274,69
Gwinnett,SUWANEE C,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1247,117,32,485,557,56
Gwinnett,CATES O,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",379,17,2,199,75,86
Gwinnett,BAYCREEK E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",963,58,3,465,417,20
Gwinnett,BERKSHIRE M,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",463,24,2,236,17,184
Gwinnett,MARTINS G,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",813,48,7,458,270,30
Gwinnett,DULUTH H,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",828,89,1,368,56,314
Gwinnett,BERKSHIRE N,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",813,56,1,252,8,496
Gwinnett,PINCKNEYVILLE V,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",500,38,8,215,6,233
Gwinnett,PINCKNEYVILLE W,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1203,87,13,643,23,437
Gwinnett,MARTINS H,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1649,133,12,844,484,176
Gwinnett,MARTINS I,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1288,106,15,702,200,265
Gwinnett,MARTINS J,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1478,102,20,837,211,308
Gwinnett,GARNERS F,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",484,26,2,217,13,226
Gwinnett,BERKSHIRE O,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",666,38,4,364,66,194
Gwinnett,BERKSHIRE P,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",440,42,6,227,35,130
Gwinnett,PINCKNEYVILLE X,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1017,118,3,474,38,384
Gwinnett,ROCKBRIDGE G,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",2481,188,36,877,1310,70
Gwinnett,PINCKNEYVILLE Y,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",1094,50,22,610,42,370
Gwinnett,GOODWINS G,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",952,52,7,524,313,56
Gwinnett,PINCKNEYVILLE Z,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",415,41,0,248,9,117
Gwinnett,PINCKNEYVILLE A1,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",628,64,3,342,24,195
Gwinnett,LAWRENCEVILLE J,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",740,60,5,360,281,34
Gwinnett,GOODWINS H,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",760,61,7,361,301,30
Gwinnett,DUNCANS B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",859,59,2,430,51,317
Gwinnett,SUWANEE D,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",913,81,7,413,370,42
Gwinnett,SUWANEE E,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",955,94,7,359,469,26
Gwinnett,LAWRENCEVILLE K,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",898,55,3,471,294,75
Gwinnett,HARBINS B,State School Superintendent,,DEM,"OTHA E. THORNTON, JR",985,48,2,415,83,437
