county,precinct,office,district,party,candidate,votes,absentee_by_mail,provisional,election_day,advance_in_person_2,advance_in_person
Gwinnett,PUCKETTS B,Commissioner Of Insurance,,DEM,JANICE LAWS,614,39,3,274,19,279
Gwinnett,BERKSHIRE L,Commissioner Of Insurance,,DEM,JANICE LAWS,1139,83,15,651,136,254
Gwinnett,ROCKBRIDGE F,Commissioner Of Insurance,,DEM,JANICE LAWS,2721,154,16,818,1701,32
Gwinnett,SUGAR HILL F,Commissioner Of Insurance,,DEM,JANICE LAWS,867,51,9,459,277,71
Gwinnett,SUWANEE C,Commissioner Of Insurance,,DEM,JANICE LAWS,1236,114,31,483,554,54
Gwinnett,CATES O,Commissioner Of Insurance,,DEM,JANICE LAWS,387,17,2,206,73,89
Gwinnett,BAYCREEK E,Commissioner Of Insurance,,DEM,JANICE LAWS,939,56,2,454,408,19
Gwinnett,BERKSHIRE M,Commissioner Of Insurance,,DEM,JANICE LAWS,479,27,3,244,17,188
Gwinnett,MARTINS G,Commissioner Of Insurance,,DEM,JANICE LAWS,808,44,7,458,269,30
Gwinnett,DULUTH H,Commissioner Of Insurance,,DEM,JANICE LAWS,847,97,2,370,57,321
Gwinnett,BERKSHIRE N,Commissioner Of Insurance,,DEM,JANICE LAWS,836,59,1,249,9,518
Gwinnett,PINCKNEYVILLE V,Commissioner Of Insurance,,DEM,JANICE LAWS,501,38,8,215,7,233
Gwinnett,PINCKNEYVILLE W,Commissioner Of Insurance,,DEM,JANICE LAWS,1206,86,13,631,29,447
Gwinnett,MARTINS H,Commissioner Of Insurance,,DEM,JANICE LAWS,1643,142,11,831,488,171
Gwinnett,MARTINS I,Commissioner Of Insurance,,DEM,JANICE LAWS,1277,109,15,688,199,266
Gwinnett,MARTINS J,Commissioner Of Insurance,,DEM,JANICE LAWS,1427,101,19,801,210,296
Gwinnett,GARNERS F,Commissioner Of Insurance,,DEM,JANICE LAWS,473,25,2,211,13,222
Gwinnett,BERKSHIRE O,Commissioner Of Insurance,,DEM,JANICE LAWS,659,41,4,347,69,198
Gwinnett,BERKSHIRE P,Commissioner Of Insurance,,DEM,JANICE LAWS,433,43,5,225,34,126
Gwinnett,PINCKNEYVILLE X,Commissioner Of Insurance,,DEM,JANICE LAWS,1048,130,3,476,39,400
Gwinnett,ROCKBRIDGE G,Commissioner Of Insurance,,DEM,JANICE LAWS,2456,183,36,877,1294,66
Gwinnett,PINCKNEYVILLE Y,Commissioner Of Insurance,,DEM,JANICE LAWS,1088,51,22,605,43,367
Gwinnett,GOODWINS G,Commissioner Of Insurance,,DEM,JANICE LAWS,928,53,7,507,306,55
Gwinnett,PINCKNEYVILLE Z,Commissioner Of Insurance,,DEM,JANICE LAWS,421,47,0,247,9,118
Gwinnett,PINCKNEYVILLE A1,Commissioner Of Insurance,,DEM,JANICE LAWS,659,68,4,360,27,200
Gwinnett,LAWRENCEVILLE J,Commissioner Of Insurance,,DEM,JANICE LAWS,728,63,4,354,275,32
Gwinnett,GOODWINS H,Commissioner Of Insurance,,DEM,JANICE LAWS,755,59,10,355,301,30
Gwinnett,DUNCANS B,Commissioner Of Insurance,,DEM,JANICE LAWS,870,59,2,441,51,317
Gwinnett,SUWANEE D,Commissioner Of Insurance,,DEM,JANICE LAWS,938,82,9,429,377,41
Gwinnett,SUWANEE E,Commissioner Of Insurance,,DEM,JANICE LAWS,991,97,6,372,490,26
Gwinnett,LAWRENCEVILLE K,Commissioner Of Insurance,,DEM,JANICE LAWS,890,59,4,457,293,77
Gwinnett,HARBINS B,Commissioner Of Insurance,,DEM,JANICE LAWS,974,52,2,400,83,437
Gwinnett,BAYCREEK F,Commissioner Of Insurance,,DEM,JANICE LAWS,1701,116,9,711,843,22
Gwinnett,PUCKETTS C,Commissioner Of Insurance,,DEM,JANICE LAWS,631,47,7,274,41,262
Gwinnett,HOG MOUNTAIN C,Commissioner Of Insurance,,DEM,JANICE LAWS,925,70,4,468,100,283
Gwinnett,ROCKYCREEK B,Commissioner Of Insurance,,DEM,JANICE LAWS,1177,80,6,546,123,422
Gwinnett,DULUTH I,Commissioner Of Insurance,,DEM,JANICE LAWS,1193,151,0,527,274,241
Gwinnett,MARTINS K,Commissioner Of Insurance,,DEM,JANICE LAWS,2016,114,18,1046,665,173
Gwinnett,SUWANEE H,Commissioner Of Insurance,,DEM,JANICE LAWS,704,80,4,286,310,24
Gwinnett,SUGAR HILL G,Commissioner Of Insurance,,DEM,JANICE LAWS,562,45,4,233,218,62
Gwinnett,SUWANEE F,Commissioner Of Insurance,,DEM,JANICE LAWS,993,92,6,431,417,47
Gwinnett,LAWRENCEVILLE L,Commissioner Of Insurance,,DEM,JANICE LAWS,1541,103,11,725,669,33
Gwinnett,LAWRENCEVILLE M,Commissioner Of Insurance,,DEM,JANICE LAWS,2575,142,16,1137,1074,206
Gwinnett,BAYCREEK G,Commissioner Of Insurance,,DEM,JANICE LAWS,2024,111,11,850,1018,34
Gwinnett,BAYCREEK H,Commissioner Of Insurance,,DEM,JANICE LAWS,1789,121,7,717,898,46
Gwinnett,BAYCREEK I,Commissioner Of Insurance,,DEM,JANICE LAWS,1861,124,8,708,987,34
Gwinnett,BERKSHIRE Q,Commissioner Of Insurance,,DEM,JANICE LAWS,456,23,2,225,13,193
Gwinnett,GOODWINS I,Commissioner Of Insurance,,DEM,JANICE LAWS,729,66,4,369,227,63
Gwinnett,DULUTH K,Commissioner Of Insurance,,DEM,JANICE LAWS,809,42,7,419,33,308
Gwinnett,HARBINS C,Commissioner Of Insurance,,DEM,JANICE LAWS,585,33,2,267,155,128
Gwinnett,ROCKYCREEK C,Commissioner Of Insurance,,DEM,JANICE LAWS,1276,68,2,580,126,500
Gwinnett,LAWRENCEVILLE N,Commissioner Of Insurance,,DEM,JANICE LAWS,693,40,15,298,324,16
Gwinnett,PUCKETTS D,Commissioner Of Insurance,,DEM,JANICE LAWS,650,57,5,303,24,261
Gwinnett,SUWANEE G,Commissioner Of Insurance,,DEM,JANICE LAWS,1074,86,8,504,426,50
Gwinnett,BAYCREEK J,Commissioner Of Insurance,,DEM,JANICE LAWS,1678,111,7,711,815,34
Gwinnett,HARBINS A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,115,6,3,65,17,24
Gwinnett,ROCKBRIDGE A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,47,2,2,20,20,3
Gwinnett,DACULA,Commissioner Of Insurance,,LIB,DONNIE FOSTER,79,2,0,39,8,30
Gwinnett,SUWANEE A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,30,0,1,19,10,0
Gwinnett,BAYCREEK A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,54,1,1,37,13,2
Gwinnett,GOODWINS A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,84,3,0,54,23,4
Gwinnett,DULUTH A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,114,10,1,64,19,20
Gwinnett,DUNCANS A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,91,3,3,58,3,24
Gwinnett,PUCKETTS A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,107,1,0,52,3,51
Gwinnett,CATES A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,42,3,1,25,11,2
Gwinnett,BERKSHIRE A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,25,3,1,13,2,6
Gwinnett,BERKSHIRE B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,102,8,0,38,4,52
Gwinnett,DUNCANS C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,60,3,0,39,3,15
Gwinnett,GARNERS A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,96,3,2,63,4,24
Gwinnett,LAWRENCEVILLE A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,49,3,1,29,16,0
Gwinnett,LAWRENCEVILLE B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,64,2,0,33,29,0
Gwinnett,MARTINS A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,47,0,0,38,4,5
Gwinnett,MARTINS B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,42,1,1,23,13,4
Gwinnett,MARTINS C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,40,2,0,26,10,2
Gwinnett,PINCKNEYVILLE A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,57,5,1,42,0,9
Gwinnett,PINCKNEYVILLE B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,49,3,0,21,0,25
Gwinnett,PINCKNEYVILLE C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,57,1,1,45,1,9
Gwinnett,PINCKNEYVILLE D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,29,3,0,17,0,9
Gwinnett,SUGAR HILL A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,64,2,0,49,2,11
Gwinnett,SUGAR HILL B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,112,6,1,71,19,15
Gwinnett,HOG MOUNTAIN A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,76,3,0,50,14,9
Gwinnett,HOG MOUNTAIN B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,77,4,0,46,6,21
Gwinnett,ROCKYCREEK A,Commissioner Of Insurance,,LIB,DONNIE FOSTER,83,0,0,51,1,31
Gwinnett,CATES B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,50,0,0,34,8,8
Gwinnett,CATES C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,31,0,0,18,13,0
Gwinnett,HOG MOUNTAIN D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,70,5,0,42,11,12
Gwinnett,BERKSHIRE D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,73,5,1,43,2,22
Gwinnett,BERKSHIRE E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,44,1,0,25,0,18
Gwinnett,BERKSHIRE F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,44,4,2,26,1,11
Gwinnett,CATES D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,68,3,0,40,18,7
Gwinnett,035 Cates D - 04,Commissioner Of Insurance,,LIB,DONNIE FOSTER,11,1,0,5,2,3
Gwinnett,CATES E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,57,2,0,33,6,16
Gwinnett,PINCKNEYVILLE E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,34,1,1,20,0,12
Gwinnett,PINCKNEYVILLE F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,50,6,1,29,1,13
Gwinnett,DUNCANS D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,130,17,1,75,2,35
Gwinnett,PINCKNEYVILLE H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,69,7,0,40,1,21
Gwinnett,BAYCREEK B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,72,3,0,49,19,1
Gwinnett,LAWRENCEVILLE C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,68,5,0,46,6,11
Gwinnett,MARTINS D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,21,2,0,13,2,4
Gwinnett,ROCKBRIDGE B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,60,4,0,35,20,1
Gwinnett,GARNERS B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,52,3,0,21,6,22
Gwinnett,CATES F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,39,1,0,32,6,0
Gwinnett,CATES G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,49,3,1,34,9,2
Gwinnett,DULUTH B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,72,4,0,40,2,26
Gwinnett,GARNERS C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,53,2,0,33,1,17
Gwinnett,PINCKNEYVILLE I,Commissioner Of Insurance,,LIB,DONNIE FOSTER,39,1,1,26,3,8
Gwinnett,PINCKNEYVILLE J,Commissioner Of Insurance,,LIB,DONNIE FOSTER,35,2,1,21,1,10
Gwinnett,BERKSHIRE G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,50,1,0,28,0,21
Gwinnett,CATES H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,58,0,0,41,17,0
Gwinnett,SUGAR HILL C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,93,4,0,67,10,12
Gwinnett,SUGAR HILL D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,97,2,1,59,5,30
Gwinnett,DULUTH C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,55,4,0,35,2,14
Gwinnett,DULUTH D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,104,10,1,57,5,31
Gwinnett,PINCKNEYVILLE K,Commissioner Of Insurance,,LIB,DONNIE FOSTER,62,5,1,31,6,19
Gwinnett,PINCKNEYVILLE N,Commissioner Of Insurance,,LIB,DONNIE FOSTER,49,0,1,39,1,8
Gwinnett,LAWRENCEVILLE D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,74,2,1,52,18,1
Gwinnett,LAWRENCEVILLE E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,35,0,0,19,16,0
Gwinnett,PINCKNEYVILLE L,Commissioner Of Insurance,,LIB,DONNIE FOSTER,57,5,0,41,1,10
Gwinnett,PINCKNEYVILLE M,Commissioner Of Insurance,,LIB,DONNIE FOSTER,60,5,0,42,1,12
Gwinnett,GARNERS D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,45,1,3,24,5,12
Gwinnett,BERKSHIRE H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,30,4,0,20,1,5
Gwinnett,PINCKNEYVILLE O,Commissioner Of Insurance,,LIB,DONNIE FOSTER,58,1,1,33,0,23
Gwinnett,PUCKETTS E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,82,3,1,41,5,32
Gwinnett,CATES I,Commissioner Of Insurance,,LIB,DONNIE FOSTER,59,1,1,43,10,4
Gwinnett,CATES J,Commissioner Of Insurance,,LIB,DONNIE FOSTER,75,5,0,52,5,13
Gwinnett,GOODWINS B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,68,6,1,43,15,3
Gwinnett,LAWRENCEVILLE F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,52,6,1,27,17,1
Gwinnett,MARTINS E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,57,4,6,29,4,14
Gwinnett,PINCKNEYVILLE P,Commissioner Of Insurance,,LIB,DONNIE FOSTER,33,5,0,22,1,5
Gwinnett,PINCKNEYVILLE Q,Commissioner Of Insurance,,LIB,DONNIE FOSTER,30,1,2,20,1,6
Gwinnett,ROCKBRIDGE C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,91,2,1,53,30,5
Gwinnett,ROCKBRIDGE D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,55,5,1,21,25,3
Gwinnett,GOODWINS C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,83,7,0,53,17,6
Gwinnett,BAYCREEK K,Commissioner Of Insurance,,LIB,DONNIE FOSTER,66,2,0,36,27,1
Gwinnett,CATES K,Commissioner Of Insurance,,LIB,DONNIE FOSTER,67,1,0,44,19,3
Gwinnett,BAYCREEK C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,93,4,0,53,35,1
Gwinnett,CATES L,Commissioner Of Insurance,,LIB,DONNIE FOSTER,67,1,0,40,25,1
Gwinnett,DULUTH E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,88,4,3,44,2,35
Gwinnett,GOODWINS D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,77,5,3,53,15,1
Gwinnett,LAWRENCEVILLE G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,38,2,0,24,9,3
Gwinnett,LAWRENCEVILLE H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,88,5,0,60,16,7
Gwinnett,MARTINS F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,34,2,1,19,5,7
Gwinnett,PINCKNEYVILLE S,Commissioner Of Insurance,,LIB,DONNIE FOSTER,66,4,3,44,0,15
Gwinnett,ROCKBRIDGE E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,67,3,3,44,12,5
Gwinnett,SUGAR HILL E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,72,2,0,48,17,5
Gwinnett,LAWRENCEVILLE I,Commissioner Of Insurance,,LIB,DONNIE FOSTER,74,8,0,53,8,5
Gwinnett,BAYCREEK D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,79,1,1,48,28,1
Gwinnett,BERKSHIRE J,Commissioner Of Insurance,,LIB,DONNIE FOSTER,68,1,0,40,1,26
Gwinnett,CATES M,Commissioner Of Insurance,,LIB,DONNIE FOSTER,121,5,0,77,33,6
Gwinnett,CATES N,Commissioner Of Insurance,,LIB,DONNIE FOSTER,46,3,1,22,19,1
Gwinnett,DULUTH F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,66,3,3,35,12,13
Gwinnett,DULUTH G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,67,5,0,45,8,9
Gwinnett,GOODWINS E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,106,6,0,74,23,3
Gwinnett,GOODWINS F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,56,1,0,39,15,1
Gwinnett,PINCKNEYVILLE T,Commissioner Of Insurance,,LIB,DONNIE FOSTER,57,5,1,34,1,16
Gwinnett,SUWANEE B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,90,8,1,34,45,2
Gwinnett,PINCKNEYVILLE U,Commissioner Of Insurance,,LIB,DONNIE FOSTER,33,1,0,24,1,7
Gwinnett,PUCKETTS B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,47,3,0,26,0,18
Gwinnett,BERKSHIRE L,Commissioner Of Insurance,,LIB,DONNIE FOSTER,35,3,0,26,2,4
Gwinnett,ROCKBRIDGE F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,78,5,0,32,39,2
Gwinnett,SUGAR HILL F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,100,8,0,63,24,5
Gwinnett,SUWANEE C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,100,8,1,56,33,2
Gwinnett,CATES O,Commissioner Of Insurance,,LIB,DONNIE FOSTER,29,1,0,21,3,4
Gwinnett,BAYCREEK E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,51,3,0,34,13,1
Gwinnett,BERKSHIRE M,Commissioner Of Insurance,,LIB,DONNIE FOSTER,41,2,0,24,0,15
Gwinnett,MARTINS G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,36,4,0,25,7,0
Gwinnett,DULUTH H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,42,4,1,26,3,8
Gwinnett,BERKSHIRE N,Commissioner Of Insurance,,LIB,DONNIE FOSTER,81,7,0,32,1,41
Gwinnett,PINCKNEYVILLE V,Commissioner Of Insurance,,LIB,DONNIE FOSTER,24,4,0,14,0,6
Gwinnett,PINCKNEYVILLE W,Commissioner Of Insurance,,LIB,DONNIE FOSTER,85,3,2,57,0,23
Gwinnett,MARTINS H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,69,8,1,45,11,4
Gwinnett,MARTINS I,Commissioner Of Insurance,,LIB,DONNIE FOSTER,40,0,1,26,6,7
Gwinnett,MARTINS J,Commissioner Of Insurance,,LIB,DONNIE FOSTER,72,3,1,45,4,19
Gwinnett,GARNERS F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,39,0,1,27,0,11
Gwinnett,BERKSHIRE O,Commissioner Of Insurance,,LIB,DONNIE FOSTER,63,3,0,47,3,10
Gwinnett,BERKSHIRE P,Commissioner Of Insurance,,LIB,DONNIE FOSTER,24,2,1,15,1,5
Gwinnett,PINCKNEYVILLE X,Commissioner Of Insurance,,LIB,DONNIE FOSTER,78,5,0,48,5,20
Gwinnett,ROCKBRIDGE G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,76,8,3,39,21,5
Gwinnett,PINCKNEYVILLE Y,Commissioner Of Insurance,,LIB,DONNIE FOSTER,34,1,0,23,0,10
Gwinnett,GOODWINS G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,40,2,0,26,11,1
Gwinnett,PINCKNEYVILLE Z,Commissioner Of Insurance,,LIB,DONNIE FOSTER,53,3,0,41,1,8
Gwinnett,PINCKNEYVILLE A1,Commissioner Of Insurance,,LIB,DONNIE FOSTER,60,5,0,43,1,11
Gwinnett,LAWRENCEVILLE J,Commissioner Of Insurance,,LIB,DONNIE FOSTER,43,0,1,30,10,2
Gwinnett,GOODWINS H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,72,0,1,49,19,3
Gwinnett,DUNCANS B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,119,1,0,74,2,42
Gwinnett,SUWANEE D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,85,4,0,41,35,5
Gwinnett,SUWANEE E,Commissioner Of Insurance,,LIB,DONNIE FOSTER,99,7,2,49,40,1
Gwinnett,LAWRENCEVILLE K,Commissioner Of Insurance,,LIB,DONNIE FOSTER,70,5,0,46,14,5
Gwinnett,HARBINS B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,89,6,0,44,2,37
Gwinnett,BAYCREEK F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,59,0,0,36,22,1
Gwinnett,PUCKETTS C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,79,0,0,45,5,29
Gwinnett,HOG MOUNTAIN C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,80,8,0,51,4,17
Gwinnett,ROCKYCREEK B,Commissioner Of Insurance,,LIB,DONNIE FOSTER,94,2,0,61,3,28
Gwinnett,DULUTH I,Commissioner Of Insurance,,LIB,DONNIE FOSTER,62,8,1,35,10,8
Gwinnett,MARTINS K,Commissioner Of Insurance,,LIB,DONNIE FOSTER,72,5,0,43,14,10
Gwinnett,SUWANEE H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,78,7,1,42,28,0
Gwinnett,SUGAR HILL G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,47,1,0,37,7,2
Gwinnett,SUWANEE F,Commissioner Of Insurance,,LIB,DONNIE FOSTER,84,4,1,60,19,0
Gwinnett,LAWRENCEVILLE L,Commissioner Of Insurance,,LIB,DONNIE FOSTER,89,5,0,51,31,2
Gwinnett,LAWRENCEVILLE M,Commissioner Of Insurance,,LIB,DONNIE FOSTER,84,4,0,53,21,6
Gwinnett,BAYCREEK G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,75,3,0,51,20,1
Gwinnett,BAYCREEK H,Commissioner Of Insurance,,LIB,DONNIE FOSTER,83,9,0,50,22,2
Gwinnett,BAYCREEK I,Commissioner Of Insurance,,LIB,DONNIE FOSTER,68,2,1,45,18,2
Gwinnett,BERKSHIRE Q,Commissioner Of Insurance,,LIB,DONNIE FOSTER,45,1,0,31,2,11
Gwinnett,GOODWINS I,Commissioner Of Insurance,,LIB,DONNIE FOSTER,38,2,0,26,9,1
Gwinnett,DULUTH K,Commissioner Of Insurance,,LIB,DONNIE FOSTER,30,1,0,22,2,5
Gwinnett,HARBINS C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,46,5,1,29,3,8
Gwinnett,ROCKYCREEK C,Commissioner Of Insurance,,LIB,DONNIE FOSTER,99,5,0,59,3,32
Gwinnett,LAWRENCEVILLE N,Commissioner Of Insurance,,LIB,DONNIE FOSTER,49,2,0,32,13,2
Gwinnett,PUCKETTS D,Commissioner Of Insurance,,LIB,DONNIE FOSTER,66,6,3,34,0,23
Gwinnett,SUWANEE G,Commissioner Of Insurance,,LIB,DONNIE FOSTER,76,1,2,54,17,2
Gwinnett,BAYCREEK J,Commissioner Of Insurance,,LIB,DONNIE FOSTER,68,4,0,43,20,1
Gwinnett,HARBINS A,State School Superintendent,,(REP,RICHARD WOODS,1908,75,3,846,328,656
Gwinnett,ROCKBRIDGE A,State School Superintendent,,(REP,RICHARD WOODS,463,30,32,166,206,29
Gwinnett,DACULA,State School Superintendent,,(REP,RICHARD WOODS,1207,31,3,508,64,601
Gwinnett,SUWANEE A,State School Superintendent,,(REP,RICHARD WOODS,442,28,11,205,184,14
Gwinnett,BAYCREEK A,State School Superintendent,,(REP,RICHARD WOODS,992,57,17,558,342,18
Gwinnett,GOODWINS A,State School Superintendent,,(REP,RICHARD WOODS,889,57,5,523,273,31
Gwinnett,DULUTH A,State School Superintendent,,(REP,RICHARD WOODS,1407,82,5,762,263,295
Gwinnett,DUNCANS A,State School Superintendent,,(REP,RICHARD WOODS,2008,75,6,921,104,902
Gwinnett,PUCKETTS A,State School Superintendent,,(REP,RICHARD WOODS,2202,106,3,762,32,1299
Gwinnett,CATES A,State School Superintendent,,(REP,RICHARD WOODS,894,101,2,424,349,18
Gwinnett,BERKSHIRE A,State School Superintendent,,(REP,RICHARD WOODS,402,30,2,251,32,87
Gwinnett,BERKSHIRE B,State School Superintendent,,(REP,RICHARD WOODS,717,59,2,234,21,401
Gwinnett,DUNCANS C,State School Superintendent,,(REP,RICHARD WOODS,1448,61,5,791,45,546
Gwinnett,GARNERS A,State School Superintendent,,(REP,RICHARD WOODS,1365,80,4,636,51,594
Gwinnett,LAWRENCEVILLE A,State School Superintendent,,(REP,RICHARD WOODS,780,77,0,328,369,6
Gwinnett,LAWRENCEVILLE B,State School Superintendent,,(REP,RICHARD WOODS,895,55,4,406,420,10
Gwinnett,MARTINS A,State School Superintendent,,(REP,RICHARD WOODS,317,17,2,195,51,52
Gwinnett,MARTINS B,State School Superintendent,,(REP,RICHARD WOODS,495,30,5,288,155,17
Gwinnett,MARTINS C,State School Superintendent,,(REP,RICHARD WOODS,584,34,2,362,101,85
Gwinnett,PINCKNEYVILLE A,State School Superintendent,,(REP,RICHARD WOODS,250,21,7,163,5,54
Gwinnett,PINCKNEYVILLE B,State School Superintendent,,(REP,RICHARD WOODS,336,34,7,168,5,122
Gwinnett,PINCKNEYVILLE C,State School Superintendent,,(REP,RICHARD WOODS,666,61,2,448,24,131
Gwinnett,PINCKNEYVILLE D,State School Superintendent,,(REP,RICHARD WOODS,199,18,0,115,5,61
Gwinnett,SUGAR HILL A,State School Superintendent,,(REP,RICHARD WOODS,1236,55,11,678,115,377
Gwinnett,SUGAR HILL B,State School Superintendent,,(REP,RICHARD WOODS,1523,80,14,867,327,235
Gwinnett,HOG MOUNTAIN A,State School Superintendent,,(REP,RICHARD WOODS,1005,54,7,589,205,150
Gwinnett,HOG MOUNTAIN B,State School Superintendent,,(REP,RICHARD WOODS,1637,85,7,886,161,498
Gwinnett,ROCKYCREEK A,State School Superintendent,,(REP,RICHARD WOODS,1922,67,3,900,55,897
Gwinnett,CATES B,State School Superintendent,,(REP,RICHARD WOODS,668,34,2,376,151,105
Gwinnett,CATES C,State School Superintendent,,(REP,RICHARD WOODS,597,39,1,311,239,7
Gwinnett,HOG MOUNTAIN D,State School Superintendent,,(REP,RICHARD WOODS,993,41,9,551,168,224
Gwinnett,BERKSHIRE D,State School Superintendent,,(REP,RICHARD WOODS,935,60,2,464,40,369
Gwinnett,BERKSHIRE E,State School Superintendent,,(REP,RICHARD WOODS,747,37,0,408,22,280
Gwinnett,BERKSHIRE F,State School Superintendent,,(REP,RICHARD WOODS,393,40,1,260,29,63
Gwinnett,CATES D,State School Superintendent,,(REP,RICHARD WOODS,848,51,7,465,236,89
Gwinnett,035 Cates D - 04,State School Superintendent,,(REP,RICHARD WOODS,175,8,2,113,27,25
Gwinnett,CATES E,State School Superintendent,,(REP,RICHARD WOODS,1016,53,2,538,185,238
Gwinnett,PINCKNEYVILLE E,State School Superintendent,,(REP,RICHARD WOODS,201,8,2,147,6,38
Gwinnett,PINCKNEYVILLE F,State School Superintendent,,(REP,RICHARD WOODS,324,30,4,186,8,96
