county,precinct,office,district,party,candidate,total_votes
Habersham,Amys Creek,State House,10,Democrat,Paulette Williams,273
Habersham,Habersham South,State House,10,Republican,Victor Anderson,4096
Habersham,Demorest,State House,10,Republican,Victor Anderson,607
Habersham,Habersham North,State House,10,Republican,Victor Anderson,8847
Habersham,Amys Creek,State House,10,Republican,Victor Anderson,1158
Habersham,Mud Creek,State House,10,Republican,Victor Anderson,3045
Habersham,Mount Airy,State House,32,Republican,Chris Erwin,540
Habersham,Habersham South,State House,32,Republican,Chris Erwin,963
Habersham,Mud Creek,State Senate,50,Democrat,June Krise,457
Habersham,Mount Airy,State Senate,50,Democrat,June Krise,106
Habersham,Demorest,State Senate,50,Democrat,June Krise,177
Habersham,Habersham North,State Senate,50,Democrat,June Krise,1392
Habersham,Amys Creek,State Senate,50,Democrat,June Krise,264
Habersham,Habersham South,State Senate,50,Democrat,June Krise,1093
Habersham,Demorest,State Senate,50,Republican,Bo Hatchett,613
Habersham,Mud Creek,State Senate,50,Republican,Bo Hatchett,3068
Habersham,Amys Creek,State Senate,50,Republican,Bo Hatchett,1181
Habersham,Habersham North,State Senate,50,Republican,Bo Hatchett,8947
Habersham,Habersham South,State Senate,50,Republican,Bo Hatchett,5088
Habersham,Mount Airy,State Senate,50,Republican,Bo Hatchett,496
Habersham,Amys Creek,U.S. House,9,Democrat,Tambrei Cash,266
Habersham,Habersham South,U.S. House,9,Democrat,Tambrei Cash,1143
Habersham,Demorest,U.S. House,9,Democrat,Tambrei Cash,187
Habersham,Mount Airy,U.S. House,9,Democrat,Tambrei Cash,116
Habersham,Habersham North,U.S. House,9,Democrat,Tambrei Cash,1508
Habersham,Mud Creek,U.S. House,9,Democrat,Tambrei Cash,474
Habersham,Mount Airy,U.S. House,9,Republican,Andrew Clyde,487
Habersham,Habersham South,U.S. House,9,Republican,Andrew Clyde,5006
Habersham,Amys Creek,U.S. House,9,Republican,Andrew Clyde,1170
Habersham,Habersham North,U.S. House,9,Republican,Andrew Clyde,8817
Habersham,Mud Creek,U.S. House,9,Republican,Andrew Clyde,3044
Habersham,Demorest,U.S. House,9,Republican,Andrew Clyde,602
Hall,Oakwood I,President,,Democrat,Kamala D. Harris,1006
Hall,Oakwood II,President,,Democrat,Kamala D. Harris,857
Hall,Friendship IV,President,,Democrat,Kamala D. Harris,1093
Hall,Friendship III,President,,Democrat,Kamala D. Harris,998
Hall,Friendship II,President,,Democrat,Kamala D. Harris,933
Hall,Big Hickory,President,,Democrat,Kamala D. Harris,473
Hall,Friendship I,President,,Democrat,Kamala D. Harris,2185
Hall,Whelchel,President,,Democrat,Kamala D. Harris,755
Hall,Gainesville IV,President,,Democrat,Kamala D. Harris,806
Hall,Gainesville I,President,,Democrat,Kamala D. Harris,994
Hall,West Whelchel,President,,Democrat,Kamala D. Harris,835
Hall,Gainesville III,President,,Democrat,Kamala D. Harris,1327
Hall,Quillians,President,,Democrat,Kamala D. Harris,315
Hall,Fork,President,,Democrat,Kamala D. Harris,621
Hall,Chestatee,President,,Democrat,Kamala D. Harris,662
Hall,Gillsville,President,,Democrat,Kamala D. Harris,127
Hall,Flowery Branch I,President,,Democrat,Kamala D. Harris,1122
Hall,Candler,President,,Democrat,Kamala D. Harris,1194
Hall,Wilson,President,,Democrat,Kamala D. Harris,1367
Hall,Gainesville V,President,,Democrat,Kamala D. Harris,342
Hall,Morgan II,President,,Democrat,Kamala D. Harris,1063
Hall,Tadmore,President,,Democrat,Kamala D. Harris,1702
Hall,Morgan I,President,,Democrat,Kamala D. Harris,664
Hall,Flowery Branch II,President,,Democrat,Kamala D. Harris,930
Hall,Roberts,President,,Democrat,Kamala D. Harris,1097
Hall,Chicopee,President,,Democrat,Kamala D. Harris,1217
Hall,Clermont,President,,Democrat,Kamala D. Harris,288
Hall,Lula,President,,Democrat,Kamala D. Harris,395
Hall,Glade,President,,Democrat,Kamala D. Harris,746
Hall,Bark Camp,President,,Democrat,Kamala D. Harris,894
Hall,Gainesville II,President,,Democrat,Kamala D. Harris,1339
Hall,Gillsville,President,,Green,Jill Stein,1
Hall,Tadmore,President,,Green,Jill Stein,9
Hall,Friendship I,President,,Green,Jill Stein,15
Hall,Friendship III,President,,Green,Jill Stein,4
Hall,Friendship IV,President,,Green,Jill Stein,6
Hall,Friendship II,President,,Green,Jill Stein,10
Hall,Gainesville III,President,,Green,Jill Stein,9
Hall,Chicopee,President,,Green,Jill Stein,4
Hall,Big Hickory,President,,Green,Jill Stein,1
Hall,Oakwood I,President,,Green,Jill Stein,8
Hall,Oakwood II,President,,Green,Jill Stein,5
Hall,Flowery Branch I,President,,Green,Jill Stein,11
Hall,Flowery Branch II,President,,Green,Jill Stein,6
Hall,Gainesville IV,President,,Green,Jill Stein,3
Hall,Bark Camp,President,,Green,Jill Stein,2
Hall,Gainesville V,President,,Green,Jill Stein,2
Hall,Gainesville I,President,,Green,Jill Stein,8
Hall,Chestatee,President,,Green,Jill Stein,4
Hall,Wilson,President,,Green,Jill Stein,10
Hall,Roberts,President,,Green,Jill Stein,12
Hall,Morgan I,President,,Green,Jill Stein,6
Hall,Morgan II,President,,Green,Jill Stein,4
Hall,Quillians,President,,Green,Jill Stein,3
Hall,Clermont,President,,Green,Jill Stein,3
Hall,Whelchel,President,,Green,Jill Stein,5
Hall,Candler,President,,Green,Jill Stein,4
Hall,West Whelchel,President,,Green,Jill Stein,6
Hall,Lula,President,,Green,Jill Stein,6
Hall,Glade,President,,Green,Jill Stein,10
Hall,Fork,President,,Green,Jill Stein,6
Hall,Gainesville II,President,,Green,Jill Stein,2
Hall,Oakwood II,President,,Libertarian,Chase Oliver,26
Hall,Gainesville V,President,,Libertarian,Chase Oliver,9
Hall,Candler,President,,Libertarian,Chase Oliver,9
Hall,Morgan II,President,,Libertarian,Chase Oliver,14
Hall,Morgan I,President,,Libertarian,Chase Oliver,16
Hall,Roberts,President,,Libertarian,Chase Oliver,22
Hall,Flowery Branch II,President,,Libertarian,Chase Oliver,17
Hall,Wilson,President,,Libertarian,Chase Oliver,18
Hall,Friendship IV,President,,Libertarian,Chase Oliver,14
Hall,Friendship III,President,,Libertarian,Chase Oliver,14
Hall,Friendship II,President,,Libertarian,Chase Oliver,14
Hall,Whelchel,President,,Libertarian,Chase Oliver,13
Hall,Friendship I,President,,Libertarian,Chase Oliver,45
Hall,Quillians,President,,Libertarian,Chase Oliver,7
Hall,West Whelchel,President,,Libertarian,Chase Oliver,25
Hall,Gainesville II,President,,Libertarian,Chase Oliver,7
Hall,Fork,President,,Libertarian,Chase Oliver,18
Hall,Oakwood I,President,,Libertarian,Chase Oliver,7
Hall,Chicopee,President,,Libertarian,Chase Oliver,14
Hall,Gainesville I,President,,Libertarian,Chase Oliver,10
Hall,Chestatee,President,,Libertarian,Chase Oliver,19
Hall,Big Hickory,President,,Libertarian,Chase Oliver,14
Hall,Gainesville III,President,,Libertarian,Chase Oliver,14
Hall,Flowery Branch I,President,,Libertarian,Chase Oliver,16
Hall,Glade,President,,Libertarian,Chase Oliver,6
Hall,Lula,President,,Libertarian,Chase Oliver,7
Hall,Gillsville,President,,Libertarian,Chase Oliver,2
Hall,Clermont,President,,Libertarian,Chase Oliver,8
Hall,Gainesville IV,President,,Libertarian,Chase Oliver,6
Hall,Bark Camp,President,,Libertarian,Chase Oliver,27
Hall,Tadmore,President,,Libertarian,Chase Oliver,12
Hall,Chestatee,President,,Republican,Donald J. Trump,2711
Hall,Gainesville II,President,,Republican,Donald J. Trump,414
Hall,Gillsville,President,,Republican,Donald J. Trump,823
Hall,Wilson,President,,Republican,Donald J. Trump,2924
Hall,Friendship I,President,,Republican,Donald J. Trump,5707
Hall,Friendship IV,President,,Republican,Donald J. Trump,2405
Hall,Morgan II,President,,Republican,Donald J. Trump,2678
Hall,Morgan I,President,,Republican,Donald J. Trump,2510
Hall,Candler,President,,Republican,Donald J. Trump,2995
Hall,Oakwood II,President,,Republican,Donald J. Trump,2617
Hall,Clermont,President,,Republican,Donald J. Trump,2717
Hall,Tadmore,President,,Republican,Donald J. Trump,2223
Hall,Friendship II,President,,Republican,Donald J. Trump,2246
Hall,Oakwood I,President,,Republican,Donald J. Trump,1302
Hall,Quillians,President,,Republican,Donald J. Trump,2286
Hall,Bark Camp,President,,Republican,Donald J. Trump,3899
Hall,Roberts,President,,Republican,Donald J. Trump,3414
Hall,Fork,President,,Republican,Donald J. Trump,2236
Hall,Flowery Branch I,President,,Republican,Donald J. Trump,2995
Hall,Whelchel,President,,Republican,Donald J. Trump,2640
Hall,West Whelchel,President,,Republican,Donald J. Trump,2459
Hall,Gainesville I,President,,Republican,Donald J. Trump,1849
Hall,Friendship III,President,,Republican,Donald J. Trump,2558
Hall,Big Hickory,President,,Republican,Donald J. Trump,2869
Hall,Gainesville IV,President,,Republican,Donald J. Trump,1120
Hall,Gainesville V,President,,Republican,Donald J. Trump,614
Hall,Gainesville III,President,,Republican,Donald J. Trump,1412
Hall,Lula,President,,Republican,Donald J. Trump,2397
Hall,Flowery Branch II,President,,Republican,Donald J. Trump,2082
Hall,Glade,President,,Republican,Donald J. Trump,2233
Hall,Chicopee,President,,Republican,Donald J. Trump,1656
Hall,Lula,State House,27,Republican,Lee Hawkins,2604
Hall,Whelchel,State House,27,Republican,Lee Hawkins,3064
Hall,Clermont,State House,27,Republican,Lee Hawkins,2844
Hall,Gillsville,State House,27,Republican,Lee Hawkins,871
Hall,Glade,State House,27,Republican,Lee Hawkins,2596
Hall,West Whelchel,State House,27,Republican,Lee Hawkins,2950
Hall,Gainesville V,State House,27,Republican,Lee Hawkins,810
Hall,Big Hickory,State House,27,Republican,Lee Hawkins,3116
Hall,Quillians,State House,27,Republican,Lee Hawkins,2434
Hall,Bark Camp,State House,27,Republican,Lee Hawkins,4308
Hall,Chestatee,State House,27,Republican,Lee Hawkins,3064
Hall,Wilson,State House,28,Democrat,Michael D. Henson,555
Hall,Fork,State House,28,Democrat,Michael D. Henson,570
Hall,Fork,State House,28,Republican,Brent Cox,2250
Hall,Wilson,State House,28,Republican,Brent Cox,1595
Hall,Chicopee,State House,29,Republican,Matt Dubnik,2290
Hall,Gainesville IV,State House,29,Republican,Matt Dubnik,1542
Hall,Gainesville III,State House,29,Republican,Matt Dubnik,2111
Hall,Gainesville II,State House,29,Republican,Matt Dubnik,1040
Hall,Gainesville I,State House,29,Republican,Matt Dubnik,2416
Hall,Oakwood II,State House,29,Republican,Matt Dubnik,3045
Hall,Oakwood I,State House,29,Republican,Matt Dubnik,1834
Hall,Wilson,State House,29,Republican,Matt Dubnik,1729
Hall,Morgan II,State House,30,Democrat,Kim Floria,995
Hall,Friendship I,State House,30,Democrat,Kim Floria,1907
Hall,Flowery Branch I,State House,30,Democrat,Kim Floria,1049
Hall,Flowery Branch II,State House,30,Democrat,Kim Floria,863
Hall,Morgan I,State House,30,Democrat,Kim Floria,602
Hall,Friendship III,State House,30,Democrat,Kim Floria,935
Hall,Candler,State House,30,Democrat,Kim Floria,1107
Hall,Flowery Branch I,State House,30,Republican,Derrick McCollum,3018
Hall,Candler,State House,30,Republican,Derrick McCollum,2984
Hall,Morgan I,State House,30,Republican,Derrick McCollum,2534
Hall,Flowery Branch II,State House,30,Republican,Derrick McCollum,2102
Hall,Morgan II,State House,30,Republican,Derrick McCollum,2694
Hall,Friendship I,State House,30,Republican,Derrick McCollum,5884
Hall,Friendship III,State House,30,Republican,Derrick McCollum,2588
Hall,Tadmore,State House,31,Republican,"Emory West Dunahoo, Jr.",3059
Hall,Roberts,State House,100,Democrat,Jennifer Ambler,1015
Hall,Roberts,State House,100,Republican,David Clark,3460
Hall,Friendship IV,State House,103,Democrat,Chris Luchey,942
Hall,Friendship II,State House,103,Democrat,Chris Luchey,812
Hall,Friendship II,State House,103,Republican,Soo Hong,2320
Hall,Friendship IV,State House,103,Republican,Soo Hong,2502
Hall,Friendship IV,State Senate,49,Republican,Drew Echols,2957
Hall,Gainesville II,State Senate,49,Republican,Drew Echols,1060
Hall,Flowery Branch I,State Senate,49,Republican,Drew Echols,3577
Hall,Oakwood II,State Senate,49,Republican,Drew Echols,3052
Hall,Oakwood I,State Senate,49,Republican,Drew Echols,1857
Hall,Friendship I,State Senate,49,Republican,Drew Echols,6773
Hall,Friendship II,State Senate,49,Republican,Drew Echols,2685
Hall,Friendship III,State Senate,49,Republican,Drew Echols,3069
Hall,Bark Camp,State Senate,49,Republican,Drew Echols,4305
Hall,Morgan I,State Senate,49,Republican,Drew Echols,2834
Hall,Chestatee,State Senate,49,Republican,Drew Echols,3062
Hall,Chicopee,State Senate,49,Republican,Drew Echols,2314
Hall,Tadmore,State Senate,49,Republican,Drew Echols,860
Hall,Whelchel,State Senate,49,Republican,Drew Echols,3050
Hall,West Whelchel,State Senate,49,Republican,Drew Echols,2923
Hall,Fork,State Senate,49,Republican,Drew Echols,2547
Hall,Wilson,State Senate,49,Republican,Drew Echols,3605
Hall,Roberts,State Senate,49,Republican,Drew Echols,3998
Hall,Flowery Branch II,State Senate,49,Republican,Drew Echols,2565
Hall,Candler,State Senate,49,Republican,Drew Echols,3659
Hall,Morgan II,State Senate,49,Republican,Drew Echols,3252
Hall,Gainesville IV,State Senate,49,Republican,Drew Echols,1545
Hall,Gainesville III,State Senate,49,Republican,Drew Echols,2129
Hall,Quillians,State Senate,49,Republican,Drew Echols,2426
Hall,Big Hickory,State Senate,49,Republican,Drew Echols,3094
Hall,Clermont,State Senate,49,Republican,Drew Echols,2837
Hall,Gainesville V,State Senate,49,Republican,Drew Echols,809
Hall,Gainesville I,State Senate,49,Republican,Drew Echols,2406
Hall,Lula,State Senate,49,Republican,Drew Echols,2603
Hall,Glade,State Senate,49,Republican,Drew Echols,1857
Hall,Gillsville,State Senate,50,Democrat,June Krise,109
Hall,Glade,State Senate,50,Democrat,June Krise,120
Hall,Tadmore,State Senate,50,Democrat,June Krise,1078
Hall,Gillsville,State Senate,50,Republican,Bo Hatchett,821
Hall,Glade,State Senate,50,Republican,Bo Hatchett,671
Hall,Tadmore,State Senate,50,Republican,Bo Hatchett,1592
Hall,Friendship IV,U.S. House,7,Democrat,Bob Christian,962
Hall,Morgan I,U.S. House,7,Democrat,Bob Christian,102
Hall,Roberts,U.S. House,7,Democrat,Bob Christian,992
Hall,Flowery Branch II,U.S. House,7,Democrat,Bob Christian,848
Hall,Flowery Branch I,U.S. House,7,Democrat,Bob Christian,1046
Hall,Oakwood II,U.S. House,7,Democrat,Bob Christian,776
Hall,Wilson,U.S. House,7,Democrat,Bob Christian,1217
Hall,Fork,U.S. House,7,Democrat,Bob Christian,520
Hall,Friendship II,U.S. House,7,Democrat,Bob Christian,857
Hall,Friendship III,U.S. House,7,Democrat,Bob Christian,930
Hall,Bark Camp,U.S. House,7,Democrat,Bob Christian,838
Hall,Chestatee,U.S. House,7,Democrat,Bob Christian,497
Hall,Chestatee,U.S. House,7,Republican,Rich McCormick,2240
Hall,Friendship III,U.S. House,7,Republican,Rich McCormick,2601
Hall,Roberts,U.S. House,7,Republican,Rich McCormick,3499
Hall,Morgan I,U.S. House,7,Republican,Rich McCormick,374
Hall,Bark Camp,U.S. House,7,Republican,Rich McCormick,3901
Hall,Fork,U.S. House,7,Republican,Rich McCormick,2089
Hall,Wilson,U.S. House,7,Republican,Rich McCormick,2995
Hall,Oakwood II,U.S. House,7,Republican,Rich McCormick,2674
Hall,Flowery Branch I,U.S. House,7,Republican,Rich McCormick,3036
Hall,Friendship IV,U.S. House,7,Republican,Rich McCormick,2507
Hall,Friendship II,U.S. House,7,Republican,Rich McCormick,2295
Hall,Flowery Branch II,U.S. House,7,Republican,Rich McCormick,2130
Hall,Gainesville III,U.S. House,9,Democrat,Tambrei Cash,1254
Hall,Quillians,U.S. House,9,Democrat,Tambrei Cash,272
Hall,Gillsville,U.S. House,9,Democrat,Tambrei Cash,110
Hall,Clermont,U.S. House,9,Democrat,Tambrei Cash,263
Hall,Gainesville IV,U.S. House,9,Democrat,Tambrei Cash,739
Hall,Gainesville II,U.S. House,9,Democrat,Tambrei Cash,1226
Hall,Chestatee,U.S. House,9,Democrat,Tambrei Cash,124
Hall,Fork,U.S. House,9,Democrat,Tambrei Cash,50
Hall,Whelchel,U.S. House,9,Democrat,Tambrei Cash,684
Hall,West Whelchel,U.S. House,9,Democrat,Tambrei Cash,732
Hall,Gainesville V,U.S. House,9,Democrat,Tambrei Cash,312
Hall,Friendship I,U.S. House,9,Democrat,Tambrei Cash,1921
Hall,Oakwood I,U.S. House,9,Democrat,Tambrei Cash,943
Hall,Morgan I,U.S. House,9,Democrat,Tambrei Cash,509
Hall,Morgan II,U.S. House,9,Democrat,Tambrei Cash,997
Hall,Candler,U.S. House,9,Democrat,Tambrei Cash,1104
Hall,Glade,U.S. House,9,Democrat,Tambrei Cash,706
Hall,Lula,U.S. House,9,Democrat,Tambrei Cash,357
Hall,Chicopee,U.S. House,9,Democrat,Tambrei Cash,1129
Hall,Tadmore,U.S. House,9,Democrat,Tambrei Cash,1594
Hall,Gainesville I,U.S. House,9,Democrat,Tambrei Cash,894
Hall,Big Hickory,U.S. House,9,Democrat,Tambrei Cash,393
Hall,Tadmore,U.S. House,9,Republican,Andrew Clyde,2228
Hall,Morgan I,U.S. House,9,Republican,Andrew Clyde,2166
Hall,Candler,U.S. House,9,Republican,Andrew Clyde,3021
Hall,Whelchel,U.S. House,9,Republican,Andrew Clyde,2693
Hall,Gainesville IV,U.S. House,9,Republican,Andrew Clyde,1153
Hall,Chicopee,U.S. House,9,Republican,Andrew Clyde,1679
Hall,Gainesville I,U.S. House,9,Republican,Andrew Clyde,1910
Hall,Friendship I,U.S. House,9,Republican,Andrew Clyde,5894
Hall,Quillians,U.S. House,9,Republican,Andrew Clyde,2298
Hall,Big Hickory,U.S. House,9,Republican,Andrew Clyde,2922
Hall,Glade,U.S. House,9,Republican,Andrew Clyde,2235
Hall,Lula,U.S. House,9,Republican,Andrew Clyde,2412
Hall,Clermont,U.S. House,9,Republican,Andrew Clyde,2710
Hall,Chestatee,U.S. House,9,Republican,Andrew Clyde,488
Hall,Gainesville V,U.S. House,9,Republican,Andrew Clyde,640
Hall,Gillsville,U.S. House,9,Republican,Andrew Clyde,826
Hall,Morgan II,U.S. House,9,Republican,Andrew Clyde,2705
Hall,Gainesville III,U.S. House,9,Republican,Andrew Clyde,1415
Hall,Gainesville II,U.S. House,9,Republican,Andrew Clyde,457
Hall,West Whelchel,U.S. House,9,Republican,Andrew Clyde,2532
Hall,Oakwood I,U.S. House,9,Republican,Andrew Clyde,1335
Hall,Fork,U.S. House,9,Republican,Andrew Clyde,172
Hancock,Second Darrien,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,195
Hancock,Second Beulah,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,185
Hancock,Youth Center,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,382
Hancock,Hancock Senior Citizen Center,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,234
Hancock,Power of God,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,292
Hancock,Warren Chapel,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,215
Hancock,Sparta 4C,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,60
Hancock,Hancock BOE,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,387
Hancock,Devereux Fire Station,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,674
Hancock,Mayfield Community Center,District Attorney,Ocmulgee Judicial Circuit,Republican,T. Wright Barksdale,129
Hancock,Hancock BOE,President,,Democrat,Kamala D. Harris,484
Hancock,Power of God,President,,Democrat,Kamala D. Harris,366
Hancock,Sparta 4C,President,,Democrat,Kamala D. Harris,70
Hancock,Mayfield Community Center,President,,Democrat,Kamala D. Harris,180
Hancock,Devereux Fire Station,President,,Democrat,Kamala D. Harris,382
Hancock,Second Beulah,President,,Democrat,Kamala D. Harris,280
Hancock,Second Darrien,President,,Democrat,Kamala D. Harris,171
Hancock,Youth Center,President,,Democrat,Kamala D. Harris,526
Hancock,Hancock Senior Citizen Center,President,,Democrat,Kamala D. Harris,312
Hancock,Warren Chapel,President,,Democrat,Kamala D. Harris,93
Hancock,Second Darrien,President,,Green,Jill Stein,0
Hancock,Sparta 4C,President,,Green,Jill Stein,1
Hancock,Second Beulah,President,,Green,Jill Stein,0
Hancock,Hancock Senior Citizen Center,President,,Green,Jill Stein,1
Hancock,Warren Chapel,President,,Green,Jill Stein,0
Hancock,Youth Center,President,,Green,Jill Stein,0
Hancock,Power of God,President,,Green,Jill Stein,1
Hancock,Mayfield Community Center,President,,Green,Jill Stein,0
Hancock,Devereux Fire Station,President,,Green,Jill Stein,2
Hancock,Hancock BOE,President,,Green,Jill Stein,0
Hancock,Devereux Fire Station,President,,Libertarian,Chase Oliver,4
Hancock,Youth Center,President,,Libertarian,Chase Oliver,2
Hancock,Power of God,President,,Libertarian,Chase Oliver,0
Hancock,Second Beulah,President,,Libertarian,Chase Oliver,0
Hancock,Second Darrien,President,,Libertarian,Chase Oliver,0
Hancock,Warren Chapel,President,,Libertarian,Chase Oliver,1
Hancock,Hancock BOE,President,,Libertarian,Chase Oliver,0
Hancock,Sparta 4C,President,,Libertarian,Chase Oliver,0
Hancock,Hancock Senior Citizen Center,President,,Libertarian,Chase Oliver,0
Hancock,Mayfield Community Center,President,,Libertarian,Chase Oliver,0
Hancock,Youth Center,President,,Republican,Donald J. Trump,128
Hancock,Warren Chapel,President,,Republican,Donald J. Trump,169
Hancock,Hancock Senior Citizen Center,President,,Republican,Donald J. Trump,82
Hancock,Sparta 4C,President,,Republican,Donald J. Trump,21
Hancock,Second Darrien,President,,Republican,Donald J. Trump,112
Hancock,Mayfield Community Center,President,,Republican,Donald J. Trump,32
Hancock,Devereux Fire Station,President,,Republican,Donald J. Trump,492
Hancock,Hancock BOE,President,,Republican,Donald J. Trump,157
Hancock,Second Beulah,President,,Republican,Donald J. Trump,54
Hancock,Power of God,President,,Republican,Donald J. Trump,117
Hancock,Youth Center,State House,128,Democrat,Mack Jackson,473
Hancock,Hancock BOE,State House,128,Democrat,Mack Jackson,440
Hancock,Devereux Fire Station,State House,128,Democrat,Mack Jackson,390
Hancock,Hancock Senior Citizen Center,State House,128,Democrat,Mack Jackson,297
