country,office,district,party,candidate,votes
FULTON,State Senate,40,Democrat,OLIVIA JONES,132
FULTON,State Senate,40,Democrat,TERRY LAWLER,167
GWINNETT,State Senate,40,Democrat,LIANE LEVETAN,176
GWINNETT,State Senate,40,Democrat,OLIVIA JONES,33
GWINNETT,State Senate,40,Democrat,TERRY LAWLER,145
DEKALB,State Senate,40,Republican,BART LADD,1380
FULTON,State Senate,40,Republican,BART LADD,667
GWINNETT,State Senate,40,Republican,BART LADD,61
DEKALB,State Senate,41,Democrat,ALBERTO GARCIA,2162
DEKALB,State Senate,41,Democrat,KEN WALKER,3530
DEKALB,State Senate,41,Democrat,STEVE HENSON,7608
DEKALB,State Senate,41,Democrat,WAX FLOWERS,993
GWINNETT,State Senate,41,Democrat,ALBERTO GARCIA,214
GWINNETT,State Senate,41,Democrat,KEN WALKER,300
GWINNETT,State Senate,41,Democrat,STEVE HENSON,560
GWINNETT,State Senate,41,Democrat,WAX FLOWERS,115
DEKALB,State Senate,41,Republican,GLORIA TOW,419
GWINNETT,State Senate,41,Republican,GLORIA TOW,3755
DEKALB,State Senate,42,Democrat,BOB WILSON,8511
DEKALB,State Senate,42,Democrat,DAVE ADELMAN,10577
DEKALB,State Senate,42,Democrat,LAYA SHAIKUN,1544
DEKALB,State Senate,42,Republican,KEN QUARTERMAN,2128
DEKALB,State Senate,43,Democrat,CONNIE STOKES,13999
ROCKDALE,State Senate,43,Democrat,CONNIE STOKES,1928
CLAYTON,State Senate,44,Democrat,JEWEL SCOTT,4811
CLAYTON,State Senate,44,Democrat,TERRELL A. STARR,5635
HENRY,State Senate,44,Democrat,JEWEL SCOTT,503
HENRY,State Senate,44,Democrat,TERRELL A. STARR,404
BARROW,State Senate,45,Republican,JOYCE STEVENS,884
BARROW,State Senate,45,Republican,MARIA STROLLO,739
BARROW,State Senate,45,Republican,NATHAN WARNOCK,363
BARROW,State Senate,45,Republican,RENEE' UNTERMAN,1376
FORSYTH,State Senate,45,Republican,JOYCE STEVENS,510
FORSYTH,State Senate,45,Republican,MARIA STROLLO,414
FORSYTH,State Senate,45,Republican,NATHAN WARNOCK,294
FORSYTH,State Senate,45,Republican,RENEE' UNTERMAN,678
GWINNETT,State Senate,45,Republican,JOYCE STEVENS,2331
GWINNETT,State Senate,45,Republican,MARIA STROLLO,1718
GWINNETT,State Senate,45,Republican,NATHAN WARNOCK,1088
GWINNETT,State Senate,45,Republican,RENEE' UNTERMAN,5833
HALL,State Senate,45,Republican,JOYCE STEVENS,411
HALL,State Senate,45,Republican,MARIA STROLLO,341
HALL,State Senate,45,Republican,NATHAN WARNOCK,205
HALL,State Senate,45,Republican,RENEE' UNTERMAN,746
WALTON,State Senate,45,Republican,JOYCE STEVENS,707
WALTON,State Senate,45,Republican,MARIA STROLLO,258
WALTON,State Senate,45,Republican,NATHAN WARNOCK,194
WALTON,State Senate,45,Republican,RENEE' UNTERMAN,936
BARROW,State Senate,46,Democrat,DOUG HAINES,241
CLARKE,State Senate,46,Democrat,DOUG HAINES,7589
JACKSON,State Senate,46,Democrat,DOUG HAINES,127
OCONEE,State Senate,46,Democrat,DOUG HAINES,1052
BARROW,State Senate,46,Republican,BRIAN KEMP,671
CLARKE,State Senate,46,Republican,BRIAN KEMP,2820
JACKSON,State Senate,46,Republican,BRIAN KEMP,327
OCONEE,State Senate,46,Republican,BRIAN KEMP,3056
BANKS,State Senate,47,Democrat,BOB BANKS,697
ELBERT,State Senate,47,Democrat,BOB BANKS,1904
FRANKLIN,State Senate,47,Democrat,BOB BANKS,614
GREENE,State Senate,47,Democrat,BOB BANKS,299
HABERSHAM,State Senate,47,Democrat,BOB BANKS,59
HALL,State Senate,47,Democrat,BOB BANKS,67
HART,State Senate,47,Democrat,BOB BANKS,1033
JACKSON,State Senate,47,Democrat,BOB BANKS,242
LINCOLN,State Senate,47,Democrat,BOB BANKS,279
MADISON,State Senate,47,Democrat,BOB BANKS,277
MCDUFFIE,State Senate,47,Democrat,BOB BANKS,434
OCONEE,State Senate,47,Democrat,BOB BANKS,100
OGLETHORPE,State Senate,47,Democrat,BOB BANKS,410
TALIAFERRO,State Senate,47,Democrat,BOB BANKS,122
WARREN,State Senate,47,Democrat,BOB BANKS,258
WILKES,State Senate,47,Democrat,BOB BANKS,1100
BANKS,State Senate,47,Republican,RALPH HUDGENS,745
ELBERT,State Senate,47,Republican,RALPH HUDGENS,453
FRANKLIN,State Senate,47,Republican,RALPH HUDGENS,375
GREENE,State Senate,47,Republican,RALPH HUDGENS,65
HABERSHAM,State Senate,47,Republican,RALPH HUDGENS,102
HALL,State Senate,47,Republican,RALPH HUDGENS,98
HART,State Senate,47,Republican,RALPH HUDGENS,832
JACKSON,State Senate,47,Republican,RALPH HUDGENS,510
LINCOLN,State Senate,47,Republican,RALPH HUDGENS,168
MADISON,State Senate,47,Republican,RALPH HUDGENS,825
MCDUFFIE,State Senate,47,Republican,RALPH HUDGENS,213
OCONEE,State Senate,47,Republican,RALPH HUDGENS,231
OGLETHORPE,State Senate,47,Republican,RALPH HUDGENS,1056
TALIAFERRO,State Senate,47,Republican,RALPH HUDGENS,52
WARREN,State Senate,47,Republican,RALPH HUDGENS,147
WILKES,State Senate,47,Republican,RALPH HUDGENS,87
FORSYTH,State Senate,48,Republican,DAVID SHAFER,3407
GWINNETT,State Senate,48,Republican,DAVID SHAFER,10621
DAWSON,State Senate,49,Democrat,SUSIE SIMMONS,269
FORSYTH,State Senate,49,Democrat,SUSIE SIMMONS,121
GILMER,State Senate,49,Democrat,SUSIE SIMMONS,33
HALL,State Senate,49,Democrat,SUSIE SIMMONS,1371
JACKSON,State Senate,49,Democrat,SUSIE SIMMONS,433
LUMPKIN,State Senate,49,Democrat,SUSIE SIMMONS,270
MADISON,State Senate,49,Democrat,SUSIE SIMMONS,202
PICKENS,State Senate,49,Democrat,SUSIE SIMMONS,94
DAWSON,State Senate,49,Republican,CASEY CAGLE,1686
FORSYTH,State Senate,49,Republican,CASEY CAGLE,1853
GILMER,State Senate,49,Republican,CASEY CAGLE,165
HALL,State Senate,49,Republican,CASEY CAGLE,7700
JACKSON,State Senate,49,Republican,CASEY CAGLE,1970
LUMPKIN,State Senate,49,Republican,CASEY CAGLE,669
MADISON,State Senate,49,Republican,CASEY CAGLE,546
PICKENS,State Senate,49,Republican,CASEY CAGLE,571
FRANKLIN,State Senate,50,Democrat,CAROL JACKSON,1008
HABERSHAM,State Senate,50,Democrat,CAROL JACKSON,216
HALL,State Senate,50,Democrat,CAROL JACKSON,1563
LUMPKIN,State Senate,50,Democrat,CAROL JACKSON,597
STEPHENS,State Senate,50,Democrat,CAROL JACKSON,1359
TOWNS,State Senate,50,Democrat,CAROL JACKSON,507
UNION,State Senate,50,Democrat,CAROL JACKSON,548
WHITE,State Senate,50,Democrat,CAROL JACKSON,1477
FRANKLIN,State Senate,50,Republican,JOHN CALLAHAM,275
HABERSHAM,State Senate,50,Republican,JOHN CALLAHAM,273
HALL,State Senate,50,Republican,JOHN CALLAHAM,1800
LUMPKIN,State Senate,50,Republican,JOHN CALLAHAM,901
STEPHENS,State Senate,50,Republican,JOHN CALLAHAM,341
TOWNS,State Senate,50,Republican,JOHN CALLAHAM,403
UNION,State Senate,50,Republican,JOHN CALLAHAM,617
WHITE,State Senate,50,Republican,JOHN CALLAHAM,951
CHEROKEE,State Senate,51,Republican,BILL STEPHENS,5689
FANNIN,State Senate,51,Republican,BILL STEPHENS,2101
GILMER,State Senate,51,Republican,BILL STEPHENS,1583
HABERSHAM,State Senate,51,Republican,BILL STEPHENS,1005
PICKENS,State Senate,51,Republican,BILL STEPHENS,785
RABUN,State Senate,51,Republican,BILL STEPHENS,539
STEPHENS,State Senate,51,Republican,BILL STEPHENS,208
TOWNS,State Senate,51,Republican,BILL STEPHENS,259
UNION,State Senate,51,Republican,BILL STEPHENS,68
BARTOW,State Senate,52,Democrat,DICK MARABLE,142
CHATTOOGA,State Senate,52,Democrat,DICK MARABLE,1363
FLOYD,State Senate,52,Democrat,DICK MARABLE,4824
GORDON,State Senate,52,Democrat,DICK MARABLE,71
WALKER,State Senate,52,Democrat,DICK MARABLE,262
WHITFIELD,State Senate,52,Democrat,DICK MARABLE,108
BARTOW,State Senate,52,Republican,BILL KELLEY,84
BARTOW,State Senate,52,Republican,PRESTON SMITH,75
CHATTOOGA,State Senate,52,Republican,BILL KELLEY,197
CHATTOOGA,State Senate,52,Republican,PRESTON SMITH,337
FLOYD,State Senate,52,Republican,BILL KELLEY,1876
FLOYD,State Senate,52,Republican,PRESTON SMITH,3397
GORDON,State Senate,52,Republican,BILL KELLEY,26
GORDON,State Senate,52,Republican,PRESTON SMITH,61
WALKER,State Senate,52,Republican,BILL KELLEY,256
WALKER,State Senate,52,Republican,PRESTON SMITH,375
WHITFIELD,State Senate,52,Republican,BILL KELLEY,49
WHITFIELD,State Senate,52,Republican,PRESTON SMITH,79
CATOOSA,State Senate,53,Republican,JEFF MULLIS,2023
DADE,State Senate,53,Republican,JEFF MULLIS,877
WALKER,State Senate,53,Republican,JEFF MULLIS,1596
WHITFIELD,State Senate,53,Republican,JEFF MULLIS,1994
BARTOW,State Senate,54,Democrat,BOB AGEE,1361
GORDON,State Senate,54,Democrat,BOB AGEE,1603
MURRAY,State Senate,54,Democrat,BOB AGEE,1588
WHITFIELD,State Senate,54,Democrat,BOB AGEE,296
BARTOW,State Senate,54,Republican,DON R. THOMAS,2830
GORDON,State Senate,54,Republican,DON R. THOMAS,1648
MURRAY,State Senate,54,Republican,DON R. THOMAS,1526
WHITFIELD,State Senate,54,Republican,DON R. THOMAS,893
DEKALB,State Senate,55,Democrat,GLORIA BUTLER,13139
GWINNETT,State Senate,55,Democrat,GLORIA BUTLER,1163
FULTON,State Senate,56,Republican,TOM PRICE,10801
