county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Wheeler,State School Superintendent,,REP,RICHARD L. WOODS,61,50,1,10,0
White,State School Superintendent,,REP,RICHARD L. WOODS,1056,785,99,172,0
Whitfield,State School Superintendent,,REP,RICHARD L. WOODS,1936,1430,63,442,1
Wilcox,State School Superintendent,,REP,RICHARD L. WOODS,199,131,26,42,0
Wilkes,State School Superintendent,,REP,RICHARD L. WOODS,201,136,10,55,0
Wilkinson,State School Superintendent,,REP,RICHARD L. WOODS,48,41,5,2,0
Worth,State School Superintendent,,REP,RICHARD L. WOODS,399,336,9,54,0
,State Senator,8,REP,C. ELLIS BLACK,3611,1897,100,1589,25
Brooks,State Senator,8,REP,C. ELLIS BLACK,356,246,7,102,1
Clinch,State Senator,8,REP,C. ELLIS BLACK,155,95,3,57,0
Cook,State Senator,8,REP,C. ELLIS BLACK,332,192,19,121,0
Echols,State Senator,8,REP,C. ELLIS BLACK,117,65,3,49,0
Lanier,State Senator,8,REP,C. ELLIS BLACK,215,116,9,89,1
Lowndes,State Senator,8,REP,C. ELLIS BLACK,2233,1022,54,1134,23
Thomas,State Senator,8,REP,C. ELLIS BLACK,203,161,5,37,0
,State Senator,8,REP,JOHN P. PAGE,3553,2066,82,1375,30
Brooks,State Senator,8,REP,JOHN P. PAGE,331,253,8,69,1
Clinch,State Senator,8,REP,JOHN P. PAGE,61,42,0,19,0
Cook,State Senator,8,REP,JOHN P. PAGE,374,258,7,109,0
Echols,State Senator,8,REP,JOHN P. PAGE,77,45,1,31,0
Lanier,State Senator,8,REP,JOHN P. PAGE,107,68,1,38,0
Lowndes,State Senator,8,REP,JOHN P. PAGE,2500,1313,65,1093,29
Thomas,State Senator,8,REP,JOHN P. PAGE,103,87,0,16,0
