county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes,
Berrien,Alapaha,State School Superintendent,,DEM,TARNISHA L. DENT,7,1,1,0,9,
Berrien,,State School Superintendent,,DEM,TARNISHA L. DENT,17,1,8,0,26,
Berrien,West Berrien,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",4,0,0,0,4,
Berrien,Ray City,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",4,0,0,0,4,
Berrien,East Berrien,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",0,0,2,0,2,
Berrien,Nashville,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",9,2,6,0,17,
Berrien,Lois,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",2,0,0,0,2,
Berrien,Enigma,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",2,2,0,0,4,
Berrien,Alapaha,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",12,0,1,0,13,
Berrien,,State School Superintendent,,DEM,"MARION SPENCER ""DENISE"" FREEMAN",33,4,9,0,46,
Berrien,West Berrien,State School Superintendent,,DEM,JURITA FOREHAND MAYS,0,0,0,0,0,
Berrien,Ray City,State School Superintendent,,DEM,JURITA FOREHAND MAYS,0,0,0,0,0,
Berrien,East Berrien,State School Superintendent,,DEM,JURITA FOREHAND MAYS,0,0,0,0,0,
Berrien,Nashville,State School Superintendent,,DEM,JURITA FOREHAND MAYS,3,1,3,0,7,
Berrien,Lois,State School Superintendent,,DEM,JURITA FOREHAND MAYS,1,0,0,0,1,
Berrien,Enigma,State School Superintendent,,DEM,JURITA FOREHAND MAYS,0,0,0,0,0,
Berrien,Alapaha,State School Superintendent,,DEM,JURITA FOREHAND MAYS,5,0,1,0,6,
Berrien,,State School Superintendent,,DEM,JURITA FOREHAND MAYS,9,1,4,0,14,
Berrien,West Berrien,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,0,0,0,0,0,
Berrien,Ray City,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,3,0,0,0,3,
Berrien,East Berrien,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,1,0,0,0,1,
Berrien,Nashville,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,19,8,6,0,33,
Berrien,Lois,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,0,0,0,0,0,
Berrien,Enigma,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,2,1,0,0,3,
Berrien,Alapaha,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,8,0,0,0,8,
Berrien,,State School Superintendent,,DEM,ALISHA THOMAS MORGAN,33,9,6,0,48,
Berrien,West Berrien,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",0,0,0,0,0,
Berrien,Ray City,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",2,0,0,0,2,
Berrien,East Berrien,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",0,0,0,0,0,
Berrien,Nashville,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",3,0,4,0,7,
Berrien,Lois,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",0,0,0,0,0,
Berrien,Enigma,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",1,0,0,0,1,
Berrien,Alapaha,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",2,0,0,0,2,
Berrien,,State School Superintendent,,DEM,"R. ""RITA"" ROBINZINE",8,0,4,0,12,
Berrien,West Berrien,State School Superintendent,,DEM,VALARIE D. WILSON,1,2,2,0,5,
Berrien,Ray City,State School Superintendent,,DEM,VALARIE D. WILSON,3,0,0,0,3,
Berrien,East Berrien,State School Superintendent,,DEM,VALARIE D. WILSON,0,2,0,0,2,
Berrien,Nashville,State School Superintendent,,DEM,VALARIE D. WILSON,15,4,8,0,27,
Berrien,Lois,State School Superintendent,,DEM,VALARIE D. WILSON,2,0,0,0,2,
Berrien,Enigma,State School Superintendent,,DEM,VALARIE D. WILSON,7,1,1,0,9,
Berrien,Alapaha,State School Superintendent,,DEM,VALARIE D. WILSON,12,1,3,0,16,
Berrien,,State School Superintendent,,DEM,VALARIE D. WILSON,40,10,14,0,64,
Berrien,West Berrien,Commissioner Of Labor,,REP,J. MARK BUTLER (I),79,6,15,0,100,
Berrien,Ray City,Commissioner Of Labor,,REP,J. MARK BUTLER (I),51,0,9,0,60,
Berrien,East Berrien,Commissioner Of Labor,,REP,J. MARK BUTLER (I),42,3,11,0,56,
Berrien,Nashville,Commissioner Of Labor,,REP,J. MARK BUTLER (I),218,17,85,0,320,
Berrien,Lois,Commissioner Of Labor,,REP,J. MARK BUTLER (I),39,1,9,0,49,
Berrien,Enigma,Commissioner Of Labor,,REP,J. MARK BUTLER (I),56,2,7,0,65,
Berrien,Alapaha,Commissioner Of Labor,,REP,J. MARK BUTLER (I),74,4,9,0,87,
Berrien,,Commissioner Of Labor,,REP,J. MARK BUTLER (I),559,33,145,0,737,
Berrien,West Berrien,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,3,2,2,0,7,
Berrien,Ray City,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,11,0,2,0,13,
Berrien,East Berrien,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,1,2,1,0,4,
Berrien,Nashville,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,46,16,31,0,93,
Berrien,Lois,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,5,0,0,0,5,
Berrien,Enigma,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,10,3,1,0,14,
Berrien,Alapaha,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,37,2,5,0,44,
Berrien,,Commissioner Of Labor,,DEM,ROBBIN K. SHIPP,113,25,42,0,180,
Berrien,West Berrien,U.S. Representative,8,REP,J. AUSTIN SCOTT (I),83,6,13,0,102,
Berrien,Ray City,U.S. Representative,8,REP,J. AUSTIN SCOTT (I),49,1,12,0,62,
Berrien,East Berrien,U.S. Representative,8,REP,J. AUSTIN SCOTT (I),41,3,11,0,55,
Berrien,Nashville,U.S. Representative,8,REP,J. AUSTIN SCOTT (I),232,20,99,0,351,
Berrien,Lois,U.S. Representative,8,REP,J. AUSTIN SCOTT (I),45,2,11,0,58,
Berrien,Enigma,U.S. Representative,8,REP,J. AUSTIN SCOTT (I),61,2,9,0,72,
Berrien,Alapaha,U.S. Representative,8,REP,J. AUSTIN SCOTT (I),78,4,9,0,91,
Berrien,,U.S. Representative,8,REP,J. AUSTIN SCOTT (I),589,38,164,0,791,
Berrien,West Berrien,State Senator,7,REP,TYLER J. HARPER (I),90,6,15,0,111,
Berrien,Ray City,State Senator,7,REP,TYLER J. HARPER (I),48,0,12,0,60,
Berrien,East Berrien,State Senator,7,REP,TYLER J. HARPER (I),42,3,10,0,55,
Berrien,Nashville,State Senator,7,REP,TYLER J. HARPER (I),227,20,97,0,344,
Berrien,Lois,State Senator,7,REP,TYLER J. HARPER (I),41,1,10,0,52,
Berrien,Enigma,State Senator,7,REP,TYLER J. HARPER (I),60,2,8,0,70,
Berrien,Alapaha,State Senator,7,REP,TYLER J. HARPER (I),80,4,10,0,94,
Berrien,,State Senator,7,REP,TYLER J. HARPER (I),588,36,162,0,786,
Berrien,West Berrien,State Representative,170,REP,"L.P. ""PENNY"" HOUSTON (I)",90,7,15,0,112,
Berrien,Ray City,State Representative,170,REP,"L.P. ""PENNY"" HOUSTON (I)",52,0,11,0,63,
Berrien,East Berrien,State Representative,170,REP,"L.P. ""PENNY"" HOUSTON (I)",44,3,13,0,60,
Berrien,Nashville,State Representative,170,REP,"L.P. ""PENNY"" HOUSTON (I)",235,23,100,0,358,
Berrien,Lois,State Representative,170,REP,"L.P. ""PENNY"" HOUSTON (I)",42,2,8,0,52,
Berrien,Enigma,State Representative,170,REP,"L.P. ""PENNY"" HOUSTON (I)",63,2,8,0,73,
Berrien,Alapaha,State Representative,170,REP,"L.P. ""PENNY"" HOUSTON (I)",79,4,10,0,93,
Berrien,,State Representative,170,REP,"L.P. ""PENNY"" HOUSTON (I)",605,41,165,0,811,
