county,precinct,office,district,party,candidate,total_votes
Richmond,503,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,"CHARLES ""CHARLIE"" BYRD",653
Richmond,503,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,DAN SCOTT,173
Richmond,503,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,752
Richmond,503,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,174
Richmond,503,STATEWIDE REFERENDUM QUESTION 1,,,NO,360
Richmond,503,STATEWIDE REFERENDUM QUESTION 1,,,YES,542
Richmond,503,STATEWIDE REFERENDUM QUESTION 2,,,NO,242
Richmond,503,STATEWIDE REFERENDUM QUESTION 2,,,YES,654
Richmond,503,Secretary of State,,Democrat,BEE NGUYEN,726
Richmond,503,Secretary of State,,Libertarian,TED METZ,18
Richmond,503,Secretary of State,,Republican,BRAD RAFFENSPERGER,183
Richmond,503,State House,129,Democrat,"HENRY ""WAYNE"" HOWARD",771
Richmond,503,State Senate,022,Democrat,HAROLD V JONES II,761
Richmond,503,State Senate,022,Republican,ANDREW DANIELSON,166
Richmond,503,TAX COMMISSIONER,,Democrat,T CHRIS JOHNSON,686
Richmond,503,TAX COMMISSIONER,,NONPARTISAN,SANFORD LOYD,52
Richmond,503,TAX COMMISSIONER,,NONPARTISAN,VERONICA FREEMAN BROWN,167
Richmond,503,U.S. House,012,Democrat,"ELIZABETH ""LIZ"" JOHNSON",745
Richmond,503,U.S. House,012,Republican,RICK W ALLEN,186
Richmond,503,U.S. Senate,,Democrat,RAPHAEL WARNOCK,760
Richmond,503,U.S. Senate,,Democrat,RAPHAEL WARNOCK,749
Richmond,503,U.S. Senate,,Libertarian,CHASE OLIVER,10
Richmond,503,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,169
Richmond,503,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,151
Richmond,504,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",772
Richmond,504,Attorney General,,Libertarian,MARTIN COWEN,29
Richmond,504,Attorney General,,Republican,CHRIS CARR,781
Richmond,504,"CHIEF JUDGE, CIVIL AND MAGISTRATE COURT",,Democrat,CARLETTA SIMS BROWN,1224
Richmond,504,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,760
Richmond,504,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,42
Richmond,504,Commissioner of Agriculture,,Republican,TYLER HARPER,781
Richmond,504,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,774
Richmond,504,Commissioner of Insurance,,Republican,JOHN KING,804
Richmond,504,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",764
Richmond,504,Commissioner of Labor,,Libertarian,EMILY ANDERSON,45
Richmond,504,Commissioner of Labor,,Republican,BRUCE THOMPSON,770
Richmond,504,Governor,,Democrat,STACEY ABRAMS,781
Richmond,504,Governor,,Libertarian,SHANE HAZEL,15
Richmond,504,Governor,,Republican,BRIAN KEMP,817
Richmond,504,Lieutenant Governor,,Democrat,CHARLIE BAILEY,765
Richmond,504,Lieutenant Governor,,Libertarian,RYAN GRAHAM,39
Richmond,504,Lieutenant Governor,,Republican,BURT JONES,780
Richmond,504,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,258
Richmond,504,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,1288
Richmond,504,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,167
Richmond,504,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,1392
Richmond,504,SCHOOL BOARD,009,NONPARTISAN,CHRISTOPHER MULLIENS,479
Richmond,504,SCHOOL BOARD,009,NONPARTISAN,VENUS D CAIN,899
Richmond,504,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,"CHARLES ""CHARLIE"" BYRD",1095
Richmond,504,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,DAN SCOTT,270
Richmond,504,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,776
Richmond,504,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,811
Richmond,504,STATEWIDE REFERENDUM QUESTION 1,,,NO,554
Richmond,504,STATEWIDE REFERENDUM QUESTION 1,,,YES,975
Richmond,504,STATEWIDE REFERENDUM QUESTION 2,,,NO,319
Richmond,504,STATEWIDE REFERENDUM QUESTION 2,,,YES,1217
Richmond,504,Secretary of State,,Democrat,BEE NGUYEN,751
Richmond,504,Secretary of State,,Libertarian,TED METZ,41
Richmond,504,Secretary of State,,Republican,BRAD RAFFENSPERGER,792
Richmond,504,State House,130,Democrat,LYNN GLADNEY,793
Richmond,504,State House,130,Republican,DAN SWENSON,791
Richmond,504,State Senate,022,Democrat,HAROLD V JONES II,815
Richmond,504,State Senate,022,Republican,ANDREW DANIELSON,754
Richmond,504,TAX COMMISSIONER,,Democrat,T CHRIS JOHNSON,974
Richmond,504,TAX COMMISSIONER,,NONPARTISAN,SANFORD LOYD,112
Richmond,504,TAX COMMISSIONER,,NONPARTISAN,VERONICA FREEMAN BROWN,371
Richmond,504,U.S. House,012,Democrat,"ELIZABETH ""LIZ"" JOHNSON",778
Richmond,504,U.S. House,012,Republican,RICK W ALLEN,822
Richmond,504,U.S. Senate,,Democrat,RAPHAEL WARNOCK,825
Richmond,504,U.S. Senate,,Democrat,RAPHAEL WARNOCK,794
Richmond,504,U.S. Senate,,Libertarian,CHASE OLIVER,23
Richmond,504,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,758
Richmond,504,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,717
Richmond,505,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",641
Richmond,505,Attorney General,,Libertarian,MARTIN COWEN,5
Richmond,505,Attorney General,,Republican,CHRIS CARR,85
Richmond,505,"CHIEF JUDGE, CIVIL AND MAGISTRATE COURT",,Democrat,CARLETTA SIMS BROWN,686
Richmond,505,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,633
Richmond,505,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,6
Richmond,505,Commissioner of Agriculture,,Republican,TYLER HARPER,90
Richmond,505,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,634
Richmond,505,Commissioner of Insurance,,Republican,JOHN KING,93
Richmond,505,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",632
Richmond,505,Commissioner of Labor,,Libertarian,EMILY ANDERSON,13
Richmond,505,Commissioner of Labor,,Republican,BRUCE THOMPSON,81
Richmond,505,Governor,,Democrat,STACEY ABRAMS,651
Richmond,505,Governor,,Libertarian,SHANE HAZEL,2
Richmond,505,Governor,,Republican,BRIAN KEMP,84
Richmond,505,Lieutenant Governor,,Democrat,CHARLIE BAILEY,619
Richmond,505,Lieutenant Governor,,Libertarian,RYAN GRAHAM,11
Richmond,505,Lieutenant Governor,,Republican,BURT JONES,90
Richmond,505,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,159
Richmond,505,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,547
Richmond,505,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,82
Richmond,505,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,636
Richmond,505,SCHOOL BOARD,009,NONPARTISAN,CHRISTOPHER MULLIENS,166
Richmond,505,SCHOOL BOARD,009,NONPARTISAN,VENUS D CAIN,499
Richmond,505,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,"CHARLES ""CHARLIE"" BYRD",515
Richmond,505,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,DAN SCOTT,129
Richmond,505,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,638
Richmond,505,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,91
Richmond,505,STATEWIDE REFERENDUM QUESTION 1,,,NO,271
Richmond,505,STATEWIDE REFERENDUM QUESTION 1,,,YES,423
Richmond,505,STATEWIDE REFERENDUM QUESTION 2,,,NO,175
Richmond,505,STATEWIDE REFERENDUM QUESTION 2,,,YES,517
Richmond,505,Secretary of State,,Democrat,BEE NGUYEN,605
Richmond,505,Secretary of State,,Libertarian,TED METZ,10
Richmond,505,Secretary of State,,Republican,BRAD RAFFENSPERGER,103
Richmond,505,State House,132,Democrat,BRIAN L PRINCE,683
Richmond,505,State Senate,022,Democrat,HAROLD V JONES II,645
Richmond,505,State Senate,022,Republican,ANDREW DANIELSON,76
Richmond,505,TAX COMMISSIONER,,Democrat,T CHRIS JOHNSON,582
Richmond,505,TAX COMMISSIONER,,NONPARTISAN,SANFORD LOYD,32
Richmond,505,TAX COMMISSIONER,,NONPARTISAN,VERONICA FREEMAN BROWN,100
Richmond,505,U.S. House,012,Democrat,"ELIZABETH ""LIZ"" JOHNSON",643
Richmond,505,U.S. House,012,Republican,RICK W ALLEN,90
Richmond,505,U.S. Senate,,Democrat,RAPHAEL WARNOCK,657
Richmond,505,U.S. Senate,,Democrat,RAPHAEL WARNOCK,600
Richmond,505,U.S. Senate,,Libertarian,CHASE OLIVER,8
Richmond,505,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,74
Richmond,505,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,70
Richmond,506,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1620
Richmond,506,Attorney General,,Libertarian,MARTIN COWEN,24
Richmond,506,Attorney General,,Republican,CHRIS CARR,249
Richmond,506,"CHIEF JUDGE, CIVIL AND MAGISTRATE COURT",,Democrat,CARLETTA SIMS BROWN,1778
Richmond,506,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1617
Richmond,506,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,28
Richmond,506,Commissioner of Agriculture,,Republican,TYLER HARPER,245
Richmond,506,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1628
Richmond,506,Commissioner of Insurance,,Republican,JOHN KING,257
Richmond,506,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1612
Richmond,506,Commissioner of Labor,,Libertarian,EMILY ANDERSON,33
Richmond,506,Commissioner of Labor,,Republican,BRUCE THOMPSON,240
Richmond,506,Governor,,Democrat,STACEY ABRAMS,1644
Richmond,506,Governor,,Libertarian,SHANE HAZEL,11
Richmond,506,Governor,,Republican,BRIAN KEMP,256
Richmond,506,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1623
Richmond,506,Lieutenant Governor,,Libertarian,RYAN GRAHAM,32
Richmond,506,Lieutenant Governor,,Republican,BURT JONES,239
Richmond,506,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,244
Richmond,506,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,1620
Richmond,506,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,133
Richmond,506,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,1740
Richmond,506,SCHOOL BOARD,009,NONPARTISAN,CHRISTOPHER MULLIENS,511
Richmond,506,SCHOOL BOARD,009,NONPARTISAN,VENUS D CAIN,1260
Richmond,506,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,"CHARLES ""CHARLIE"" BYRD",1393
Richmond,506,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,DAN SCOTT,334
Richmond,506,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1619
Richmond,506,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,275
Richmond,506,STATEWIDE REFERENDUM QUESTION 1,,,NO,758
Richmond,506,STATEWIDE REFERENDUM QUESTION 1,,,YES,1086
Richmond,506,STATEWIDE REFERENDUM QUESTION 2,,,NO,516
Richmond,506,STATEWIDE REFERENDUM QUESTION 2,,,YES,1335
Richmond,506,Secretary of State,,Democrat,BEE NGUYEN,1571
Richmond,506,Secretary of State,,Libertarian,TED METZ,28
Richmond,506,Secretary of State,,Republican,BRAD RAFFENSPERGER,291
Richmond,506,State House,132,Democrat,BRIAN L PRINCE,1748
Richmond,506,State Senate,022,Democrat,HAROLD V JONES II,1633
Richmond,506,State Senate,022,Republican,ANDREW DANIELSON,248
Richmond,506,TAX COMMISSIONER,,Democrat,T CHRIS JOHNSON,1473
Richmond,506,TAX COMMISSIONER,,NONPARTISAN,SANFORD LOYD,67
Richmond,506,TAX COMMISSIONER,,NONPARTISAN,VERONICA FREEMAN BROWN,317
Richmond,506,U.S. House,012,Democrat,"ELIZABETH ""LIZ"" JOHNSON",1629
Richmond,506,U.S. House,012,Republican,RICK W ALLEN,265
Richmond,506,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1683
Richmond,506,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1620
Richmond,506,U.S. Senate,,Libertarian,CHASE OLIVER,12
Richmond,506,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,212
Richmond,506,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,184
Richmond,507,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",325
Richmond,507,Attorney General,,Libertarian,MARTIN COWEN,7
Richmond,507,Attorney General,,Republican,CHRIS CARR,91
Richmond,507,"CHIEF JUDGE, CIVIL AND MAGISTRATE COURT",,Democrat,CARLETTA SIMS BROWN,383
Richmond,507,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,312
Richmond,507,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,12
Richmond,507,Commissioner of Agriculture,,Republican,TYLER HARPER,92
Richmond,507,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,322
Richmond,507,Commissioner of Insurance,,Republican,JOHN KING,96
Richmond,507,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",309
Richmond,507,Commissioner of Labor,,Libertarian,EMILY ANDERSON,20
Richmond,507,Commissioner of Labor,,Republican,BRUCE THOMPSON,88
Richmond,507,Governor,,Democrat,STACEY ABRAMS,328
Richmond,507,Governor,,Libertarian,SHANE HAZEL,1
Richmond,507,Governor,,Republican,BRIAN KEMP,95
Richmond,507,Lieutenant Governor,,Democrat,CHARLIE BAILEY,317
Richmond,507,Lieutenant Governor,,Libertarian,RYAN GRAHAM,14
Richmond,507,Lieutenant Governor,,Republican,BURT JONES,90
Richmond,507,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,65
Richmond,507,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,351
Richmond,507,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,39
Richmond,507,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,380
Richmond,507,SCHOOL BOARD,009,NONPARTISAN,CHRISTOPHER MULLIENS,114
Richmond,507,SCHOOL BOARD,009,NONPARTISAN,VENUS D CAIN,269
Richmond,507,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,"CHARLES ""CHARLIE"" BYRD",298
Richmond,507,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,DAN SCOTT,79
Richmond,507,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,320
Richmond,507,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,98
Richmond,507,STATEWIDE REFERENDUM QUESTION 1,,,NO,158
Richmond,507,STATEWIDE REFERENDUM QUESTION 1,,,YES,254
Richmond,507,STATEWIDE REFERENDUM QUESTION 2,,,NO,101
Richmond,507,STATEWIDE REFERENDUM QUESTION 2,,,YES,309
Richmond,507,Secretary of State,,Democrat,BEE NGUYEN,307
Richmond,507,Secretary of State,,Libertarian,TED METZ,13
Richmond,507,Secretary of State,,Republican,BRAD RAFFENSPERGER,99
Richmond,507,State House,132,Democrat,BRIAN L PRINCE,375
Richmond,507,State Senate,022,Democrat,HAROLD V JONES II,326
Richmond,507,State Senate,022,Republican,ANDREW DANIELSON,91
Richmond,507,TAX COMMISSIONER,,Democrat,T CHRIS JOHNSON,313
Richmond,507,TAX COMMISSIONER,,NONPARTISAN,SANFORD LOYD,14
Richmond,507,TAX COMMISSIONER,,NONPARTISAN,VERONICA FREEMAN BROWN,76
Richmond,507,U.S. House,012,Democrat,"ELIZABETH ""LIZ"" JOHNSON",325
Richmond,507,U.S. House,012,Republican,RICK W ALLEN,92
Richmond,507,U.S. Senate,,Democrat,RAPHAEL WARNOCK,333
Richmond,507,U.S. Senate,,Democrat,RAPHAEL WARNOCK,320
Richmond,507,U.S. Senate,,Libertarian,CHASE OLIVER,3
Richmond,507,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,87
Richmond,507,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,80
Richmond,601,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1135
Richmond,601,Attorney General,,Libertarian,MARTIN COWEN,15
Richmond,601,Attorney General,,Republican,CHRIS CARR,404
Richmond,601,"CHIEF JUDGE, CIVIL AND MAGISTRATE COURT",,Democrat,CARLETTA SIMS BROWN,1390
Richmond,601,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1123
Richmond,601,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,28
Richmond,601,Commissioner of Agriculture,,Republican,TYLER HARPER,402
Richmond,601,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1130
Richmond,601,Commissioner of Insurance,,Republican,JOHN KING,421
Richmond,601,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1120
Richmond,601,Commissioner of Labor,,Libertarian,EMILY ANDERSON,42
Richmond,601,Commissioner of Labor,,Republican,BRUCE THOMPSON,392
Richmond,601,Governor,,Democrat,STACEY ABRAMS,1135
Richmond,601,Governor,,Libertarian,SHANE HAZEL,6
Richmond,601,Governor,,Republican,BRIAN KEMP,434
Richmond,601,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1110
Richmond,601,Lieutenant Governor,,Libertarian,RYAN GRAHAM,28
Richmond,601,Lieutenant Governor,,Republican,BURT JONES,411
Richmond,601,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,235
Richmond,601,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,1281
Richmond,601,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,143
Richmond,601,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,1382
Richmond,601,SCHOOL BOARD,006,NONPARTISAN,TYRIQUE ROBINSON,1331
Richmond,601,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,"CHARLES ""CHARLIE"" BYRD",1084
Richmond,601,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,DAN SCOTT,308
Richmond,601,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1129
Richmond,601,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,425
Richmond,601,STATEWIDE REFERENDUM QUESTION 1,,,NO,588
Richmond,601,STATEWIDE REFERENDUM QUESTION 1,,,YES,911
Richmond,601,STATEWIDE REFERENDUM QUESTION 2,,,NO,399
Richmond,601,STATEWIDE REFERENDUM QUESTION 2,,,YES,1103
Richmond,601,Secretary of State,,Democrat,BEE NGUYEN,1089
Richmond,601,Secretary of State,,Libertarian,TED METZ,28
Richmond,601,Secretary of State,,Republican,BRAD RAFFENSPERGER,428
Richmond,601,State House,130,Democrat,LYNN GLADNEY,1141
Richmond,601,State House,130,Republican,DAN SWENSON,401
Richmond,601,State Senate,022,Democrat,HAROLD V JONES II,1135
Richmond,601,State Senate,022,Republican,ANDREW DANIELSON,401
Richmond,601,TAX COMMISSIONER,,Democrat,T CHRIS JOHNSON,1039
Richmond,601,TAX COMMISSIONER,,NONPARTISAN,SANFORD LOYD,59
Richmond,601,TAX COMMISSIONER,,NONPARTISAN,VERONICA FREEMAN BROWN,394
Richmond,601,U.S. House,012,Democrat,"ELIZABETH ""LIZ"" JOHNSON",1127
Richmond,601,U.S. House,012,Republican,RICK W ALLEN,431
Richmond,601,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1165
Richmond,601,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1125
Richmond,601,U.S. Senate,,Libertarian,CHASE OLIVER,19
Richmond,601,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,388
Richmond,601,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,354
Richmond,602,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",249
Richmond,602,Attorney General,,Libertarian,MARTIN COWEN,3
Richmond,602,Attorney General,,Republican,CHRIS CARR,36
Richmond,602,"CHIEF JUDGE, CIVIL AND MAGISTRATE COURT",,Democrat,CARLETTA SIMS BROWN,264
Richmond,602,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,243
Richmond,602,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,5
Richmond,602,Commissioner of Agriculture,,Republican,TYLER HARPER,35
Richmond,602,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,245
Richmond,602,Commissioner of Insurance,,Republican,JOHN KING,38
Richmond,602,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",245
Richmond,602,Commissioner of Labor,,Libertarian,EMILY ANDERSON,2
Richmond,602,Commissioner of Labor,,Republican,BRUCE THOMPSON,37
Richmond,602,Governor,,Democrat,STACEY ABRAMS,247
Richmond,602,Governor,,Libertarian,SHANE HAZEL,3
Richmond,602,Governor,,Republican,BRIAN KEMP,39
Richmond,602,Lieutenant Governor,,Democrat,CHARLIE BAILEY,244
Richmond,602,Lieutenant Governor,,Libertarian,RYAN GRAHAM,4
Richmond,602,Lieutenant Governor,,Republican,BURT JONES,38
Richmond,602,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,52
Richmond,602,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,223
Richmond,602,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,31
Richmond,602,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,244
Richmond,602,SCHOOL BOARD,006,NONPARTISAN,TYRIQUE ROBINSON,240
Richmond,602,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,"CHARLES ""CHARLIE"" BYRD",177
Richmond,602,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,DAN SCOTT,69
Richmond,602,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,243
Richmond,602,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,41
Richmond,602,STATEWIDE REFERENDUM QUESTION 1,,,NO,93
Richmond,602,STATEWIDE REFERENDUM QUESTION 1,,,YES,176
Richmond,602,STATEWIDE REFERENDUM QUESTION 2,,,NO,70
Richmond,602,STATEWIDE REFERENDUM QUESTION 2,,,YES,198
Richmond,602,Secretary of State,,Democrat,BEE NGUYEN,241
Richmond,602,Secretary of State,,Libertarian,TED METZ,5
Richmond,602,Secretary of State,,Republican,BRAD RAFFENSPERGER,41
Richmond,602,State House,130,Democrat,LYNN GLADNEY,244
Richmond,602,State House,130,Republican,DAN SWENSON,40
Richmond,602,State Senate,022,Democrat,HAROLD V JONES II,248
Richmond,602,State Senate,022,Republican,ANDREW DANIELSON,35
Richmond,602,TAX COMMISSIONER,,Democrat,T CHRIS JOHNSON,227
Richmond,602,TAX COMMISSIONER,,NONPARTISAN,SANFORD LOYD,7
Richmond,602,TAX COMMISSIONER,,NONPARTISAN,VERONICA FREEMAN BROWN,48
Richmond,602,U.S. House,012,Democrat,"ELIZABETH ""LIZ"" JOHNSON",242
Richmond,602,U.S. House,012,Republican,RICK W ALLEN,42
Richmond,602,U.S. Senate,,Democrat,RAPHAEL WARNOCK,250
Richmond,602,U.S. Senate,,Democrat,RAPHAEL WARNOCK,243
Richmond,602,U.S. Senate,,Libertarian,CHASE OLIVER,3
Richmond,602,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,36
Richmond,602,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,31
Richmond,604,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",480
Richmond,604,Attorney General,,Libertarian,MARTIN COWEN,9
Richmond,604,Attorney General,,Republican,CHRIS CARR,211
Richmond,604,"CHIEF JUDGE, CIVIL AND MAGISTRATE COURT",,Democrat,CARLETTA SIMS BROWN,617
Richmond,604,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,471
Richmond,604,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,18
Richmond,604,Commissioner of Agriculture,,Republican,TYLER HARPER,210
Richmond,604,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,472
Richmond,604,Commissioner of Insurance,,Republican,JOHN KING,228
Richmond,604,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",462
Richmond,604,Commissioner of Labor,,Libertarian,EMILY ANDERSON,25
Richmond,604,Commissioner of Labor,,Republican,BRUCE THOMPSON,210
Richmond,604,Governor,,Democrat,STACEY ABRAMS,477
Richmond,604,Governor,,Libertarian,SHANE HAZEL,5
Richmond,604,Governor,,Republican,BRIAN KEMP,222
Richmond,604,Lieutenant Governor,,Democrat,CHARLIE BAILEY,467
Richmond,604,Lieutenant Governor,,Libertarian,RYAN GRAHAM,14
Richmond,604,Lieutenant Governor,,Republican,BURT JONES,214
Richmond,604,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,NO,105
Richmond,604,PROPOSED CONSTITUTIONAL AMENDMENT 1,,,YES,580
Richmond,604,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,NO,55
Richmond,604,PROPOSED CONSTITUTIONAL AMENDMENT 2,,,YES,635
Richmond,604,SCHOOL BOARD,006,NONPARTISAN,TYRIQUE ROBINSON,597
Richmond,604,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,"CHARLES ""CHARLIE"" BYRD",499
Richmond,604,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - BRIER CREEK,,NONPARTISAN,DAN SCOTT,120
Richmond,604,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,472
Richmond,604,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,223
Richmond,604,STATEWIDE REFERENDUM QUESTION 1,,,NO,226
Richmond,604,STATEWIDE REFERENDUM QUESTION 1,,,YES,453
Richmond,604,STATEWIDE REFERENDUM QUESTION 2,,,NO,146
Richmond,604,STATEWIDE REFERENDUM QUESTION 2,,,YES,537
Richmond,604,Secretary of State,,Democrat,BEE NGUYEN,457
Richmond,604,Secretary of State,,Libertarian,TED METZ,11
Richmond,604,Secretary of State,,Republican,BRAD RAFFENSPERGER,232
Richmond,604,State House,130,Democrat,LYNN GLADNEY,480
Richmond,604,State House,130,Republican,DAN SWENSON,215
Richmond,604,State Senate,022,Democrat,HAROLD V JONES II,486
Richmond,604,State Senate,022,Republican,ANDREW DANIELSON,215
Richmond,604,TAX COMMISSIONER,,Democrat,T CHRIS JOHNSON,455
Richmond,604,TAX COMMISSIONER,,NONPARTISAN,SANFORD LOYD,33
Richmond,604,TAX COMMISSIONER,,NONPARTISAN,VERONICA FREEMAN BROWN,183
