county,precinct,office,district,party,candidate,total_votes
Dekalb,DUNAIRE ELEM,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",959
Dekalb,DUNAIRE ELEM,Commissioner of Labor,,Libertarian,EMILY ANDERSON,33
Dekalb,DUNAIRE ELEM,Commissioner of Labor,,Republican,BRUCE THOMPSON,141
Dekalb,DUNAIRE ELEM,Governor,,Democrat,STACEY ABRAMS,991
Dekalb,DUNAIRE ELEM,Governor,,Libertarian,SHANE HAZEL,6
Dekalb,DUNAIRE ELEM,Governor,,Republican,BRIAN KEMP,154
Dekalb,DUNAIRE ELEM,Lieutenant Governor,,Democrat,CHARLIE BAILEY,966
Dekalb,DUNAIRE ELEM,Lieutenant Governor,,Libertarian,RYAN GRAHAM,21
Dekalb,DUNAIRE ELEM,Lieutenant Governor,,Republican,BURT JONES,143
Dekalb,DUNAIRE ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,884
Dekalb,DUNAIRE ELEM,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,679
Dekalb,DUNAIRE ELEM,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,970
Dekalb,DUNAIRE ELEM,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,154
Dekalb,DUNAIRE ELEM,STATEWIDE REFERENDUM A,,,NO,430
Dekalb,DUNAIRE ELEM,STATEWIDE REFERENDUM A,,,YES,671
Dekalb,DUNAIRE ELEM,STATEWIDE REFERENDUM B,,,NO,265
Dekalb,DUNAIRE ELEM,STATEWIDE REFERENDUM B,,,YES,836
Dekalb,DUNAIRE ELEM,Secretary of State,,Democrat,BEE NGUYEN,944
Dekalb,DUNAIRE ELEM,Secretary of State,,Libertarian,TED METZ,23
Dekalb,DUNAIRE ELEM,Secretary of State,,Republican,BRAD RAFFENSPERGER,165
Dekalb,DUNAIRE ELEM,State House,085,Democrat,KARLA DRENNER,1037
Dekalb,DUNAIRE ELEM,State Senate,041,Democrat,KIM JACKSON,984
Dekalb,DUNAIRE ELEM,State Senate,041,Republican,JAYRE JONES,132
Dekalb,DUNAIRE ELEM,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",982
Dekalb,DUNAIRE ELEM,U.S. House,004,Republican,JONATHAN CHAVEZ,145
Dekalb,DUNAIRE ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1012
Dekalb,DUNAIRE ELEM,U.S. Senate,,Democrat,RAPHAEL WARNOCK,948
Dekalb,DUNAIRE ELEM,U.S. Senate,,Libertarian,CHASE OLIVER,11
Dekalb,DUNAIRE ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,128
Dekalb,DUNAIRE ELEM,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,115
Dekalb,DUNWOODY,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1153
Dekalb,DUNWOODY,Attorney General,,Libertarian,MARTIN COWEN,19
Dekalb,DUNWOODY,Attorney General,,Republican,CHRIS CARR,655
Dekalb,DUNWOODY,CONSTITUTIONAL AMENDMENT #1,,,NO,176
Dekalb,DUNWOODY,CONSTITUTIONAL AMENDMENT #1,,,YES,1623
Dekalb,DUNWOODY,CONSTITUTIONAL AMENDMENT #2,,,NO,156
Dekalb,DUNWOODY,CONSTITUTIONAL AMENDMENT #2,,,YES,1651
Dekalb,DUNWOODY,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1086
Dekalb,DUNWOODY,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,47
Dekalb,DUNWOODY,Commissioner of Agriculture,,Republican,TYLER HARPER,669
Dekalb,DUNWOODY,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1102
Dekalb,DUNWOODY,Commissioner of Insurance,,Republican,JOHN KING,709
Dekalb,DUNWOODY,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1112
Dekalb,DUNWOODY,Commissioner of Labor,,Libertarian,EMILY ANDERSON,39
Dekalb,DUNWOODY,Commissioner of Labor,,Republican,BRUCE THOMPSON,644
Dekalb,DUNWOODY,Governor,,Democrat,STACEY ABRAMS,1137
Dekalb,DUNWOODY,Governor,,Libertarian,SHANE HAZEL,6
Dekalb,DUNWOODY,Governor,,Republican,BRIAN KEMP,702
Dekalb,DUNWOODY,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1160
Dekalb,DUNWOODY,Lieutenant Governor,,Libertarian,RYAN GRAHAM,35
Dekalb,DUNWOODY,Lieutenant Governor,,Republican,BURT JONES,628
Dekalb,DUNWOODY,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1480
Dekalb,DUNWOODY,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1175
Dekalb,DUNWOODY,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1116
Dekalb,DUNWOODY,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,704
Dekalb,DUNWOODY,STATEWIDE REFERENDUM A,,,NO,872
Dekalb,DUNWOODY,STATEWIDE REFERENDUM A,,,YES,881
Dekalb,DUNWOODY,STATEWIDE REFERENDUM B,,,NO,546
Dekalb,DUNWOODY,STATEWIDE REFERENDUM B,,,YES,1209
Dekalb,DUNWOODY,Secretary of State,,Democrat,BEE NGUYEN,1073
Dekalb,DUNWOODY,Secretary of State,,Libertarian,TED METZ,28
Dekalb,DUNWOODY,Secretary of State,,Republican,BRAD RAFFENSPERGER,735
Dekalb,DUNWOODY,State House,052,Democrat,SHEA ROBERTS,1197
Dekalb,DUNWOODY,State House,052,Republican,WENDY AHRENKIEL,617
Dekalb,DUNWOODY,State Senate,040,Democrat,SALLY HARRELL,1202
Dekalb,DUNWOODY,State Senate,040,Republican,AUSTIN MCDONALD,613
Dekalb,DUNWOODY,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",1186
Dekalb,DUNWOODY,U.S. House,004,Republican,JONATHAN CHAVEZ,624
Dekalb,DUNWOODY,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1255
Dekalb,DUNWOODY,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1206
Dekalb,DUNWOODY,U.S. Senate,,Libertarian,CHASE OLIVER,37
Dekalb,DUNWOODY,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,550
Dekalb,DUNWOODY,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,453
Dekalb,DUNWOODY 2,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",715
Dekalb,DUNWOODY 2,Attorney General,,Libertarian,MARTIN COWEN,26
Dekalb,DUNWOODY 2,Attorney General,,Republican,CHRIS CARR,767
Dekalb,DUNWOODY 2,CONSTITUTIONAL AMENDMENT #1,,,NO,134
Dekalb,DUNWOODY 2,CONSTITUTIONAL AMENDMENT #1,,,YES,1341
Dekalb,DUNWOODY 2,CONSTITUTIONAL AMENDMENT #2,,,NO,148
Dekalb,DUNWOODY 2,CONSTITUTIONAL AMENDMENT #2,,,YES,1329
Dekalb,DUNWOODY 2,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,645
Dekalb,DUNWOODY 2,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,45
Dekalb,DUNWOODY 2,Commissioner of Agriculture,,Republican,TYLER HARPER,793
Dekalb,DUNWOODY 2,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,642
Dekalb,DUNWOODY 2,Commissioner of Insurance,,Republican,JOHN KING,845
Dekalb,DUNWOODY 2,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",668
Dekalb,DUNWOODY 2,Commissioner of Labor,,Libertarian,EMILY ANDERSON,41
Dekalb,DUNWOODY 2,Commissioner of Labor,,Republican,BRUCE THOMPSON,779
Dekalb,DUNWOODY 2,Governor,,Democrat,STACEY ABRAMS,674
Dekalb,DUNWOODY 2,Governor,,Libertarian,SHANE HAZEL,12
Dekalb,DUNWOODY 2,Governor,,Republican,BRIAN KEMP,832
Dekalb,DUNWOODY 2,Lieutenant Governor,,Democrat,CHARLIE BAILEY,728
Dekalb,DUNWOODY 2,Lieutenant Governor,,Libertarian,RYAN GRAHAM,41
Dekalb,DUNWOODY 2,Lieutenant Governor,,Republican,BURT JONES,737
Dekalb,DUNWOODY 2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1199
Dekalb,DUNWOODY 2,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,862
Dekalb,DUNWOODY 2,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,664
Dekalb,DUNWOODY 2,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,821
Dekalb,DUNWOODY 2,STATEWIDE REFERENDUM A,,,NO,749
Dekalb,DUNWOODY 2,STATEWIDE REFERENDUM A,,,YES,681
Dekalb,DUNWOODY 2,STATEWIDE REFERENDUM B,,,NO,447
Dekalb,DUNWOODY 2,STATEWIDE REFERENDUM B,,,YES,981
Dekalb,DUNWOODY 2,Secretary of State,,Democrat,BEE NGUYEN,630
Dekalb,DUNWOODY 2,Secretary of State,,Libertarian,TED METZ,44
Dekalb,DUNWOODY 2,Secretary of State,,Republican,BRAD RAFFENSPERGER,838
Dekalb,DUNWOODY 2,State House,080,Democrat,LONG TRAN,735
Dekalb,DUNWOODY 2,State House,080,Republican,BRIAN ANDERSON,757
Dekalb,DUNWOODY 2,State Senate,040,Democrat,SALLY HARRELL,751
Dekalb,DUNWOODY 2,State Senate,040,Republican,AUSTIN MCDONALD,750
Dekalb,DUNWOODY 2,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",738
Dekalb,DUNWOODY 2,U.S. House,004,Republican,JONATHAN CHAVEZ,754
Dekalb,DUNWOODY 2,U.S. Senate,,Democrat,RAPHAEL WARNOCK,804
Dekalb,DUNWOODY 2,U.S. Senate,,Democrat,RAPHAEL WARNOCK,795
Dekalb,DUNWOODY 2,U.S. Senate,,Libertarian,CHASE OLIVER,52
Dekalb,DUNWOODY 2,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,644
Dekalb,DUNWOODY 2,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,559
Dekalb,DUNWOODY LIBRARY,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",843
Dekalb,DUNWOODY LIBRARY,Attorney General,,Libertarian,MARTIN COWEN,22
Dekalb,DUNWOODY LIBRARY,Attorney General,,Republican,CHRIS CARR,1044
Dekalb,DUNWOODY LIBRARY,CONSTITUTIONAL AMENDMENT #1,,,NO,184
Dekalb,DUNWOODY LIBRARY,CONSTITUTIONAL AMENDMENT #1,,,YES,1686
Dekalb,DUNWOODY LIBRARY,CONSTITUTIONAL AMENDMENT #2,,,NO,192
Dekalb,DUNWOODY LIBRARY,CONSTITUTIONAL AMENDMENT #2,,,YES,1688
Dekalb,DUNWOODY LIBRARY,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,741
Dekalb,DUNWOODY LIBRARY,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,45
Dekalb,DUNWOODY LIBRARY,Commissioner of Agriculture,,Republican,TYLER HARPER,1097
Dekalb,DUNWOODY LIBRARY,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,748
Dekalb,DUNWOODY LIBRARY,Commissioner of Insurance,,Republican,JOHN KING,1131
Dekalb,DUNWOODY LIBRARY,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",764
Dekalb,DUNWOODY LIBRARY,Commissioner of Labor,,Libertarian,EMILY ANDERSON,40
Dekalb,DUNWOODY LIBRARY,Commissioner of Labor,,Republican,BRUCE THOMPSON,1071
Dekalb,DUNWOODY LIBRARY,Governor,,Democrat,STACEY ABRAMS,820
Dekalb,DUNWOODY LIBRARY,Governor,,Libertarian,SHANE HAZEL,9
Dekalb,DUNWOODY LIBRARY,Governor,,Republican,BRIAN KEMP,1095
Dekalb,DUNWOODY LIBRARY,Lieutenant Governor,,Democrat,CHARLIE BAILEY,847
Dekalb,DUNWOODY LIBRARY,Lieutenant Governor,,Libertarian,RYAN GRAHAM,41
Dekalb,DUNWOODY LIBRARY,Lieutenant Governor,,Republican,BURT JONES,1009
Dekalb,DUNWOODY LIBRARY,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1563
Dekalb,DUNWOODY LIBRARY,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1087
Dekalb,DUNWOODY LIBRARY,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,759
Dekalb,DUNWOODY LIBRARY,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,1134
Dekalb,DUNWOODY LIBRARY,STATEWIDE REFERENDUM A,,,NO,951
Dekalb,DUNWOODY LIBRARY,STATEWIDE REFERENDUM A,,,YES,864
Dekalb,DUNWOODY LIBRARY,STATEWIDE REFERENDUM B,,,NO,564
Dekalb,DUNWOODY LIBRARY,STATEWIDE REFERENDUM B,,,YES,1260
Dekalb,DUNWOODY LIBRARY,Secretary of State,,Democrat,BEE NGUYEN,727
Dekalb,DUNWOODY LIBRARY,Secretary of State,,Libertarian,TED METZ,45
Dekalb,DUNWOODY LIBRARY,Secretary of State,,Republican,BRAD RAFFENSPERGER,1135
Dekalb,DUNWOODY LIBRARY,State House,080,Democrat,LONG TRAN,843
Dekalb,DUNWOODY LIBRARY,State House,080,Republican,BRIAN ANDERSON,1052
Dekalb,DUNWOODY LIBRARY,State Senate,040,Democrat,SALLY HARRELL,873
Dekalb,DUNWOODY LIBRARY,State Senate,040,Republican,AUSTIN MCDONALD,1022
Dekalb,DUNWOODY LIBRARY,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",862
Dekalb,DUNWOODY LIBRARY,U.S. House,004,Republican,JONATHAN CHAVEZ,1024
Dekalb,DUNWOODY LIBRARY,U.S. Senate,,Democrat,RAPHAEL WARNOCK,958
Dekalb,DUNWOODY LIBRARY,U.S. Senate,,Democrat,RAPHAEL WARNOCK,914
Dekalb,DUNWOODY LIBRARY,U.S. Senate,,Libertarian,CHASE OLIVER,45
Dekalb,DUNWOODY LIBRARY,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,906
Dekalb,DUNWOODY LIBRARY,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,817
Dekalb,EAST LAKE,ATLANTA SUNDAY ALCOHOL SALES EXTENSION,,,NO,421
Dekalb,EAST LAKE,ATLANTA SUNDAY ALCOHOL SALES EXTENSION,,,YES,2199
Dekalb,EAST LAKE,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",2322
Dekalb,EAST LAKE,Attorney General,,Libertarian,MARTIN COWEN,61
Dekalb,EAST LAKE,Attorney General,,Republican,CHRIS CARR,256
Dekalb,EAST LAKE,CONSTITUTIONAL AMENDMENT #1,,,NO,237
Dekalb,EAST LAKE,CONSTITUTIONAL AMENDMENT #1,,,YES,2351
Dekalb,EAST LAKE,CONSTITUTIONAL AMENDMENT #2,,,NO,170
Dekalb,EAST LAKE,CONSTITUTIONAL AMENDMENT #2,,,YES,2438
Dekalb,EAST LAKE,COUNTY COMMISSIONER,003,Democrat,LARRY JOHNSON,2438
Dekalb,EAST LAKE,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,2246
Dekalb,EAST LAKE,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,88
Dekalb,EAST LAKE,Commissioner of Agriculture,,Republican,TYLER HARPER,289
Dekalb,EAST LAKE,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,2284
Dekalb,EAST LAKE,Commissioner of Insurance,,Republican,JOHN KING,322
Dekalb,EAST LAKE,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",2267
Dekalb,EAST LAKE,Commissioner of Labor,,Libertarian,EMILY ANDERSON,99
Dekalb,EAST LAKE,Commissioner of Labor,,Republican,BRUCE THOMPSON,248
Dekalb,EAST LAKE,Governor,,Democrat,STACEY ABRAMS,2374
Dekalb,EAST LAKE,Governor,,Libertarian,SHANE HAZEL,23
Dekalb,EAST LAKE,Governor,,Republican,BRIAN KEMP,272
Dekalb,EAST LAKE,Lieutenant Governor,,Democrat,CHARLIE BAILEY,2325
Dekalb,EAST LAKE,Lieutenant Governor,,Libertarian,RYAN GRAHAM,73
Dekalb,EAST LAKE,Lieutenant Governor,,Republican,BURT JONES,233
Dekalb,EAST LAKE,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,2069
Dekalb,EAST LAKE,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1572
Dekalb,EAST LAKE,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,2273
Dekalb,EAST LAKE,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,342
Dekalb,EAST LAKE,STATEWIDE REFERENDUM A,,,NO,1332
Dekalb,EAST LAKE,STATEWIDE REFERENDUM A,,,YES,1191
Dekalb,EAST LAKE,STATEWIDE REFERENDUM B,,,NO,756
Dekalb,EAST LAKE,STATEWIDE REFERENDUM B,,,YES,1761
Dekalb,EAST LAKE,Secretary of State,,Democrat,BEE NGUYEN,2264
Dekalb,EAST LAKE,Secretary of State,,Libertarian,TED METZ,38
Dekalb,EAST LAKE,Secretary of State,,Republican,BRAD RAFFENSPERGER,350
Dekalb,EAST LAKE,State House,089,Democrat,BECKY EVANS,2377
Dekalb,EAST LAKE,State House,090,Democrat,SAIRA DRAPER,4
Dekalb,EAST LAKE,State House,090,Republican,JODI DIODATI,0
Dekalb,EAST LAKE,State House,089,Republican,RICK SHEPPARD,231
Dekalb,EAST LAKE,State Senate,042,Democrat,ELENA PARENT,2402
Dekalb,EAST LAKE,U.S. House,005,Democrat,NIKEMA WILLIAMS,2383
Dekalb,EAST LAKE,U.S. House,005,Republican,CHRISTIAN ZIMM,243
Dekalb,EAST LAKE,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2431
Dekalb,EAST LAKE,U.S. Senate,,Democrat,RAPHAEL WARNOCK,2134
Dekalb,EAST LAKE,U.S. Senate,,Libertarian,CHASE OLIVER,35
Dekalb,EAST LAKE,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,199
Dekalb,EAST LAKE,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,154
Dekalb,EMBRY HILLS,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",732
Dekalb,EMBRY HILLS,Attorney General,,Libertarian,MARTIN COWEN,28
Dekalb,EMBRY HILLS,Attorney General,,Republican,CHRIS CARR,357
Dekalb,EMBRY HILLS,CONSTITUTIONAL AMENDMENT #1,,,NO,87
Dekalb,EMBRY HILLS,CONSTITUTIONAL AMENDMENT #1,,,YES,1011
Dekalb,EMBRY HILLS,CONSTITUTIONAL AMENDMENT #2,,,NO,88
Dekalb,EMBRY HILLS,CONSTITUTIONAL AMENDMENT #2,,,YES,1024
Dekalb,EMBRY HILLS,COUNTY COMMISSIONER,007,Democrat,LORRAINE COCHRAN-JOHNSON,892
Dekalb,EMBRY HILLS,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,697
Dekalb,EMBRY HILLS,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,43
Dekalb,EMBRY HILLS,Commissioner of Agriculture,,Republican,TYLER HARPER,373
Dekalb,EMBRY HILLS,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,713
Dekalb,EMBRY HILLS,Commissioner of Insurance,,Republican,JOHN KING,387
Dekalb,EMBRY HILLS,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",704
Dekalb,EMBRY HILLS,Commissioner of Labor,,Libertarian,EMILY ANDERSON,54
Dekalb,EMBRY HILLS,Commissioner of Labor,,Republican,BRUCE THOMPSON,348
Dekalb,EMBRY HILLS,Governor,,Democrat,STACEY ABRAMS,730
Dekalb,EMBRY HILLS,Governor,,Libertarian,SHANE HAZEL,17
Dekalb,EMBRY HILLS,Governor,,Republican,BRIAN KEMP,380
Dekalb,EMBRY HILLS,Lieutenant Governor,,Democrat,CHARLIE BAILEY,734
Dekalb,EMBRY HILLS,Lieutenant Governor,,Libertarian,RYAN GRAHAM,48
Dekalb,EMBRY HILLS,Lieutenant Governor,,Republican,BURT JONES,337
Dekalb,EMBRY HILLS,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,863
Dekalb,EMBRY HILLS,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,647
Dekalb,EMBRY HILLS,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,715
Dekalb,EMBRY HILLS,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,398
Dekalb,EMBRY HILLS,STATEWIDE REFERENDUM A,,,NO,572
Dekalb,EMBRY HILLS,STATEWIDE REFERENDUM A,,,YES,502
Dekalb,EMBRY HILLS,STATEWIDE REFERENDUM B,,,NO,292
Dekalb,EMBRY HILLS,STATEWIDE REFERENDUM B,,,YES,785
Dekalb,EMBRY HILLS,Secretary of State,,Democrat,BEE NGUYEN,716
Dekalb,EMBRY HILLS,Secretary of State,,Libertarian,TED METZ,34
Dekalb,EMBRY HILLS,Secretary of State,,Republican,BRAD RAFFENSPERGER,377
Dekalb,EMBRY HILLS,State House,081,Democrat,SCOTT HOLCOMB,773
Dekalb,EMBRY HILLS,State House,081,Republican,MARY WILLIAMS BENEFIELD,337
Dekalb,EMBRY HILLS,State Senate,040,Democrat,SALLY HARRELL,763
Dekalb,EMBRY HILLS,State Senate,040,Republican,AUSTIN MCDONALD,348
Dekalb,EMBRY HILLS,U.S. House,004,Democrat,"HENRY C ""HANK"" JOHNSON JR",752
Dekalb,EMBRY HILLS,U.S. House,004,Republican,JONATHAN CHAVEZ,358
Dekalb,EMBRY HILLS,U.S. Senate,,Democrat,RAPHAEL WARNOCK,786
Dekalb,EMBRY HILLS,U.S. Senate,,Democrat,RAPHAEL WARNOCK,737
Dekalb,EMBRY HILLS,U.S. Senate,,Libertarian,CHASE OLIVER,35
Dekalb,EMBRY HILLS,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,297
Dekalb,EMBRY HILLS,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,275
Dekalb,EMORY ROAD,ATLANTA SUNDAY ALCOHOL SALES EXTENSION,,,NO,171
Dekalb,EMORY ROAD,ATLANTA SUNDAY ALCOHOL SALES EXTENSION,,,YES,866
Dekalb,EMORY ROAD,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1350
Dekalb,EMORY ROAD,Attorney General,,Libertarian,MARTIN COWEN,10
Dekalb,EMORY ROAD,Attorney General,,Republican,CHRIS CARR,134
Dekalb,EMORY ROAD,CONSTITUTIONAL AMENDMENT #1,,,NO,90
Dekalb,EMORY ROAD,CONSTITUTIONAL AMENDMENT #1,,,YES,1359
Dekalb,EMORY ROAD,CONSTITUTIONAL AMENDMENT #2,,,NO,47
Dekalb,EMORY ROAD,CONSTITUTIONAL AMENDMENT #2,,,YES,1421
Dekalb,EMORY ROAD,COUNTY COMMISSIONER,002,Democrat,MICHELLE LONG SPEARS,1411
Dekalb,EMORY ROAD,Commissioner of Agriculture,,Democrat,NAKITA HEMINGWAY,1319
Dekalb,EMORY ROAD,Commissioner of Agriculture,,Libertarian,DAVID RAUDABAUGH,16
Dekalb,EMORY ROAD,Commissioner of Agriculture,,Republican,TYLER HARPER,148
Dekalb,EMORY ROAD,Commissioner of Insurance,,Democrat,JANICE LAWS ROBINSON,1328
Dekalb,EMORY ROAD,Commissioner of Insurance,,Republican,JOHN KING,157
Dekalb,EMORY ROAD,Commissioner of Labor,,Democrat,"WILLIAM ""WILL"" BODDIE JR",1332
Dekalb,EMORY ROAD,Commissioner of Labor,,Libertarian,EMILY ANDERSON,21
Dekalb,EMORY ROAD,Commissioner of Labor,,Republican,BRUCE THOMPSON,133
Dekalb,EMORY ROAD,Governor,,Democrat,STACEY ABRAMS,1361
Dekalb,EMORY ROAD,Governor,,Libertarian,SHANE HAZEL,8
Dekalb,EMORY ROAD,Governor,,Republican,BRIAN KEMP,144
Dekalb,EMORY ROAD,Lieutenant Governor,,Democrat,CHARLIE BAILEY,1359
Dekalb,EMORY ROAD,Lieutenant Governor,,Libertarian,RYAN GRAHAM,18
Dekalb,EMORY ROAD,Lieutenant Governor,,Republican,BURT JONES,120
Dekalb,EMORY ROAD,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,CAROL HAYES,1274
Dekalb,EMORY ROAD,SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR - DEKALB COUNTY,,NONPARTISAN,PAIGE PENLAND,1120
Dekalb,EMORY ROAD,STATE SCHOOL SUPERINTENDENT,,Democrat,ALISHA THOMAS SEARCY,1314
Dekalb,EMORY ROAD,STATE SCHOOL SUPERINTENDENT,,Republican,RICHARD WOODS,177
Dekalb,EMORY ROAD,STATEWIDE REFERENDUM A,,,NO,768
Dekalb,EMORY ROAD,STATEWIDE REFERENDUM A,,,YES,614
Dekalb,EMORY ROAD,STATEWIDE REFERENDUM B,,,NO,359
Dekalb,EMORY ROAD,STATEWIDE REFERENDUM B,,,YES,1017
Dekalb,EMORY ROAD,Secretary of State,,Democrat,BEE NGUYEN,1330
Dekalb,EMORY ROAD,Secretary of State,,Libertarian,TED METZ,7
Dekalb,EMORY ROAD,Secretary of State,,Republican,BRAD RAFFENSPERGER,171
Dekalb,EMORY ROAD,State House,082,Democrat,MARY MARGARET OLIVER,1363
Dekalb,EMORY ROAD,State House,082,Republican,JENINE MILUM,122
Dekalb,EMORY ROAD,State Senate,042,Democrat,ELENA PARENT,1413
Dekalb,EMORY ROAD,U.S. House,005,Democrat,NIKEMA WILLIAMS,1367
Dekalb,EMORY ROAD,U.S. House,005,Republican,CHRISTIAN ZIMM,126
Dekalb,EMORY ROAD,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1395
Dekalb,EMORY ROAD,U.S. Senate,,Democrat,RAPHAEL WARNOCK,1281
Dekalb,EMORY ROAD,U.S. Senate,,Libertarian,CHASE OLIVER,14
Dekalb,EMORY ROAD,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,98
Dekalb,EMORY ROAD,U.S. Senate,,Republican,HERSCHEL JUNIOR WALKER,76
Dekalb,EMORY SOUTH,ATLANTA SUNDAY ALCOHOL SALES EXTENSION,,,NO,1
Dekalb,EMORY SOUTH,ATLANTA SUNDAY ALCOHOL SALES EXTENSION,,,YES,17
Dekalb,EMORY SOUTH,Attorney General,,Democrat,"JENNIFER ""JEN"" JORDAN",1581
Dekalb,EMORY SOUTH,Attorney General,,Libertarian,MARTIN COWEN,32
Dekalb,EMORY SOUTH,Attorney General,,Republican,CHRIS CARR,404
Dekalb,EMORY SOUTH,CONSTITUTIONAL AMENDMENT #1,,,NO,160
