county,office,district,party,candidate,votes,election_day,absentee,early_voting,provisional
Muscogee,"U.S. Representative, District 2",2,REP,KEN DELOACH,315,226,20,69,0
Peach,"U.S. Representative, District 2",2,REP,KEN DELOACH,474,372,13,89,0
Quitman,"U.S. Representative, District 2",2,REP,KEN DELOACH,1,0,1,0,0
Randolph,"U.S. Representative, District 2",2,REP,KEN DELOACH,21,9,6,6,0
Schley,"U.S. Representative, District 2",2,REP,KEN DELOACH,59,45,0,14,0
Seminole,"U.S. Representative, District 2",2,REP,KEN DELOACH,90,71,3,16,0
Stewart,"U.S. Representative, District 2",2,REP,KEN DELOACH,3,2,0,1,0
Sumter,"U.S. Representative, District 2",2,REP,KEN DELOACH,324,222,20,82,0
Talbot,"U.S. Representative, District 2",2,REP,KEN DELOACH,26,21,2,3,0
Taylor,"U.S. Representative, District 2",2,REP,KEN DELOACH,152,93,10,49,0
Terrell,"U.S. Representative, District 2",2,REP,KEN DELOACH,98,75,7,16,0
Webster,"U.S. Representative, District 2",2,REP,KEN DELOACH,11,10,1,0,0
,"U.S. Representative, District 2",2,REP,JOHN HOUSE,8614,6008,484,2117,5
Baker,"U.S. Representative, District 2",2,REP,JOHN HOUSE,3,2,0,1,0
Bibb,"U.S. Representative, District 2",2,REP,JOHN HOUSE,575,430,28,117,0
Calhoun,"U.S. Representative, District 2",2,REP,JOHN HOUSE,9,7,2,0,0
Chattahoochee,"U.S. Representative, District 2",2,REP,JOHN HOUSE,24,22,1,1,0
Clay,"U.S. Representative, District 2",2,REP,JOHN HOUSE,20,18,0,2,0
Crawford,"U.S. Representative, District 2",2,REP,JOHN HOUSE,160,122,5,32,1
Crisp,"U.S. Representative, District 2",2,REP,JOHN HOUSE,441,258,20,162,1
Decatur,"U.S. Representative, District 2",2,REP,JOHN HOUSE,164,105,14,45,0
Dooly,"U.S. Representative, District 2",2,REP,JOHN HOUSE,42,30,1,11,0
Dougherty,"U.S. Representative, District 2",2,REP,JOHN HOUSE,450,371,26,53,0
Early,"U.S. Representative, District 2",2,REP,JOHN HOUSE,342,208,9,125,0
Grady,"U.S. Representative, District 2",2,REP,JOHN HOUSE,146,94,9,43,0
Lee,"U.S. Representative, District 2",2,REP,JOHN HOUSE,1818,1357,31,430,0
Macon,"U.S. Representative, District 2",2,REP,JOHN HOUSE,11,10,0,1,0
Marion,"U.S. Representative, District 2",2,REP,JOHN HOUSE,65,57,0,8,0
Miller,"U.S. Representative, District 2",2,REP,JOHN HOUSE,36,30,1,3,2
Mitchell,"U.S. Representative, District 2",2,REP,JOHN HOUSE,153,87,6,60,0
Muscogee,"U.S. Representative, District 2",2,REP,JOHN HOUSE,2076,1346,238,492,0
Peach,"U.S. Representative, District 2",2,REP,JOHN HOUSE,438,288,18,132,0
Quitman,"U.S. Representative, District 2",2,REP,JOHN HOUSE,1,0,1,0,0
Randolph,"U.S. Representative, District 2",2,REP,JOHN HOUSE,25,8,5,11,1
Schley,"U.S. Representative, District 2",2,REP,JOHN HOUSE,100,56,0,44,0
Seminole,"U.S. Representative, District 2",2,REP,JOHN HOUSE,229,188,5,36,0
Stewart,"U.S. Representative, District 2",2,REP,JOHN HOUSE,9,5,0,4,0
Sumter,"U.S. Representative, District 2",2,REP,JOHN HOUSE,913,638,32,243,0
Talbot,"U.S. Representative, District 2",2,REP,JOHN HOUSE,63,56,4,3,0
Taylor,"U.S. Representative, District 2",2,REP,JOHN HOUSE,70,55,4,11,0
Terrell,"U.S. Representative, District 2",2,REP,JOHN HOUSE,216,151,20,45,0
Webster,"U.S. Representative, District 2",2,REP,JOHN HOUSE,15,9,4,2,0
,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),68981,47913,3338,17633,97
Baker,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),860,492,127,240,1
Bibb,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),12685,9059,384,3235,7
Calhoun,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1160,904,93,157,6
Chattahoochee,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),443,282,10,151,0
Clay,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),476,325,50,100,1
Crawford,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),603,430,12,157,4
Crisp,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1003,707,23,273,0
Decatur,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),2473,1783,110,578,2
Dooly,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1290,884,28,376,2
Dougherty,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),12256,9662,335,2249,10
Early,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1688,1078,238,372,0
Grady,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),2198,1409,36,751,2
Lee,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),922,776,37,109,0
Macon,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1935,1090,108,737,0
Marion,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1408,1025,115,267,1
Miller,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),837,538,52,246,1
Mitchell,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),2853,1866,156,828,3
Muscogee,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),12699,8468,490,3712,29
Peach,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1595,953,47,594,1
Quitman,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),626,364,28,234,0
Randolph,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1327,757,101,448,21
Schley,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),292,170,9,112,1
Seminole,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),471,373,26,70,2
Stewart,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1011,575,186,250,0
Sumter,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1989,1297,111,581,0
Talbot,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1126,833,169,123,1
Taylor,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),945,718,55,171,1
Terrell,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),1240,756,101,382,1
Webster,"U.S. Representative, District 2",2,DEM,SANFORD BISHOP (I),570,339,101,130,0
,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",13139,10197,357,2580,5
Carroll,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",1788,1476,29,281,2
Coweta,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",2616,2173,102,340,1
Fayette,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",2583,1929,60,594,0
Harris,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",516,396,22,98,0
Heard,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",247,207,7,33,0
Henry,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",1031,710,37,284,0
Lamar,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",275,213,8,53,1
Meriwether,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",138,129,1,8,0
Muscogee,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",451,363,30,58,0
Pike,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",514,386,12,115,1
Spalding,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",984,734,10,240,0
Troup,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",1383,1033,24,326,0
Upson,"U.S. Representative, District 3",3,REP,"""CHIP"" FLANEGAN",613,448,15,150,0
,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,12517,9008,358,3144,7
Carroll,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,1480,1160,32,286,2
Coweta,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,1956,1534,81,340,1
Fayette,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,3483,2397,67,1019,0
Harris,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,517,387,12,118,0
Heard,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,255,200,11,44,0
Henry,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,493,356,11,126,0
Lamar,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,817,560,23,234,0
Meriwether,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,82,73,2,7,0
Muscogee,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,370,271,23,75,1
Pike,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,670,451,20,198,1
Spalding,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,787,497,30,260,0
Troup,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,974,681,32,259,2
Upson,"U.S. Representative, District 3",3,REP,KENT KINGSLEY,633,441,14,178,0
,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,64765,46059,2559,16128,19
Carroll,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,9556,7331,217,2002,6
Coweta,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,11482,9083,488,1908,3
Fayette,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,12050,8380,303,3367,0
Harris,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,3239,2485,140,614,0
Heard,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,1400,1081,87,230,2
Henry,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,3815,2434,194,1187,0
Lamar,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,1322,908,50,361,3
Meriwether,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,554,484,16,54,0
Muscogee,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,3164,2377,259,527,1
Pike,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,2518,1804,119,595,0
Spalding,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,4934,3087,161,1685,1
Troup,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,7186,4418,421,2347,0
Upson,"U.S. Representative, District 3",3,REP,LYNN WESTMORELAND (I,3545,2187,104,1251,3
,"U.S. Representative, District 4",4,REP,GREG PALLEN,14422,10502,602,3314,4
DeKalb,"U.S. Representative, District 4",4,REP,GREG PALLEN,3128,2514,229,385,0
Gwinnett,"U.S. Representative, District 4",4,REP,GREG PALLEN,5072,4121,219,730,2
Newton,"U.S. Representative, District 4",4,REP,GREG PALLEN,2668,1855,84,728,1
Rockdale,"U.S. Representative, District 4",4,REP,GREG PALLEN,3554,2012,70,1471,1
,"U.S. Representative, District 4",4,REP,J. CHRIS VAUGHN,17261,12444,756,4056,5
DeKalb,"U.S. Representative, District 4",4,REP,J. CHRIS VAUGHN,3545,2853,305,386,1
Gwinnett,"U.S. Representative, District 4",4,REP,J. CHRIS VAUGHN,6073,5029,243,799,2
Newton,"U.S. Representative, District 4",4,REP,J. CHRIS VAUGHN,2724,1934,76,714,0
Rockdale,"U.S. Representative, District 4",4,REP,J. CHRIS VAUGHN,4919,2628,132,2157,2
,"U.S. Representative, District 4",4,DEM,COURTNEY L. DILLARD ,13130,10800,252,2070,8
DeKalb,"U.S. Representative, District 4",4,DEM,COURTNEY L. DILLARD ,7696,6673,138,882,3
Gwinnett,"U.S. Representative, District 4",4,DEM,COURTNEY L. DILLARD ,1758,1549,18,189,2
Newton,"U.S. Representative, District 4",4,DEM,COURTNEY L. DILLARD ,1739,1184,61,494,0
Rockdale,"U.S. Representative, District 4",4,DEM,COURTNEY L. DILLARD ,1937,1394,35,505,3
,"U.S. Representative, District 4",4,DEM,"H ""HANK"" JOHNSON (I)",52982,42578,1325,9027,52
DeKalb,"U.S. Representative, District 4",4,DEM,"H ""HANK"" JOHNSON (I)",39377,32269,1064,6021,23
Gwinnett,"U.S. Representative, District 4",4,DEM,"H ""HANK"" JOHNSON (I)",4698,4057,104,527,10
Newton,"U.S. Representative, District 4",4,DEM,"H ""HANK"" JOHNSON (I)",3538,2587,78,873,0
Rockdale,"U.S. Representative, District 4",4,DEM,"H ""HANK"" JOHNSON (I)",5369,3665,79,1606,19
,"U.S. Representative, District 4",4,DEM,LINCOLN NUNNALLY,2728,2065,77,584,2
DeKalb,"U.S. Representative, District 4",4,DEM,LINCOLN NUNNALLY,1338,1101,53,183,1
Gwinnett,"U.S. Representative, District 4",4,DEM,LINCOLN NUNNALLY,473,420,13,39,1
Newton,"U.S. Representative, District 4",4,DEM,LINCOLN NUNNALLY,246,185,3,58,0
Rockdale,"U.S. Representative, District 4",4,DEM,LINCOLN NUNNALLY,671,359,8,304,0
,"U.S. Representative, District 5",5,REP,HOWARD STOPECK,11426,10060,532,816,18
Clayton,"U.S. Representative, District 5",5,REP,HOWARD STOPECK,1067,773,63,231,0
DeKalb,"U.S. Representative, District 5",5,REP,HOWARD STOPECK,2600,2224,166,208,2
Fulton,"U.S. Representative, District 5",5,REP,HOWARD STOPECK,7759,7063,303,377,16
,"U.S. Representative, District 5",5,DEM,MICHAEL JOHNSON,16666,14504,435,1684,43
Clayton,"U.S. Representative, District 5",5,DEM,MICHAEL JOHNSON,2600,2034,39,526,1
DeKalb,"U.S. Representative, District 5",5,DEM,MICHAEL JOHNSON,3855,3351,112,390,2
Fulton,"U.S. Representative, District 5",5,DEM,MICHAEL JOHNSON,10211,9119,284,768,40
,"U.S. Representative, District 5",5,DEM,JOHN LEWIS (I),69985,60776,2813,6245,151
Clayton,"U.S. Representative, District 5",5,DEM,JOHN LEWIS (I),7085,5656,157,1269,3
DeKalb,"U.S. Representative, District 5",5,DEM,JOHN LEWIS (I),20173,17085,936,2139,13
Fulton,"U.S. Representative, District 5",5,DEM,JOHN LEWIS (I),42727,38035,1720,2837,135
,"U.S. Representative, District 6",6,REP,TOM PRICE (I),71032,59938,3165,7900,29
Cobb,"U.S. Representative, District 6",6,REP,TOM PRICE (I),28344,22501,1569,4259,15
DeKalb,"U.S. Representative, District 6",6,REP,TOM PRICE (I),14664,12160,836,1665,3
Fulton,"U.S. Representative, District 6",6,REP,TOM PRICE (I),28024,25277,760,1976,11
,"U.S. Representative, District 6",6,DEM,JEFF KAZANOW,10313,8788,514,1004,7
Cobb,"U.S. Representative, District 6",6,DEM,JEFF KAZANOW,2623,2192,140,288,3
DeKalb,"U.S. Representative, District 6",6,DEM,JEFF KAZANOW,4096,3414,233,445,4
Fulton,"U.S. Representative, District 6",6,DEM,JEFF KAZANOW,3594,3182,141,271,0
,"U.S. Representative, District 6",6,DEM,ROBERT MONTIGEL,9881,8440,457,977,7
Cobb,"U.S. Representative, District 6",6,DEM,ROBERT MONTIGEL,2418,2065,92,260,1
DeKalb,"U.S. Representative, District 6",6,DEM,ROBERT MONTIGEL,3514,2904,212,396,2
Fulton,"U.S. Representative, District 6",6,DEM,ROBERT MONTIGEL,3949,3471,153,321,4
,"U.S. Representative, District 7",7,REP,DAVID HANCOCK,17730,14426,476,2818,10
Forsyth,"U.S. Representative, District 7",7,REP,DAVID HANCOCK,6098,4344,103,1647,4
Gwinnett,"U.S. Representative, District 7",7,REP,DAVID HANCOCK,11632,10082,373,1171,6
,"U.S. Representative, District 7",7,REP,ROB WOODALL (I),45157,36163,1503,7476,15
Forsyth,"U.S. Representative, District 7",7,REP,ROB WOODALL (I),11232,7697,211,3320,4
Gwinnett,"U.S. Representative, District 7",7,REP,ROB WOODALL (I),33925,28466,1292,4156,11
,"U.S. Representative, District 7",7,DEM,STEVE REILLY,12394,10944,335,1089,26
Forsyth,"U.S. Representative, District 7",7,DEM,STEVE REILLY,1188,944,33,211,0
Gwinnett,"U.S. Representative, District 7",7,DEM,STEVE REILLY,11206,10000,302,878,26
,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),59300,40692,1797,16760,51
Atkinson,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),243,174,14,55,0
Ben Hill,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),1075,741,21,313,0
Berrien,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),2587,1697,74,811,5
Bibb,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),5832,4504,292,1032,4
Bleckley,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),1511,1005,62,443,1
Brooks,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),718,564,8,144,2
Colquitt,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),3822,2794,47,981,0
Cook,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),2294,1414,67,813,0
Dodge,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),2099,1461,101,537,0
Houston,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),9675,6785,194,2695,1
Irwin,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),1230,868,12,344,6
Jones,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),2387,1650,326,410,1
Lanier,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),561,369,11,180,1
Lowndes,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),6690,4088,134,2445,23
Monroe,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),3056,2460,42,554,0
Pulaski,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),906,550,15,340,1
Telfair,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),126,97,13,16,0
Thomas,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),3479,2516,54,909,0
Tift,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),6313,3406,135,2767,5
Turner,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),509,329,8,172,0
Twiggs,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),300,250,12,38,0
Wilcox,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),879,562,85,232,0
Wilkinson,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),298,249,14,35,0
Worth,"U.S. Representative, District 8",8,REP,AUSTIN SCOTT (I),2710,2159,56,494,1
,"U.S. Representative, District 9",9,REP,DOUG COLLINS,45894,29722,1779,14363,30
Banks,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1566,1245,34,286,1
Clarke,"U.S. Representative, District 9",9,REP,DOUG COLLINS,221,177,6,38,0
Dawson,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1847,955,66,823,3
Elbert,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1355,658,87,610,0
Fannin,"U.S. Representative, District 9",9,REP,DOUG COLLINS,2880,1748,215,915,2
Forsyth,"U.S. Representative, District 9",9,REP,DOUG COLLINS,3063,2126,69,867,1
Franklin,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1593,1177,58,358,0
Gilmer,"U.S. Representative, District 9",9,REP,DOUG COLLINS,2152,1501,114,536,1
Habersham,"U.S. Representative, District 9",9,REP,DOUG COLLINS,2822,1745,137,940,0
Hall,"U.S. Representative, District 9",9,REP,DOUG COLLINS,11030,8100,381,2544,5
Hart,"U.S. Representative, District 9",9,REP,DOUG COLLINS,919,670,46,203,0
Jackson,"U.S. Representative, District 9",9,REP,DOUG COLLINS,4013,2561,75,1375,2
Lumpkin,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1984,1221,78,683,2
Madison,"U.S. Representative, District 9",9,REP,DOUG COLLINS,2137,1374,111,648,4
Pickens,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1666,1015,17,633,1
Rabun,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1534,620,84,827,3
Stephens,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1818,817,77,924,0
Towns,"U.S. Representative, District 9",9,REP,DOUG COLLINS,809,393,21,390,5
Union,"U.S. Representative, District 9",9,REP,DOUG COLLINS,1489,909,36,544,0
White,"U.S. Representative, District 9",9,REP,DOUG COLLINS,996,710,67,219,0
,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,18730,12801,611,5303,15
Banks,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,657,543,17,96,1
Clarke,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,71,61,1,9,0
Dawson,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,513,282,19,211,1
Elbert,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,551,296,17,237,1
Fannin,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,974,575,42,357,0
Forsyth,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,1229,909,12,304,4
Franklin,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,1001,755,29,216,1
Gilmer,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,956,705,32,219,0
Habersham,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,1025,699,28,297,1
Hall,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,2421,1907,72,440,2
Hart,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,661,496,19,146,0
Jackson,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,1828,1209,41,578,0
Lumpkin,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,695,433,30,231,1
Madison,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,1496,998,64,433,1
Pickens,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,652,422,7,221,2
Rabun,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,641,280,21,340,0
Stephens,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,873,442,34,397,0
Towns,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,291,166,9,116,0
Union,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,301,183,5,113,0
White,"U.S. Representative, District 9",9,REP,ROGER D. FITZPATRICK,1894,1440,112,342,0
,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,45160,30942,1483,12709,26
Banks,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1400,1115,41,243,1
Clarke,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,202,159,5,38,0
Dawson,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,2126,1267,52,806,1
Elbert,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1008,558,51,399,0
Fannin,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1581,971,114,496,0
Forsyth,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,4047,2960,62,1025,0
Franklin,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1274,962,62,250,0
Gilmer,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1973,1352,106,513,2
Habersham,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,2935,1962,119,850,4
Hall,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,11963,9115,340,2495,13
Hart,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1152,881,33,238,0
Jackson,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,4274,2849,108,1317,0
Lumpkin,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,2031,1285,73,670,3
Madison,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1731,1231,58,441,1
Pickens,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1503,913,17,573,0
Rabun,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1264,548,57,659,0
Stephens,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1522,786,77,659,0
Towns,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,703,344,20,339,0
Union,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1232,757,28,446,1
White,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,1239,927,60,252,0
,"U.S. Representative, District 9",9,DEM,JODY COOLEY,8963,6070,564,2321,8
Banks,"U.S. Representative, District 9",9,DEM,JODY COOLEY,75,50,8,17,0
Clarke,"U.S. Representative, District 9",9,DEM,JODY COOLEY,584,463,18,101,2
Dawson,"U.S. Representative, District 9",9,DEM,JODY COOLEY,160,112,3,45,0
Elbert,"U.S. Representative, District 9",9,DEM,JODY COOLEY,892,482,88,322,0
Fannin,"U.S. Representative, District 9",9,DEM,JODY COOLEY,285,170,26,89,0
Forsyth,"U.S. Representative, District 9",9,DEM,JODY COOLEY,344,264,9,71,0
Franklin,"U.S. Representative, District 9",9,DEM,JODY COOLEY,281,210,29,42,0
Gilmer,"U.S. Representative, District 9",9,DEM,JODY COOLEY,317,247,23,47,0
Habersham,"U.S. Representative, District 9",9,DEM,JODY COOLEY,410,279,32,98,1
Hall,"U.S. Representative, District 9",9,DEM,JODY COOLEY,1508,1186,71,248,3
Hart,"U.S. Representative, District 9",9,DEM,JODY COOLEY,439,343,26,70,0
Jackson,"U.S. Representative, District 9",9,DEM,JODY COOLEY,526,352,20,153,1
Lumpkin,"U.S. Representative, District 9",9,DEM,JODY COOLEY,283,187,33,63,0
Madison,"U.S. Representative, District 9",9,DEM,JODY COOLEY,501,368,32,101,0
Pickens,"U.S. Representative, District 9",9,DEM,JODY COOLEY,191,140,1,50,0
Rabun,"U.S. Representative, District 9",9,DEM,JODY COOLEY,202,108,25,69,0
Stephens,"U.S. Representative, District 9",9,DEM,JODY COOLEY,274,138,33,103,0
Towns,"U.S. Representative, District 9",9,DEM,JODY COOLEY,386,206,18,161,1
Union,"U.S. Representative, District 9",9,DEM,JODY COOLEY,1015,574,28,413,0
White,"U.S. Representative, District 9",9,DEM,JODY COOLEY,290,191,41,58,0
,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),58405,40911,2239,15244,11
Baldwin,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),1910,1297,123,490,0
Barrow,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),4922,3640,148,1132,2
Butts,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),2268,1008,54,1206,0
Clarke,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),3502,2640,183,677,2
Columbia,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),2065,1729,26,310,0
Glascock,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),122,97,5,20,0
Greene,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),2684,1305,196,1182,1
Gwinnett,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),4627,3864,112,650,1
Hancock,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),63,52,0,11,0
Henry,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),4292,2961,87,1244,0
Jasper,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),1810,1055,102,652,1
Jefferson,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),81,67,1,13,0
Johnson,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),20,12,1,7,0
Lincoln,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),1745,904,92,748,1
McDuffie,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),2163,1347,183,633,0
Morgan,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),2664,1912,108,644,0
Newton,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),2602,1974,74,554,0
Oconee,"U.S. Representative, District 10",10,REP,PAUL C. BROUN (I),6414,3888,131,2393,2
